#PeakID(python scan_motif.py ./ENCODE_processed_files/ELF1_idr.fa ELF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
686_6691	chr17	30906061	30906461	+	938	40.5	[]	[]	[6.69303, 9.875818, 7.590416]	[71, 84, 90]	[]	[30906223, 30906236, 30906242]
686_6692	chr17	44279538	44279938	+	1000	40.5	[12.800334]	[186]	[]	[]	[44279769]	[]
686_6693	chr17	58329515	58329915	+	1000	40.5	[]	[]	[7.6718717]	[97]	[]	[58329697]
686_6694	chr17	75012323	75012723	+	1000	40.5	[]	[]	[9.213819]	[56]	[]	[75012475]
686_6697	chr19	9309570	9309970	+	1000	40.5	[6.7770047, 11.95612]	[136, 165]	[]	[]	[9309731, 9309760]	[]
686_6699	chr19	13151687	13152087	+	1000	40.5	[8.716876]	[126]	[]	[]	[13151868]	[]
686_67	chr11	64269930	64270330	+	1000	402.5	[]	[]	[7.405256]	[111]	[]	[64270136]
686_670	chr5	62305713	62306113	+	1000	167.0	[8.716876]	[98]	[7.0373144]	[131]	[62305910]	[62305943]
686_6700	chr19	35869897	35870297	+	688	40.5	[7.08763]	[177]	[]	[]	[35870093]	[]
686_6701	chr19	38878061	38878461	+	1000	40.5	[16.017126, 6.7770047]	[122, 147]	[7.590416]	[75]	[38878260, 38878285]	[38878213]
686_6703	chr19	48720452	48720852	+	1000	40.5	[]	[]	[7.114076, 8.583661]	[85, 121]	[]	[48720623, 48720659]
686_6704	chr19	48741429	48741829	+	1000	40.5	[9.054054]	[169]	[]	[]	[48741652]	[]
686_6706	chr2	10307549	10307949	+	972	40.5	[]	[]	[9.213819]	[120]	[]	[10307758]
686_6707	chr2	45567901	45568301	+	1000	40.5	[10.285673, 9.495998, 7.7496295]	[177, 199, 246]	[]	[]	[45568072, 45568094, 45568141]	[]
686_6708	chr2	47272213	47272613	+	1000	40.5	[9.56109]	[107]	[]	[]	[47272364]	[]
686_6709	chr2	58870729	58871129	+	1000	40.5	[13.502466]	[142]	[7.793728]	[57]	[58870966]	[58870881]
686_671	chr6	143511061	143511461	+	1000	167.0	[12.777884]	[99]	[]	[]	[143511259]	[]
686_6711	chr2	108533725	108534125	+	1000	40.5	[6.69158]	[149]	[]	[]	[108533959]	[]
686_6712	chr2	159124396	159124796	+	1000	40.5	[]	[]	[13.502466]	[109]	[]	[159124589]
686_6713	chr2	177265749	177266149	+	961	40.5	[]	[]	[7.080435, 8.651784]	[79, 139]	[]	[177265905, 177265965]
686_6714	chr2	177392425	177392825	+	862	40.5	[]	[]	[7.0373144]	[134]	[]	[177392589]
686_6715	chr2	237085599	237085999	+	649	40.5	[8.41218]	[175]	[]	[]	[237085831]	[]
686_6717	chr22	20421509	20421909	+	744	40.5	[7.5430217]	[132]	[]	[]	[20421708]	[]
686_6719	chr22	22546713	22547113	+	1000	40.5	[7.0098963]	[233]	[]	[]	[22546951]	[]
686_672	chr14_GL000009v2_random	124635	125035	+	1000	166.5	[]	[]	[12.777884]	[92]	[]	[124816]
686_6721	chr22	22840887	22841287	+	1000	40.5	[9.898269]	[149]	[]	[]	[22841051]	[]
686_6724	chr3	4981776	4982176	+	1000	40.5	[]	[]	[6.7216086, 7.0323467]	[107, 116]	[]	[4981956, 4981965]
686_6725	chr3	5002413	5002813	+	1000	40.5	[]	[]	[8.592426]	[213]	[]	[5002640]
686_6726	chr3	9422792	9423192	+	1000	40.5	[]	[]	[12.453062]	[144]	[]	[9422958]
686_6728	chr3	105869081	105869481	+	850	40.5	[9.373884]	[215]	[]	[]	[105869296]	[]
686_673	chr19	53520649	53521049	+	1000	166.5	[]	[]	[6.659025]	[142]	[]	[53520872]
686_6730	chr3	171182927	171183327	+	1000	40.5	[9.441459]	[202]	[]	[]	[171183175]	[]
686_6732	chr3	193745222	193745622	+	1000	40.5	[9.213819]	[98]	[]	[]	[193745374]	[]
686_6733	chr4	124445	124845	+	1000	40.5	[7.881529]	[182]	[]	[]	[124665]	[]
686_6734	chr5	5492307	5492707	+	1000	40.5	[7.1500793]	[114]	[]	[]	[5492464]	[]
686_6735	chr5	133996610	133997010	+	941	40.5	[13.502466]	[127]	[]	[]	[133996813]	[]
686_6736	chr5	177366700	177367100	+	1000	40.5	[]	[]	[6.6260953, 7.2679267, 8.749358]	[59, 73, 127]	[]	[177366853, 177366867, 177366921]
686_6738	chr6	5003798	5004198	+	1000	40.5	[10.647848]	[97]	[]	[]	[5003958]	[]
686_6740	chr6	17715088	17715488	+	1000	40.5	[]	[]	[12.0241165, 6.705439]	[114, 149]	[]	[17715278, 17715313]
686_6744	chr6	31690403	31690803	+	1000	40.5	[9.449611, 8.537822]	[210, 214]	[]	[]	[31690615, 31690619]	[]
686_6745	chr6	32176906	32177306	+	1000	40.5	[]	[]	[8.651784]	[107]	[]	[32177058]
686_6746	chr6	35177151	35177551	+	1000	40.5	[]	[]	[7.6718717]	[85]	[]	[35177312]
686_6747	chr6	39993122	39993522	+	948	40.5	[9.441459]	[109]	[]	[]	[39993328]	[]
686_6748	chr6	40912237	40912637	+	745	40.5	[8.651784]	[192]	[7.453959]	[119]	[40912473]	[40912400]
686_6749	chr6	41536959	41537359	+	1000	40.5	[12.777884]	[84]	[]	[]	[41537141]	[]
686_675	chr12	62466574	62466974	+	1000	166.0	[12.777884]	[107]	[]	[]	[62466780]	[]
686_6750	chr6	43702527	43702927	+	970	40.5	[]	[]	[6.378302]	[58]	[]	[43702678]
686_6753	chr7	43729337	43729737	+	857	40.5	[]	[]	[9.875818]	[118]	[]	[43729537]
686_6756	chr7	105876183	105876583	+	1000	40.5	[7.9740243]	[127]	[]	[]	[105876356]	[]
686_6757	chr7	106346403	106346803	+	993	40.5	[9.236269]	[155]	[7.343513]	[139]	[106346625]	[106346609]
686_6759	chr8	11456582	11456982	+	1000	40.5	[7.3179855, 7.6718717]	[138, 180]	[]	[]	[11456751, 11456793]	[]
686_676	chr19	2631356	2631756	+	1000	166.0	[16.017126]	[103]	[]	[]	[2631541]	[]
686_6760	chr8	27727103	27727503	+	606	40.5	[]	[]	[16.017126]	[210]	[]	[27727345]
686_6761	chr8	60516785	60517185	+	1000	40.5	[]	[]	[9.473548]	[74]	[]	[60516938]
686_6763	chr9	121620983	121621383	+	738	40.5	[]	[]	[8.651784]	[144]	[]	[121621203]
686_6765	chr9	129413533	129413933	+	728	40.5	[7.0373144]	[139]	[]	[]	[129413730]	[]
686_6766	chr9	130746502	130746902	+	1000	40.5	[8.24912]	[133]	[]	[]	[130746683]	[]
686_6769	chr9	137067769	137068169	+	1000	40.5	[]	[]	[8.651784]	[77]	[]	[137067946]
686_677	chr20	45972187	45972587	+	1000	166.0	[12.0241165]	[115]	[]	[]	[45972400]	[]
686_6771	chrX	11437532	11437932	+	1000	40.5	[]	[]	[16.017126]	[160]	[]	[11437762]
686_6772	chrX	65998095	65998495	+	894	40.5	[]	[]	[7.0098963]	[157]	[]	[65998279]
686_6774	chr1	7961204	7961604	+	1000	40.0	[]	[]	[6.392591]	[181]	[]	[7961438]
686_6775	chr1	21534747	21535147	+	1000	40.0	[]	[]	[10.076016]	[195]	[]	[21534998]
686_6776	chr1	26144950	26145350	+	1000	40.0	[6.7688527]	[228]	[]	[]	[26145200]	[]
686_6777	chr1	35192919	35193319	+	1000	40.0	[8.7393265]	[148]	[]	[]	[35193094]	[]
686_6778	chr1	44674359	44674759	+	958	40.0	[]	[]	[7.1942296]	[166]	[]	[44674560]
686_678	chrX	154547421	154547821	+	1000	166.0	[8.716876]	[122]	[10.263223]	[89]	[154547625]	[154547592]
686_6782	chr1	203650553	203650953	+	1000	40.0	[7.0178514, 7.431055]	[151, 197]	[]	[]	[203650735, 203650781]	[]
686_6784	chr1	207828448	207828848	+	1000	40.0	[9.595095, 6.461404, 8.537822]	[59, 111, 135]	[]	[]	[207828606, 207828658, 207828682]	[]
686_6788	chr1	243270503	243270903	+	616	40.0	[]	[]	[7.080435, 6.568722]	[168, 174]	[]	[243270705, 243270711]
686_6789	chr10	30418667	30419067	+	1000	40.0	[7.2213984, 9.473548]	[101, 134]	[]	[]	[30418848, 30418881]	[]
686_679	chr1	151189984	151190384	+	1000	165.5	[7.0178514]	[157]	[10.239052]	[132]	[151190219]	[151190194]
686_6790	chr10	31977413	31977813	+	1000	40.0	[]	[]	[10.076016]	[75]	[]	[31977583]
686_6791	chr10	32055614	32056014	+	1000	40.0	[]	[]	[7.6718717]	[83]	[]	[32055777]
686_6794	chr10	110501207	110501607	+	956	40.0	[9.098152]	[173]	[6.392591]	[156]	[110501430]	[110501413]
686_6795	chr10	119305751	119306151	+	666	40.0	[6.5834923]	[85]	[10.263223]	[113]	[119305935]	[119305963]
686_6796	chr11	44547901	44548301	+	1000	40.0	[9.854824]	[173]	[6.3787317]	[144]	[44548106]	[44548077]
686_6797	chr11	57800634	57801034	+	1000	40.0	[]	[]	[6.511952, 9.449611]	[100, 104]	[]	[57800813, 57800817]
686_6798	chr11	64845026	64845426	+	1000	40.0	[12.712791]	[108]	[]	[]	[64845221]	[]
686_6799	chr11	85647692	85648092	+	1000	40.0	[]	[]	[6.838981]	[87]	[]	[85647871]
686_68	chr16	28491913	28492313	+	1000	402.5	[]	[]	[10.263223]	[125]	[]	[28492120]
686_680	chr13	23889234	23889634	+	1000	165.5	[10.744435]	[126]	[8.716876]	[102]	[23889460]	[23889436]
686_6800	chr12	11649023	11649423	+	1000	40.0	[]	[]	[7.4277062]	[161]	[]	[11649201]
686_6801	chr12	51320922	51321322	+	1000	40.0	[16.017126]	[161]	[8.087358]	[140]	[51321149]	[51321128]
686_6804	chr12	64672867	64673267	+	1000	40.0	[]	[]	[9.373884]	[112]	[]	[64673050]
686_6805	chr13	28139107	28139507	+	1000	40.0	[9.106304]	[261]	[7.40341]	[172]	[28139355]	[28139266]
686_6806	chr13	42271518	42271918	+	838	40.0	[11.95612]	[130]	[]	[]	[42271737]	[]
686_6809	chr15	59104744	59105144	+	1000	40.0	[]	[]	[8.224974]	[158]	[]	[59104911]
686_681	chr6	31665672	31666072	+	1000	165.5	[]	[]	[8.716876]	[106]	[]	[31665869]
686_6810	chr15	63166269	63166669	+	1000	40.0	[]	[]	[12.712791]	[130]	[]	[63166481]
686_6813	chr15	96357434	96357834	+	984	40.0	[]	[]	[8.537822]	[93]	[]	[96357597]
686_6815	chr16	30876392	30876792	+	1000	40.0	[8.240355, 7.4055414, 10.6445]	[105, 119, 133]	[]	[]	[30876577, 30876591, 30876605]	[]
686_6816	chr16	79400821	79401221	+	951	40.0	[16.017126]	[149]	[]	[]	[79401051]	[]
686_6817	chr16	88650443	88650843	+	1000	40.0	[]	[]	[9.854824]	[160]	[]	[88650671]
686_6818	chr17	30104788	30105188	+	950	40.0	[]	[]	[6.685075]	[200]	[]	[30105012]
686_6819	chr17	38601586	38601986	+	1000	40.0	[]	[]	[8.240355]	[148]	[]	[38601774]
686_6820	chr18	9476285	9476685	+	1000	40.0	[16.017126]	[132]	[]	[]	[9476497]	[]
686_6829	chr2	69777618	69778018	+	1000	40.0	[]	[]	[9.938401]	[157]	[]	[69777832]
686_6831	chr2	239267342	239267742	+	1000	40.0	[8.725028]	[107]	[]	[]	[239267519]	[]
686_6833	chr22	22526195	22526595	+	1000	40.0	[9.286342]	[120]	[]	[]	[22526392]	[]
686_6838	chr3	17771110	17771510	+	862	40.0	[9.595095]	[223]	[]	[]	[17771345]	[]
686_6839	chr3	42025953	42026353	+	634	40.0	[]	[]	[10.076016]	[109]	[]	[42026124]
686_6840	chr3	42600017	42600417	+	1000	40.0	[]	[]	[7.447859]	[164]	[]	[42600268]
686_6844	chr4	143184760	143185160	+	1000	40.0	[]	[]	[6.770984]	[201]	[]	[143184990]
686_6845	chr4	186889042	186889442	+	1000	40.0	[]	[]	[9.062206, 9.062206, 9.062206, 6.7688527, 8.240355]	[68, 88, 108, 122, 139]	[]	[186889195, 186889215, 186889235, 186889249, 186889266]
686_6847	chr5	32174230	32174630	+	1000	40.0	[8.716876]	[132]	[7.0454664]	[174]	[32174387]	[32174429]
686_6848	chr5	43601752	43602152	+	728	40.0	[]	[]	[6.82269]	[299]	[]	[43601984]
686_685	chr5	79612339	79612739	+	1000	165.0	[]	[]	[6.3558517]	[118]	[]	[79612512]
686_6851	chr5	160260957	160261357	+	1000	40.0	[10.076016]	[104]	[]	[]	[160261142]	[]
686_6852	chr6	3337751	3338151	+	1000	40.0	[9.236269]	[69]	[]	[]	[3337909]	[]
686_6860	chr7	116417639	116418039	+	1000	40.0	[]	[]	[12.590676]	[202]	[]	[116417889]
686_6861	chr7	149718975	149719375	+	1000	40.0	[]	[]	[7.265795]	[117]	[]	[149719173]
686_6864	chr8	47304974	47305374	+	665	40.0	[16.017126]	[138]	[]	[]	[47305191]	[]
686_6865	chr8	61004444	61004844	+	926	40.0	[9.441459, 8.651784]	[120, 147]	[]	[]	[61004633, 61004660]	[]
686_6867	chr8	123447772	123448172	+	1000	40.0	[13.15916]	[121]	[]	[]	[123447965]	[]
686_687	chr12	131929035	131929435	+	1000	164.5	[]	[]	[9.919916]	[107]	[]	[131929239]
686_6870	chr9	129995671	129996071	+	1000	40.0	[12.800334]	[194]	[]	[]	[129995915]	[]
686_6872	chrX	154548878	154549278	+	566	40.0	[]	[]	[6.615581, 6.770984]	[103, 109]	[]	[154549071, 154549077]
686_6873	chr1	6601144	6601544	+	674	39.5	[6.6342473]	[226]	[]	[]	[6601380]	[]
686_6874	chr1	9910729	9911129	+	1000	39.5	[]	[]	[9.550997]	[80]	[]	[9910909]
686_6875	chr1	27366962	27367362	+	1000	39.5	[10.454414]	[113]	[]	[]	[27367146]	[]
686_6879	chr1	108703423	108703823	+	1000	39.5	[6.615581]	[122]	[]	[]	[108703625]	[]
686_6880	chr1	123926103	123926503	+	786	39.5	[]	[]	[9.286342]	[94]	[]	[123926289]
686_6881	chr1	161119665	161120065	+	1000	39.5	[9.550997]	[103]	[]	[]	[161119838]	[]
686_6883	chr1	181128963	181129363	+	1000	39.5	[7.2606525]	[149]	[]	[]	[181129178]	[]
686_6885	chr1	207579106	207579506	+	1000	39.5	[6.838981]	[172]	[]	[]	[207579269]	[]
686_6886	chr1	208219647	208220047	+	1000	39.5	[]	[]	[8.725028]	[105]	[]	[208219851]
686_6887	chr1	212794563	212794963	+	1000	39.5	[7.0279646]	[184]	[]	[]	[212794803]	[]
686_6888	chr10	13404140	13404540	+	1000	39.5	[9.495998]	[136]	[]	[]	[13404314]	[]
686_6889	chr10	60295373	60295773	+	868	39.5	[13.502466]	[139]	[]	[]	[60295571]	[]
686_689	chr22	18077636	18078036	+	1000	164.5	[]	[]	[7.0178514]	[84]	[]	[18077810]
686_6891	chr11	3512262	3512662	+	1000	39.5	[]	[]	[13.502466]	[205]	[]	[3512495]
686_6892	chr11	47863440	47863840	+	1000	39.5	[]	[]	[7.793728]	[160]	[]	[47863643]
686_6893	chr11	61971510	61971910	+	1000	39.5	[]	[]	[8.137034]	[179]	[]	[61971732]
686_6894	chr11	74398597	74398997	+	894	39.5	[]	[]	[7.971893]	[151]	[]	[74398807]
686_6895	chr11	86371252	86371652	+	1000	39.5	[11.651423]	[112]	[8.719781]	[144]	[86371416]	[86371448]
686_6896	chr11	96082337	96082737	+	1000	39.5	[7.8027515, 12.800334]	[74, 160]	[]	[]	[96082500, 96082586]	[]
686_6898	chr12	49235070	49235470	+	1000	39.5	[]	[]	[11.964272]	[137]	[]	[49235271]
686_6899	chr12	94954218	94954618	+	1000	39.5	[6.3342037, 6.466288]	[135, 155]	[]	[]	[94954442, 94954462]	[]
686_69	chr10	102743456	102743856	+	1000	399.0	[]	[]	[7.405256]	[53]	[]	[102743607]
686_690	chr3	14178595	14178995	+	1000	164.5	[]	[]	[7.0464296]	[108]	[]	[14178770]
686_6900	chr12	116919349	116919749	+	1000	39.5	[]	[]	[10.6445]	[144]	[]	[116919552]
686_6902	chr14	58427152	58427552	+	1000	39.5	[]	[]	[10.257094, 6.828451]	[158, 192]	[]	[58427335, 58427369]
686_6903	chr15	22794123	22794523	+	1000	39.5	[13.502466]	[96]	[]	[]	[22794317]	[]
686_6905	chr15	74373931	74374331	+	1000	39.5	[]	[]	[8.716876]	[165]	[]	[74374177]
686_6908	chr16	2224572	2224972	+	1000	39.5	[6.934717]	[183]	[]	[]	[2224811]	[]
686_6909	chr16	11819780	11820180	+	938	39.5	[]	[]	[7.0178514]	[104]	[]	[11819979]
686_6910	chr16	29655073	29655473	+	774	39.5	[]	[]	[16.017126]	[116]	[]	[29655284]
686_6911	chr16	30096325	30096725	+	785	39.5	[9.098152]	[165]	[]	[]	[30096482]	[]
686_6912	chr16	30527311	30527711	+	1000	39.5	[7.447859]	[184]	[9.062206]	[170]	[30527527]	[30527513]
686_6916	chr17	8226716	8227116	+	1000	39.5	[]	[]	[9.473548]	[168]	[]	[8226931]
686_6917	chr17	45317346	45317746	+	929	39.5	[]	[]	[9.098152]	[179]	[]	[45317535]
686_6918	chr17	57068266	57068666	+	1000	39.5	[7.8291354]	[108]	[]	[]	[57068471]	[]
686_692	chr16	234264	234664	+	1000	164.0	[8.716876]	[124]	[]	[]	[234479]	[]
686_6921	chr19	2056262	2056662	+	1000	39.5	[12.800334]	[208]	[]	[]	[2056511]	[]
686_6923	chr19	14114051	14114451	+	1000	39.5	[12.453062]	[152]	[6.7770047]	[112]	[14114286]	[14114246]
686_6926	chr19	45952867	45953267	+	758	39.5	[]	[]	[12.777884, 6.7688527]	[240, 259]	[]	[45953085, 45953104]
686_6927	chr19	46413460	46413860	+	969	39.5	[]	[]	[7.2606525]	[212]	[]	[46413678]
686_6928	chr19	48258333	48258733	+	949	39.5	[9.495998]	[83]	[16.017126, 13.15916]	[102, 135]	[48258513]	[48258532, 48258565]
686_693	chr22	20219692	20220092	+	1000	164.0	[]	[]	[16.017126, 7.8291354]	[59, 124]	[]	[20219851, 20219916]
686_6930	chr2	54589573	54589973	+	1000	39.5	[]	[]	[9.054054]	[154]	[]	[54589784]
686_6935	chr2	177242361	177242761	+	1000	39.5	[6.6586843]	[66]	[9.441459]	[126]	[177242526]	[177242586]
686_6936	chr2	230326929	230327329	+	1000	39.5	[12.712791]	[64]	[13.115062]	[143]	[230327087]	[230327166]
686_6937	chr20	23155148	23155548	+	1000	39.5	[]	[]	[12.453062]	[56]	[]	[23155301]
686_6938	chr20	33401388	33401788	+	1000	39.5	[9.351434]	[152]	[]	[]	[33401563]	[]
686_6939	chr20	50347888	50348288	+	779	39.5	[6.6380315]	[125]	[]	[]	[50348060]	[]
686_694	chr6	43174497	43174897	+	1000	164.0	[9.098152]	[145]	[6.401559]	[88]	[43174733]	[43174676]
686_6940	chr20	50710639	50711039	+	1000	39.5	[]	[]	[7.527656]	[109]	[]	[50710818]
686_6941	chr20	53738831	53739231	+	870	39.5	[]	[]	[12.800334]	[129]	[]	[53738985]
686_6942	chr21	39317432	39317832	+	766	39.5	[9.942367]	[134]	[]	[]	[39317607]	[]
686_6944	chr22	21829311	21829711	+	1000	39.5	[9.449611]	[137]	[]	[]	[21829540]	[]
686_695	chr1	37554144	37554544	+	1000	163.5	[]	[]	[7.0178514, 8.716876]	[102, 108]	[]	[37554308, 37554314]
686_6951	chr3	45631408	45631808	+	1000	39.5	[8.087358, 10.651694]	[163, 169]	[]	[]	[45631598, 45631604]	[]
686_6952	chr3	49856383	49856783	+	977	39.5	[12.777884]	[106]	[13.115062]	[90]	[49856576]	[49856560]
686_6954	chr3	183533095	183533495	+	1000	39.5	[]	[]	[6.511952, 6.511952]	[213, 221]	[]	[183533328, 183533336]
686_6955	chr3	185937936	185938336	+	912	39.5	[16.017126]	[175]	[]	[]	[185938136]	[]
686_6958	chr4	80127308	80127708	+	1000	39.5	[]	[]	[12.0241165, 12.712791]	[106, 138]	[]	[80127508, 80127540]
686_696	chr12	57591030	57591430	+	1000	163.5	[]	[]	[8.716876]	[99]	[]	[57591221]
686_6961	chr5	10734050	10734450	+	1000	39.5	[11.964272]	[187]	[]	[]	[10734287]	[]
686_6962	chr5	90529997	90530397	+	1000	39.5	[7.6718717]	[148]	[11.964272]	[129]	[90530224]	[90530205]
686_6965	chr5	173616546	173616946	+	1000	39.5	[7.7939863]	[117]	[]	[]	[173616711]	[]
686_6966	chr6	14706490	14706890	+	1000	39.5	[]	[]	[7.8027515]	[171]	[]	[14706671]
686_6968	chr6	28880795	28881195	+	980	39.5	[]	[]	[6.697287]	[130]	[]	[28880981]
686_697	chr13	32315224	32315624	+	1000	163.5	[]	[]	[9.875818]	[101]	[]	[32315418]
686_6971	chr6	39225992	39226392	+	1000	39.5	[8.460052]	[208]	[]	[]	[39226218]	[]
686_6973	chr6	47242518	47242918	+	1000	39.5	[13.15916]	[127]	[]	[]	[47242744]	[]
686_6975	chr6	166319363	166319763	+	1000	39.5	[]	[]	[7.9740243, 16.017126]	[89, 104]	[]	[166319534, 166319549]
686_6977	chr7	2693781	2694181	+	1000	39.5	[9.054054]	[151]	[9.062206]	[60]	[2694023]	[2693932]
686_6978	chr7	23570632	23571032	+	1000	39.5	[]	[]	[7.1942296]	[98]	[]	[23570814]
686_6979	chr7	32905310	32905710	+	1000	39.5	[8.7474785]	[101]	[]	[]	[32905489]	[]
686_698	chr5	37371063	37371463	+	1000	163.5	[8.537822]	[218]	[]	[]	[37371298]	[]
686_6980	chr7	65503846	65504246	+	1000	39.5	[]	[]	[7.391173]	[154]	[]	[65504091]
686_6987	chr7	157307501	157307901	+	1000	39.5	[]	[]	[9.026612]	[98]	[]	[157307687]
686_6988	chr8	129420592	129420992	+	996	39.5	[]	[]	[13.115062, 6.401559]	[103, 162]	[]	[129420783, 129420842]
686_6989	chr8	130015335	130015735	+	1000	39.5	[7.912914]	[66]	[]	[]	[130015487]	[]
686_699	chr9	127937697	127938097	+	1000	163.5	[]	[]	[7.867843, 9.213819]	[73, 95]	[]	[127937854, 127937876]
686_6991	chr9	128255197	128255597	+	1000	39.5	[]	[]	[6.7216086, 7.5430217]	[174, 208]	[]	[128255356, 128255390]
686_6994	chr9	136539749	136540149	+	983	39.5	[7.881529]	[156]	[6.591644]	[107]	[136539949]	[136539900]
686_70	chr19	16185138	16185538	+	1000	399.0	[12.777884]	[92]	[]	[]	[16185294]	[]
686_700	chr20	18288038	18288438	+	1000	163.0	[7.0178514, 7.1053114]	[113, 136]	[6.703123]	[76]	[18288232, 18288255]	[18288195]
686_7000	chr1	8822755	8823155	+	1000	39.0	[]	[]	[9.550997, 16.017126]	[74, 109]	[]	[8822927, 8822962]
686_7001	chr1	15106630	15107030	+	554	39.0	[]	[]	[13.115062]	[123]	[]	[15106809]
686_7004	chr1	39398643	39399043	+	1000	39.0	[]	[]	[9.441459]	[179]	[]	[39398853]
686_7008	chr1	110872875	110873275	+	1000	39.0	[]	[]	[13.15916, 9.054054]	[114, 137]	[]	[110873069, 110873092]
686_701	chr5	49435	49835	+	1000	163.0	[]	[]	[12.777884, 12.777884]	[129, 174]	[]	[49617, 49662]
686_7010	chr1	150235909	150236309	+	1000	39.0	[]	[]	[8.224974]	[104]	[]	[150236079]
686_7012	chr1	160606984	160607384	+	1000	39.0	[]	[]	[7.680637]	[216]	[]	[160607229]
686_7013	chr1	160837494	160837894	+	1000	39.0	[]	[]	[9.919916, 16.017126]	[133, 163]	[]	[160837699, 160837729]
686_7015	chr1	184786704	184787104	+	929	39.0	[]	[]	[10.6445]	[97]	[]	[184786877]
686_7016	chr1	203796183	203796583	+	937	39.0	[]	[]	[9.351434]	[189]	[]	[203796431]
686_7017	chr1	205267329	205267729	+	1000	39.0	[]	[]	[12.800334]	[100]	[]	[205267520]
686_7019	chr10	24912210	24912610	+	1000	39.0	[]	[]	[10.6445, 13.115062]	[143, 173]	[]	[24912384, 24912414]
686_702	chr5	154445670	154446070	+	1000	163.0	[13.502466]	[128]	[]	[]	[154445843]	[]
686_7020	chr10	32958286	32958686	+	861	39.0	[16.017126]	[84]	[]	[]	[32958464]	[]
686_7024	chr10	92830873	92831273	+	1000	39.0	[12.800334, 12.712791]	[84, 146]	[9.473548]	[75]	[92831050, 92831112]	[92831041]
686_7025	chr11	65500451	65500851	+	1000	39.0	[9.449611]	[135]	[]	[]	[65500619]	[]
686_7027	chr11	67239824	67240224	+	1000	39.0	[]	[]	[7.265795, 6.779136]	[110, 142]	[]	[67239997, 67240029]
686_7028	chr11	69962193	69962593	+	946	39.0	[]	[]	[10.6445]	[158]	[]	[69962415]
686_7029	chr11	73377078	73377478	+	856	39.0	[7.2679267]	[239]	[]	[]	[73377323]	[]
686_703	chr1	26169743	26170143	+	1000	162.5	[12.777884]	[85]	[]	[]	[26169915]	[]
686_7030	chr11	77705472	77705872	+	764	39.0	[10.257094]	[77]	[]	[]	[77705647]	[]
686_7031	chr11	118980249	118980649	+	993	39.0	[]	[]	[8.240355]	[159]	[]	[118980494]
686_7034	chr12	104462892	104463292	+	1000	39.0	[13.115062]	[140]	[]	[]	[104463106]	[]
686_7036	chr12	109093285	109093685	+	1000	39.0	[]	[]	[12.777884]	[117]	[]	[109093496]
686_7037	chr12	116185560	116185960	+	906	39.0	[]	[]	[6.615581]	[127]	[]	[116185776]
686_7038	chr14	58131450	58131850	+	777	39.0	[16.017126, 10.831991]	[85, 127]	[]	[]	[58131608, 58131650]	[]
686_7039	chr14	74493419	74493819	+	1000	39.0	[]	[]	[9.054054]	[70]	[]	[74493576]
686_704	chr1	93345630	93346030	+	1000	162.5	[9.875818]	[130]	[]	[]	[93345851]	[]
686_7040	chr14	76257903	76258303	+	1000	39.0	[12.453062]	[181]	[]	[]	[76258141]	[]
686_7042	chr14	103333829	103334229	+	1000	39.0	[6.591644, 8.52967]	[141, 145]	[]	[]	[103334026, 103334030]	[]
686_7043	chr15	43510332	43510732	+	1000	39.0	[10.82986]	[66]	[]	[]	[43510492]	[]
686_7046	chr15	66386516	66386916	+	1000	39.0	[10.82986]	[209]	[]	[]	[66386742]	[]
686_7047	chr15	79004393	79004793	+	736	39.0	[12.800334]	[116]	[]	[]	[79004598]	[]
686_7050	chr16	10737074	10737474	+	949	39.0	[]	[]	[16.017126]	[130]	[]	[10737276]
686_7055	chr16	79997265	79997665	+	827	39.0	[13.115062]	[128]	[]	[]	[79997467]	[]
686_7056	chr16	84618421	84618821	+	1000	39.0	[]	[]	[6.8592234]	[102]	[]	[84618592]
686_7058	chr17	4101075	4101475	+	1000	39.0	[8.7393265]	[167]	[]	[]	[4101246]	[]
686_7059	chr17	7035572	7035972	+	1000	39.0	[]	[]	[8.651784]	[136]	[]	[7035802]
686_706	chr2	130371781	130372181	+	1000	162.5	[]	[]	[11.964272, 9.919916]	[71, 90]	[]	[130371948, 130371967]
686_7060	chr17	75404209	75404609	+	853	39.0	[]	[]	[7.534257]	[159]	[]	[75404417]
686_7064	chr19	8417966	8418366	+	1000	39.0	[]	[]	[7.265795]	[81]	[]	[8418137]
686_7066	chr19	10835827	10836227	+	1000	39.0	[]	[]	[6.6749873, 6.5834923]	[107, 165]	[]	[10836003, 10836061]
686_7068	chr19	38557382	38557782	+	841	39.0	[7.431055]	[209]	[]	[]	[38557557]	[]
686_707	chr2	135741442	135741842	+	1000	162.5	[]	[]	[16.017126]	[86]	[]	[135741625]
686_7072	chr19	49677321	49677721	+	1000	39.0	[]	[]	[8.716876]	[150]	[]	[49677563]
686_7074	chr2	41840768	41841168	+	917	39.0	[]	[]	[6.705439]	[85]	[]	[41840932]
686_7076	chr2	172098494	172098894	+	886	39.0	[]	[]	[7.4027147]	[137]	[]	[172098698]
686_7077	chr2	175704463	175704863	+	1000	39.0	[]	[]	[7.382767]	[109]	[]	[175704660]
