#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_1000	chr10	73246885	73247285	+	1000	67.5	[8.786449, 10.0477295, 8.836867]	[59, 63, 140]	[7.797938]	[76]	[73247042, 73247046, 73247123]	[73247059]
293_771	chr1	154183006	154183406	+	1000	74.0	[9.2401705, 8.061124]	[166, 194]	[]	[]	[154183205, 154183233]	[]
293_7715	chr6	159727595	159727995	+	545	33.5	[]	[]	[7.1055546]	[109]	[]	[159727788]
293_7723	chr7	149742284	149742684	+	575	33.5	[7.662525]	[132]	[]	[]	[149742440]	[]
293_7726	chr7	151232200	151232600	+	731	33.5	[]	[]	[7.5088573]	[130]	[]	[151232424]
293_7727	chr8	10777010	10777410	+	683	33.5	[8.786449]	[135]	[]	[]	[10777177]	[]
293_7730	chr8	109334079	109334479	+	681	33.5	[10.534392]	[220]	[]	[]	[109334315]	[]
293_7734	chr9	34376928	34377328	+	625	33.5	[7.1055546]	[162]	[10.534392]	[197]	[34377143]	[34377178]
293_7738	chr9	131502729	131503129	+	731	33.5	[]	[]	[7.846622]	[142]	[]	[131502963]
293_7740	chr9	137423044	137423444	+	635	33.5	[]	[]	[10.534392, 6.7998433, 10.534392, 6.7998433]	[79, 84, 130, 152]	[]	[137423219, 137423224, 137423270, 137423292]
293_7748	chr1	1778722	1779122	+	556	33.0	[10.534392]	[141]	[7.2592225, 7.643828]	[113, 181]	[1778917]	[1778889, 1778957]
293_775	chr19	18373816	18374216	+	1000	74.0	[]	[]	[8.956747, 10.0477295, 8.786449, 12.265705]	[87, 92, 96, 139]	[]	[18373983, 18373988, 18373992, 18374035]
293_7751	chr1	15951593	15951993	+	659	33.0	[]	[]	[7.5940995, 10.823473]	[151, 167]	[]	[15951789, 15951805]
293_7752	chr1	26060752	26061152	+	739	33.0	[14.252311]	[160]	[]	[]	[26060944]	[]
293_7763	chr1	162497869	162498269	+	709	33.0	[]	[]	[7.5940995]	[122]	[]	[162498062]
293_7765	chr1	182259096	182259496	+	705	33.0	[]	[]	[8.956747]	[87]	[]	[182259273]
293_7776	chr10	70170490	70170890	+	693	33.0	[6.0706253, 6.0706253]	[95, 106]	[7.5940995]	[87]	[70170661, 70170672]	[70170653]
293_7778	chr11	448222	448622	+	694	33.0	[]	[]	[8.956747]	[160]	[]	[448453]
293_7785	chr11	64878790	64879190	+	670	33.0	[14.252311]	[130]	[]	[]	[64878953]	[]
293_7788	chr12	49110388	49110788	+	670	33.0	[7.5940995]	[153]	[]	[]	[49110637]	[]
293_7790	chr12	56636711	56637111	+	547	33.0	[9.495462]	[174]	[]	[]	[56636934]	[]
293_7793	chr12	64452169	64452569	+	541	33.0	[]	[]	[11.779043]	[174]	[]	[64452394]
293_78	chr6	30617092	30617492	+	1000	214.0	[]	[]	[9.495462]	[70]	[]	[30617259]
293_780	chr5	56123748	56124148	+	1000	74.0	[]	[]	[7.5940995]	[149]	[]	[56123984]
293_7801	chr13	90967039	90967439	+	653	33.0	[10.68806]	[134]	[]	[]	[90967267]	[]
293_781	chr5	159263071	159263471	+	1000	74.0	[7.0663056]	[117]	[]	[]	[159263279]	[]
293_7816	chr16	3059229	3059629	+	708	33.0	[6.0706253, 8.786449]	[122, 175]	[8.956747, 10.534392, 7.1055546]	[140, 145, 161]	[3059422, 3059475]	[3059440, 3059445, 3059461]
293_7825	chr17	41500386	41500786	+	693	33.0	[]	[]	[8.057231]	[148]	[]	[41500549]
293_7828	chr17	77881522	77881922	+	559	33.0	[6.7998433]	[118]	[7.5940995]	[99]	[77881726]	[77881707]
293_7833	chr19	1864758	1865158	+	716	33.0	[]	[]	[7.5088573]	[89]	[]	[1864918]
293_7834	chr19	3572390	3572790	+	707	33.0	[]	[]	[10.534392]	[117]	[]	[3572565]
293_784	chr9	131091769	131092169	+	1000	74.0	[7.2199736]	[82]	[]	[]	[131091923]	[]
293_7842	chr19	45952584	45952984	+	598	33.0	[9.792437, 9.495462, 7.5088573]	[91, 126, 154]	[]	[]	[45952758, 45952793, 45952821]	[]
293_7846	chr19	54464633	54465033	+	675	33.0	[12.265705]	[151]	[]	[]	[54464875]	[]
293_785	chr9	131278817	131279217	+	1000	74.0	[14.252311, 8.786449]	[211, 217]	[]	[]	[131279060, 131279066]	[]
293_7850	chr2	108621026	108621426	+	585	33.0	[]	[]	[11.779043, 6.3597064]	[109, 183]	[]	[108621177, 108621251]
293_7857	chr2	200811687	200812087	+	732	33.0	[]	[]	[10.534392, 7.9846697]	[134, 138]	[]	[200811875, 200811879]
293_7868	chr22	19622024	19622424	+	675	33.0	[]	[]	[7.5940995]	[168]	[]	[19622207]
293_7869	chr22	19763980	19764380	+	682	33.0	[12.520998]	[131]	[]	[]	[19764134]	[]
293_7871	chr22	20240695	20241095	+	662	33.0	[]	[]	[14.252311]	[182]	[]	[20240895]
293_7872	chr22	20255960	20256360	+	649	33.0	[]	[]	[6.0706253]	[149]	[]	[20256179]
293_7873	chr22	20714444	20714844	+	718	33.0	[]	[]	[8.786449]	[162]	[]	[20714613]
293_7887	chr3	51983161	51983561	+	650	33.0	[]	[]	[10.534392]	[131]	[]	[51983370]
293_7891	chr4	2591097	2591497	+	592	33.0	[]	[]	[7.0663056, 8.214792, 7.5940995]	[121, 125, 127]	[]	[2591259, 2591263, 2591265]
293_7894	chr4	128809374	128809774	+	678	33.0	[7.5088573, 12.520998]	[162, 176]	[]	[]	[128809598, 128809612]	[]
293_79	chr1	241998536	241998936	+	1000	206.5	[12.520998, 7.9846697, 12.265705]	[98, 100, 106]	[]	[]	[241998733, 241998735, 241998741]	[]
293_7904	chr6	13712079	13712479	+	685	33.0	[]	[]	[8.836867]	[142]	[]	[13712253]
293_791	chr12	68365148	68365548	+	1000	73.5	[12.265705]	[153]	[]	[]	[68365381]	[]
293_7910	chr6	45378034	45378434	+	658	33.0	[]	[]	[7.797938]	[150]	[]	[45378231]
293_792	chr15	41660411	41660811	+	1000	73.5	[8.836867]	[162]	[]	[]	[41660644]	[]
293_7929	chr8	124847777	124848177	+	713	33.0	[8.956747]	[151]	[]	[]	[124847987]	[]
293_7930	chr8	140512046	140512446	+	704	33.0	[]	[]	[8.956747]	[160]	[]	[140512263]
293_7932	chr9	36258321	36258721	+	681	33.0	[12.265705, 9.09216]	[90, 94]	[]	[]	[36258490, 36258494]	[]
293_7933	chr9	37465297	37465697	+	598	33.0	[7.5088573]	[100]	[10.534392]	[153]	[37465469]	[37465522]
293_7937	chr9	136108264	136108664	+	588	33.0	[10.534392]	[97]	[]	[]	[136108451]	[]
293_7943	chr1	1291138	1291538	+	671	32.5	[8.786449]	[124]	[]	[]	[1291358]	[]
293_7947	chr1	31715511	31715911	+	688	32.5	[]	[]	[7.5940995]	[192]	[]	[31715726]
293_7956	chr1	153627114	153627514	+	626	32.5	[]	[]	[7.9705, 12.520998]	[84, 93]	[]	[153627288, 153627297]
293_7959	chr1	201649912	201650312	+	661	32.5	[11.226776]	[127]	[9.792437]	[147]	[201650068]	[201650088]
293_7960	chr1	206685861	206686261	+	624	32.5	[]	[]	[6.3597064, 6.483479, 7.0663056]	[184, 195, 225]	[]	[206686071, 206686082, 206686112]
293_7964	chr10	18651517	18651917	+	555	32.5	[7.5940995, 12.265705]	[87, 126]	[]	[]	[18651689, 18651728]	[]
293_7969	chr10	58268789	58269189	+	650	32.5	[10.534392, 10.534392]	[159, 180]	[]	[]	[58268958, 58268979]	[]
293_7975	chr11	15650067	15650467	+	671	32.5	[]	[]	[12.520998]	[185]	[]	[15650292]
293_7976	chr11	46392509	46392909	+	629	32.5	[6.7998433]	[134]	[]	[]	[46392683]	[]
293_7977	chr11	60841806	60842206	+	684	32.5	[9.495462]	[82]	[]	[]	[60841981]	[]
293_7978	chr11	61332998	61333398	+	604	32.5	[10.534392]	[148]	[]	[]	[61333194]	[]
293_7985	chr11	71928194	71928594	+	690	32.5	[7.591329, 8.786449]	[136, 143]	[]	[]	[71928352, 71928359]	[]
293_7989	chr11	123062750	123063150	+	700	32.5	[]	[]	[12.520998, 8.061124]	[92, 97]	[]	[123062933, 123062938]
293_7991	chr12	50400683	50401083	+	693	32.5	[]	[]	[8.061124, 9.495462]	[113, 166]	[]	[50400848, 50400901]
293_7997	chr13	50124089	50124489	+	601	32.5	[7.5088573]	[161]	[8.956747, 10.534392]	[200, 235]	[50124255]	[50124294, 50124329]
293_8007	chr13	112711639	112712039	+	687	32.5	[12.265705]	[122]	[]	[]	[112711836]	[]
293_8010	chr14	63641562	63641962	+	583	32.5	[8.061124]	[168]	[]	[]	[63641774]	[]
293_8012	chr15	43123012	43123412	+	633	32.5	[10.534392]	[126]	[10.0477295]	[105]	[43123233]	[43123212]
293_8013	chr15	49155541	49155941	+	606	32.5	[7.846622, 7.9846697]	[190, 192]	[]	[]	[49155754, 49155756]	[]
293_8019	chr16	29973527	29973927	+	680	32.5	[6.0706253]	[112]	[7.1055546]	[145]	[29973697]	[29973730]
293_8020	chr16	50025008	50025408	+	625	32.5	[]	[]	[8.956747, 10.534392]	[113, 162]	[]	[50025202, 50025251]
293_8025	chr16	88494676	88495076	+	629	32.5	[]	[]	[9.495462]	[120]	[]	[88494835]
293_8027	chr17	17172460	17172860	+	627	32.5	[12.520998, 7.9846697, 12.520998]	[77, 79, 83]	[12.265705]	[104]	[17172629, 17172631, 17172635]	[17172656]
293_8035	chr17	81387100	81387500	+	638	32.5	[8.956747]	[193]	[]	[]	[81387315]	[]
293_8036	chr17	81683838	81684238	+	645	32.5	[]	[]	[7.5940995, 6.7998433]	[120, 144]	[]	[81684046, 81684070]
293_8037	chr17	83051420	83051820	+	634	32.5	[]	[]	[7.5088573]	[99]	[]	[83051601]
293_8041	chr19	6667152	6667552	+	579	32.5	[6.3204575]	[134]	[12.520998, 7.9846697]	[111, 115]	[6667376]	[6667353, 6667357]
293_8046	chr19	14517954	14518354	+	557	32.5	[7.315276]	[121]	[6.0706253]	[93]	[14518133]	[14518105]
293_8054	chr19	43754596	43754996	+	687	32.5	[7.2592225]	[139]	[]	[]	[43754796]	[]
293_8055	chr19	45640882	45641282	+	620	32.5	[12.265705, 10.534392, 12.265705]	[121, 135, 153]	[]	[]	[45641081, 45641095, 45641113]	[]
293_8058	chr2	65432495	65432895	+	601	32.5	[8.836867, 8.956747, 10.68806]	[112, 131, 148]	[]	[]	[65432669, 65432688, 65432705]	[]
293_8059	chr2	74548758	74549158	+	689	32.5	[11.779043]	[154]	[]	[]	[74548971]	[]
293_806	chr1	26336667	26337067	+	1000	73.0	[7.5940995]	[202]	[]	[]	[26336893]	[]
293_8063	chr2	173075593	173075993	+	664	32.5	[12.265705]	[71]	[]	[]	[173075756]	[]
293_8066	chr2	239265090	239265490	+	686	32.5	[6.483479]	[173]	[]	[]	[239265290]	[]
293_8070	chr20	36436134	36436534	+	703	32.5	[9.495462, 7.0663056]	[207, 221]	[]	[]	[36436363, 36436377]	[]
293_8072	chr20	49046365	49046765	+	647	32.5	[]	[]	[7.846622]	[150]	[]	[49046565]
293_8076	chr21	44012626	44013026	+	548	32.5	[]	[]	[6.7998433]	[198]	[]	[44012853]
293_8082	chr22	19057400	19057800	+	674	32.5	[9.577935]	[184]	[]	[]	[19057619]	[]
293_8085	chr22	19136681	19137081	+	676	32.5	[9.495462, 6.224293]	[207, 218]	[]	[]	[19136899, 19136910]	[]
293_8089	chr22	19506070	19506470	+	681	32.5	[]	[]	[9.495462, 8.956747]	[174, 197]	[]	[19506272, 19506295]
293_8093	chr22	19969063	19969463	+	579	32.5	[6.3204575]	[133]	[]	[]	[19969290]	[]
293_8096	chr22	20230689	20231089	+	626	32.5	[12.520998]	[194]	[]	[]	[20230902]	[]
293_8097	chr22	20245724	20246124	+	681	32.5	[12.520998]	[125]	[]	[]	[20245929]	[]
293_8098	chr22	20307027	20307427	+	553	32.5	[7.782383]	[171]	[]	[]	[20307222]	[]
293_81	chr3	9792640	9793040	+	1000	205.5	[]	[]	[7.5940995]	[98]	[]	[9792830]
293_8118	chr3	12967185	12967585	+	669	32.5	[8.786449]	[96]	[]	[]	[12967381]	[]
293_8122	chr3	126056992	126057392	+	666	32.5	[12.265705]	[98]	[]	[]	[126057175]	[]
293_8124	chr3	158644354	158644754	+	688	32.5	[10.0477295]	[147]	[]	[]	[158644590]	[]
293_8129	chr3	196712052	196712452	+	571	32.5	[6.7998433, 7.1055546]	[209, 213]	[9.09216, 7.5088573]	[223, 227]	[196712282, 196712286]	[196712296, 196712300]
293_813	chr16	11742800	11743200	+	1000	73.0	[10.534392, 12.265705, 10.534392]	[83, 99, 136]	[]	[]	[11742953, 11742969, 11743006]	[]
293_8141	chr5	55176321	55176721	+	689	32.5	[6.7998433, 9.2401705, 7.0663056]	[90, 117, 139]	[]	[]	[55176494, 55176521, 55176543]	[]
293_8142	chr5	56251780	56252180	+	706	32.5	[8.214792]	[157]	[]	[]	[56252003]	[]
293_8144	chr5	132737212	132737612	+	694	32.5	[8.956747, 10.534392]	[153, 176]	[]	[]	[132737426, 132737449]	[]
293_8145	chr5	139765622	139766022	+	613	32.5	[7.9705]	[102]	[]	[]	[139765784]	[]
293_815	chr19	35931308	35931708	+	1000	73.0	[14.252311]	[135]	[]	[]	[35931500]	[]
293_8156	chr6	19804722	19805122	+	631	32.5	[7.5088573]	[160]	[]	[]	[19804973]	[]
293_8169	chr6	109095576	109095976	+	674	32.5	[]	[]	[14.252311, 8.786449]	[122, 131]	[]	[109095739, 109095748]
293_8171	chr6	146891133	146891533	+	607	32.5	[]	[]	[8.797619]	[204]	[]	[146891362]
293_8184	chr7	139360442	139360842	+	600	32.5	[9.495462, 7.9846697]	[164, 166]	[]	[]	[139360677, 139360679]	[]
293_8189	chr7	151010716	151011116	+	625	32.5	[9.052912, 7.9846697]	[137, 139]	[]	[]	[151010887, 151010889]	[]
293_8197	chr9	113572290	113572690	+	640	32.5	[7.846622]	[231]	[7.5940995]	[145]	[113572538]	[113572452]
293_820	chr6	31777080	31777480	+	1000	73.0	[]	[]	[7.1055546]	[113]	[]	[31777293]
293_8200	chr9	124415309	124415709	+	663	32.5	[]	[]	[10.534392]	[132]	[]	[124415513]
293_8201	chr9	129131600	129132000	+	600	32.5	[]	[]	[9.2401705]	[190]	[]	[129131806]
293_8207	chrX	149940396	149940796	+	661	32.5	[]	[]	[9.495462, 9.495462]	[114, 126]	[]	[149940598, 149940610]
293_8210	chr1	25906809	25907209	+	646	32.0	[]	[]	[12.265705]	[170]	[]	[25907048]
293_8213	chr1	44830982	44831382	+	661	32.0	[]	[]	[10.823473]	[155]	[]	[44831165]
293_8214	chr1	47192920	47193320	+	662	32.0	[8.956747]	[182]	[8.836867]	[139]	[47193146]	[47193103]
293_8215	chr1	47228947	47229347	+	615	32.0	[8.786449]	[142]	[]	[]	[47229124]	[]
293_8227	chr1	197200777	197201177	+	652	32.0	[]	[]	[7.1055546]	[134]	[]	[197200989]
293_8233	chr10	30359611	30360011	+	652	32.0	[14.252311]	[86]	[]	[]	[30359768]	[]
293_8251	chr12	49342209	49342609	+	612	32.0	[]	[]	[10.534392, 7.9705, 6.7998433]	[57, 62, 93]	[]	[49342365, 49342370, 49342401]
293_8256	chr12	123233465	123233865	+	623	32.0	[]	[]	[12.520998]	[125]	[]	[123233683]
293_826	chrX	47650849	47651249	+	1000	73.0	[]	[]	[9.2401705, 10.68806]	[99, 115]	[]	[47651045, 47651061]
293_8277	chr15	57951181	57951581	+	681	32.0	[]	[]	[9.495462]	[159]	[]	[57951430]
293_8279	chr15	64893786	64894186	+	640	32.0	[]	[]	[12.520998]	[192]	[]	[64893982]
293_8280	chr15	78507122	78507522	+	620	32.0	[]	[]	[12.520998]	[135]	[]	[78507304]
293_8285	chr16	2980474	2980874	+	568	32.0	[7.782383]	[201]	[]	[]	[2980710]	[]
293_8293	chr16	75647695	75648095	+	576	32.0	[9.09216]	[207]	[]	[]	[75647921]	[]
293_8299	chr17	42699059	42699459	+	634	32.0	[]	[]	[7.2592225]	[140]	[]	[42699299]
293_830	chr1	228513169	228513569	+	1000	72.5	[6.149097]	[113]	[9.052912]	[170]	[228513363]	[228513420]
293_8300	chr17	44198310	44198710	+	665	32.0	[8.753508, 6.0706253]	[112, 119]	[14.252311]	[81]	[44198512, 44198519]	[44198481]
293_8301	chr17	48107404	48107804	+	600	32.0	[8.786449]	[81]	[]	[]	[48107559]	[]
293_8308	chr19	11767031	11767431	+	636	32.0	[]	[]	[7.5940995]	[131]	[]	[11767262]
293_831	chr10	71531519	71531919	+	1000	72.5	[9.577935]	[118]	[]	[]	[71531718]	[]
293_8314	chr2	24009818	24010218	+	568	32.0	[8.956747]	[189]	[]	[]	[24010040]	[]
293_8316	chr2	33599355	33599755	+	668	32.0	[]	[]	[7.797938]	[119]	[]	[33599549]
293_8327	chr20	23136884	23137284	+	585	32.0	[]	[]	[8.797619, 12.265705]	[127, 142]	[]	[23137064, 23137079]
293_8329	chr20	36774080	36774480	+	578	32.0	[6.224293, 10.68806]	[85, 124]	[]	[]	[36774263, 36774302]	[]
293_833	chr2	144582610	144583010	+	1000	72.5	[]	[]	[14.252311]	[98]	[]	[144582805]
293_8343	chr22	19848766	19849166	+	662	32.0	[7.5940995]	[126]	[]	[]	[19848952]	[]
293_8345	chr22	19973218	19973618	+	600	32.0	[]	[]	[6.7998433]	[149]	[]	[19973389]
293_8353	chr22	20824287	20824687	+	655	32.0	[6.3204575]	[125]	[]	[]	[20824464]	[]
293_8355	chr22	20974425	20974825	+	643	32.0	[]	[]	[9.052912]	[219]	[]	[20974647]
293_8356	chr22	21438002	21438402	+	670	32.0	[6.0706253]	[106]	[8.797619]	[128]	[21438207]	[21438229]
293_8360	chr3	9862429	9862829	+	543	32.0	[]	[]	[7.2199736]	[133]	[]	[9862635]
293_8367	chr4	4289979	4290379	+	639	32.0	[12.265705, 6.253357]	[115, 120]	[]	[]	[4290184, 4290189]	[]
293_8368	chr4	4541860	4542260	+	670	32.0	[7.5940995]	[175]	[]	[]	[4542058]	[]
293_8369	chr4	8199034	8199434	+	602	32.0	[]	[]	[7.5088573, 7.5940995]	[136, 163]	[]	[8199237, 8199264]
293_837	chr4	76148265	76148665	+	1000	72.5	[]	[]	[9.2401705]	[196]	[]	[76148515]
293_8372	chr4	173334282	173334682	+	651	32.0	[7.5940995, 10.534392, 7.5940995]	[97, 149, 193]	[]	[]	[173334435, 173334487, 173334531]	[]
293_8374	chr5	43039570	43039970	+	658	32.0	[8.057231]	[57]	[]	[]	[43039723]	[]
293_8379	chr5	140647488	140647888	+	658	32.0	[]	[]	[10.534392]	[188]	[]	[140647686]
293_8380	chr5	140710928	140711328	+	626	32.0	[]	[]	[9.792437]	[171]	[]	[140711158]
293_8382	chr5	151252958	151253358	+	589	32.0	[7.5088573, 10.0477295]	[149, 159]	[]	[]	[151253193, 151253203]	[]
293_8397	chr7	45768879	45769279	+	625	32.0	[]	[]	[6.149097]	[155]	[]	[45769121]
293_8411	chr8	67064132	67064532	+	590	32.0	[]	[]	[10.534392, 7.5088573]	[165, 219]	[]	[67064317, 67064371]
293_8414	chr9	97741117	97741517	+	637	32.0	[10.534392, 7.5088573]	[169, 179]	[]	[]	[97741298, 97741308]	[]
293_8415	chr9	109119681	109120081	+	601	32.0	[7.5940995]	[192]	[]	[]	[109119924]	[]
293_842	chr1	32703016	32703416	+	1000	72.0	[14.252311]	[151]	[10.534392]	[113]	[32703251]	[32703213]
293_8427	chr1	16443873	16444273	+	641	31.5	[]	[]	[8.786449]	[94]	[]	[16444052]
293_843	chr1	151281382	151281782	+	1000	72.0	[12.265705]	[186]	[]	[]	[151281587]	[]
293_8432	chr1	45490967	45491367	+	594	31.5	[12.265705]	[168]	[10.534392]	[150]	[45491217]	[45491199]
293_8439	chr1	181187369	181187769	+	595	31.5	[11.226776]	[110]	[]	[]	[181187578]	[]
293_8441	chr1	226121424	226121824	+	605	31.5	[10.534392]	[112]	[]	[]	[226121587]	[]
293_845	chr1	182236215	182236615	+	1000	72.0	[14.252311]	[126]	[]	[]	[182236436]	[]
293_8450	chr10	68406316	68406716	+	582	31.5	[12.265705]	[182]	[7.1046667]	[104]	[68406552]	[68406474]
293_8451	chr10	75295074	75295474	+	621	31.5	[6.3204575, 7.0663056]	[183, 201]	[]	[]	[75295279, 75295297]	[]
293_846	chr12	106301795	106302195	+	1000	72.0	[]	[]	[10.7842245, 6.763009]	[73, 136]	[]	[106301959, 106302022]
293_8460	chr11	82901448	82901848	+	631	31.5	[9.495462]	[123]	[]	[]	[82901648]	[]
293_8463	chr12	6970599	6970999	+	562	31.5	[7.0663056]	[75]	[]	[]	[6970756]	[]
293_8479	chr14	68795925	68796325	+	616	31.5	[]	[]	[8.956747]	[158]	[]	[68796174]
293_8481	chr15	90716881	90717281	+	591	31.5	[7.5940995]	[146]	[]	[]	[90717073]	[]
293_8488	chr16	89686458	89686858	+	622	31.5	[]	[]	[6.0706253]	[214]	[]	[89686691]
293_8491	chr17	7306950	7307350	+	592	31.5	[]	[]	[8.057231, 6.766902]	[106, 111]	[]	[7307144, 7307149]
293_8497	chr17	37359530	37359930	+	601	31.5	[]	[]	[9.09216]	[102]	[]	[37359716]
293_850	chr2	119759348	119759748	+	1000	72.0	[]	[]	[10.534392]	[113]	[]	[119759557]
293_8501	chr17	73192848	73193248	+	605	31.5	[8.786449]	[167]	[7.0663056, 9.2401705]	[100, 114]	[73193086]	[73193019, 73193033]
293_8503	chr18	35377048	35377448	+	582	31.5	[7.846622]	[149]	[]	[]	[35377214]	[]
293_8506	chr19	1491117	1491517	+	545	31.5	[]	[]	[9.495462]	[156]	[]	[1491358]
293_8508	chr19	36014178	36014578	+	580	31.5	[7.1055546]	[154]	[12.265705, 10.534392]	[219, 225]	[36014335]	[36014400, 36014406]
293_8509	chr19	38336579	38336979	+	614	31.5	[]	[]	[8.956747]	[171]	[]	[38336784]
293_8516	chr2	73234279	73234679	+	560	31.5	[6.7998433]	[139]	[]	[]	[73234494]	[]
293_8518	chr2	130355994	130356394	+	619	31.5	[]	[]	[8.956747]	[76]	[]	[130356169]
293_853	chr22	20080812	20081212	+	1000	72.0	[]	[]	[10.68806]	[159]	[]	[20081059]
293_8530	chr22	19388680	19389080	+	598	31.5	[]	[]	[10.68806]	[144]	[]	[19388840]
293_8532	chr22	19932853	19933253	+	635	31.5	[7.5940995]	[207]	[]	[]	[19933102]	[]
293_8533	chr22	19978689	19979089	+	634	31.5	[9.788544]	[158]	[]	[]	[19978891]	[]
293_8538	chr22	20600162	20600562	+	628	31.5	[]	[]	[7.5940995, 7.846622]	[215, 238]	[]	[20600382, 20600405]
293_8540	chr22	20788483	20788883	+	609	31.5	[6.224293]	[183]	[]	[]	[20788704]	[]
293_8546	chr22	38057025	38057425	+	553	31.5	[]	[]	[10.534392]	[128]	[]	[38057199]
293_8550	chr3	67017168	67017568	+	595	31.5	[9.052912]	[103]	[14.252311]	[175]	[67017323]	[67017395]
293_8551	chr3	131381580	131381980	+	543	31.5	[8.061124]	[82]	[]	[]	[131381751]	[]
293_8556	chr4	25159997	25160397	+	623	31.5	[]	[]	[8.956747]	[150]	[]	[25160232]
293_8559	chr5	141604356	141604756	+	554	31.5	[11.779043]	[149]	[9.09216]	[132]	[141604573]	[141604556]
293_8560	chr5	141879011	141879411	+	605	31.5	[9.792437, 7.5940995]	[173, 189]	[]	[]	[141879229, 141879245]	[]
293_8561	chr6	3258884	3259284	+	604	31.5	[]	[]	[7.5940995]	[105]	[]	[3259081]
293_857	chr5	139341666	139342066	+	1000	72.0	[]	[]	[7.1046667]	[93]	[]	[139341850]
293_8570	chr6	70667588	70667988	+	569	31.5	[8.956747, 8.956747]	[189, 195]	[7.846622]	[214]	[70667780, 70667786]	[70667805]
293_859	chr6	32853864	32854264	+	1000	72.0	[9.052912]	[122]	[10.534392]	[138]	[32854018]	[32854034]
293_8593	chr8	143976864	143977264	+	576	31.5	[10.534392, 7.9705, 7.0663056]	[143, 150, 182]	[]	[]	[143977064, 143977071, 143977103]	[]
293_8594	chr9	34989339	34989739	+	637	31.5	[7.643828]	[120]	[7.801938, 7.5940995, 7.5088573]	[82, 149, 168]	[34989531]	[34989493, 34989560, 34989579]
293_86	chr2	145693105	145693505	+	1000	195.5	[12.520998]	[107]	[]	[]	[145693307]	[]
293_860	chr9	131052975	131053375	+	1000	72.0	[]	[]	[6.3597064]	[173]	[]	[131053221]
293_8604	chrX	118345606	118346006	+	574	31.5	[8.057231]	[212]	[]	[]	[118345837]	[]
293_8606	chr1	9901631	9902031	+	565	31.0	[10.534392]	[103]	[7.2592225]	[141]	[9901801]	[9901839]
293_8615	chr1	182589064	182589464	+	585	31.0	[]	[]	[7.5088573, 7.5940995]	[134, 158]	[]	[182589269, 182589293]
293_862	chr9	131273177	131273577	+	1000	72.0	[8.956747]	[92]	[]	[]	[131273329]	[]
293_8620	chr1	206557316	206557716	+	556	31.0	[]	[]	[8.956747]	[136]	[]	[206557489]
293_8624	chr10	45465127	45465527	+	610	31.0	[7.846622]	[213]	[]	[]	[45465347]	[]
293_8625	chr11	3422800	3423200	+	558	31.0	[7.5940995]	[119]	[10.534392, 6.0706253, 10.534392, 7.591329]	[105, 142, 153, 158]	[3422985]	[3422971, 3423008, 3423019, 3423024]
293_863	chr1	2212604	2213004	+	1000	71.5	[7.5940995, 7.5940995]	[135, 155]	[8.956747, 14.252311]	[99, 186]	[2212798, 2212818]	[2212762, 2212849]
293_8630	chr11	94493865	94494265	+	586	31.0	[]	[]	[7.9846697, 10.0477295]	[179, 181]	[]	[94494108, 94494110]
293_8631	chr12	6689404	6689804	+	586	31.0	[]	[]	[10.68806]	[115]	[]	[6689567]
293_8634	chr12	126869680	126870080	+	593	31.0	[]	[]	[8.214792]	[117]	[]	[126869835]
293_8644	chr13	109707378	109707778	+	567	31.0	[]	[]	[8.214792]	[201]	[]	[109707604]
293_8647	chr14	61694947	61695347	+	559	31.0	[7.9705]	[212]	[]	[]	[61695195]	[]
293_8648	chr15	45402190	45402590	+	606	31.0	[]	[]	[10.0477295]	[132]	[]	[45402382]
293_8651	chr16	1827064	1827464	+	602	31.0	[]	[]	[10.68806]	[132]	[]	[1827270]
293_8654	chr16	29863322	29863722	+	611	31.0	[10.534392]	[120]	[]	[]	[29863526]	[]
293_8657	chr16	67660067	67660467	+	604	31.0	[11.226776, 6.0706253]	[131, 179]	[10.534392]	[214]	[67660229, 67660277]	[67660312]
293_8661	chr17	1400068	1400468	+	548	31.0	[]	[]	[8.061124]	[150]	[]	[1400293]
293_8662	chr17	32007081	32007481	+	590	31.0	[7.9705, 7.5088573]	[109, 155]	[]	[]	[32007245, 32007291]	[]
293_8663	chr17	32876585	32876985	+	568	31.0	[7.5088573]	[114]	[]	[]	[32876766]	[]
293_8669	chr18	9914665	9915065	+	563	31.0	[]	[]	[7.2199736]	[142]	[]	[9914864]
293_8671	chr19	1512863	1513263	+	564	31.0	[]	[]	[10.534392, 12.520998]	[129, 134]	[]	[1513044, 1513049]
293_8677	chr19	50050760	50051160	+	600	31.0	[]	[]	[9.495462]	[213]	[]	[50051004]
293_868	chr10	75209897	75210297	+	1000	71.5	[]	[]	[12.520998]	[116]	[]	[75210112]
293_8680	chr19	53103157	53103557	+	592	31.0	[]	[]	[10.823473]	[112]	[]	[53103320]
293_8681	chr2	85539726	85540126	+	605	31.0	[]	[]	[12.520998]	[150]	[]	[85539884]
293_8683	chr2	135741682	135742082	+	609	31.0	[]	[]	[7.5088573]	[176]	[]	[135741864]
