#PeakID(python scan_motif.py ./ENCODE_processed_files/KLF1_idr.fa KLF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
293_692	chr3	171446851	171447251	+	1000	77.5	[]	[]	[12.265705]	[147]	[]	[171447048]
293_6920	chr22	20582872	20583272	+	848	35.0	[12.520998, 8.786449]	[112, 138]	[10.823473, 7.5940995]	[76, 130]	[20583064, 20583090]	[20583028, 20583082]
293_6923	chr22	20935175	20935575	+	801	35.0	[12.265705]	[137]	[]	[]	[20935401]	[]
293_6924	chr22	20939885	20940285	+	540	35.0	[12.265705]	[147]	[]	[]	[20940078]	[]
293_693	chr4	82891039	82891439	+	1000	77.5	[12.265705, 10.534392, 9.09216]	[180, 219, 223]	[]	[]	[82891223, 82891262, 82891266]	[]
293_6931	chr22	22004769	22005169	+	821	35.0	[]	[]	[7.801938]	[98]	[]	[22004937]
293_6933	chr22	22203622	22204022	+	839	35.0	[]	[]	[12.265705]	[94]	[]	[22203779]
293_6936	chr22	22998965	22999365	+	815	35.0	[]	[]	[7.5940995]	[163]	[]	[22999212]
293_6939	chr3	53269947	53270347	+	802	35.0	[6.313181]	[145]	[]	[]	[53270133]	[]
293_694	chr7	99408690	99409090	+	1000	77.5	[]	[]	[10.534392]	[176]	[]	[99408910]
293_6942	chr3	156554950	156555350	+	663	35.0	[7.5088573]	[141]	[]	[]	[156555154]	[]
293_6943	chr3	158642124	158642524	+	847	35.0	[9.788544]	[101]	[]	[]	[158642316]	[]
293_6944	chr3	169764761	169765161	+	653	35.0	[9.2401705]	[191]	[]	[]	[169764991]	[]
293_6947	chr4	6909288	6909688	+	815	35.0	[8.956747]	[74]	[9.495462]	[110]	[6909454]	[6909490]
293_6948	chr4	52712251	52712651	+	761	35.0	[10.534392]	[104]	[]	[]	[52712453]	[]
293_6949	chr5	69234569	69234969	+	831	35.0	[]	[]	[12.520998]	[134]	[]	[69234789]
293_695	chr9	131076363	131076763	+	1000	77.5	[10.0477295, 9.495462]	[157, 223]	[]	[]	[131076542, 131076608]	[]
293_6951	chr5	97183500	97183900	+	845	35.0	[8.836867]	[106]	[12.265705]	[150]	[97183694]	[97183738]
293_6952	chr5	126971514	126971914	+	804	35.0	[]	[]	[11.226776]	[121]	[]	[126971735]
293_6954	chr5	138488453	138488853	+	718	35.0	[]	[]	[7.5940995, 9.788544]	[119, 143]	[]	[138488636, 138488660]
293_6956	chr5	173056004	173056404	+	728	35.0	[7.5088573, 8.061124]	[132, 163]	[]	[]	[173056175, 173056206]	[]
293_6958	chr6	11143742	11144142	+	765	35.0	[12.520998]	[171]	[]	[]	[11143958]	[]
293_6962	chr6	34671784	34672184	+	832	35.0	[12.520998]	[216]	[]	[]	[34672027]	[]
293_6966	chr6	42894021	42894421	+	661	35.0	[]	[]	[7.782383]	[152]	[]	[42894253]
293_6969	chr6	83867509	83867909	+	848	35.0	[]	[]	[7.5940995]	[238]	[]	[83867753]
293_6970	chr6	84763356	84763756	+	846	35.0	[10.534392]	[101]	[]	[]	[84763532]	[]
293_6971	chr6	138981467	138981867	+	712	35.0	[]	[]	[14.252311]	[127]	[]	[138981646]
293_6972	chr6	145735363	145735763	+	548	35.0	[]	[]	[7.643828]	[161]	[]	[145735590]
293_6974	chr6	149473248	149473648	+	725	35.0	[7.591329]	[124]	[9.577935]	[146]	[149473466]	[149473488]
293_6977	chr7	76359235	76359635	+	828	35.0	[]	[]	[6.253357, 6.253357]	[86, 87]	[]	[76359411, 76359412]
293_698	chr11	83157635	83158035	+	1000	77.0	[]	[]	[10.68806, 9.495462]	[123, 141]	[]	[83157813, 83157831]
293_6980	chr7	100801928	100802328	+	811	35.0	[7.5940995]	[134]	[]	[]	[100802099]	[]
293_6984	chr7	138350221	138350621	+	686	35.0	[6.3204575]	[134]	[]	[]	[138350438]	[]
293_6985	chr7	148983669	148984069	+	850	35.0	[10.68806]	[138]	[9.052912]	[182]	[148983825]	[148983869]
293_6986	chr8	1701251	1701651	+	849	35.0	[]	[]	[7.5088573]	[107]	[]	[1701407]
293_6987	chr8	38030657	38031057	+	659	35.0	[7.5940995]	[197]	[]	[]	[38030900]	[]
293_6988	chr8	74350301	74350701	+	745	35.0	[7.1055546]	[158]	[]	[]	[74350493]	[]
293_6989	chr8	91070004	91070404	+	785	35.0	[10.534392]	[79]	[]	[]	[91070166]	[]
293_699	chr19	44913887	44914287	+	1000	77.0	[14.252311]	[104]	[]	[]	[44914082]	[]
293_6990	chr9	38069639	38070039	+	807	35.0	[]	[]	[7.5940995]	[143]	[]	[38069859]
293_6993	chr9	116156773	116157173	+	795	35.0	[]	[]	[7.591329]	[121]	[]	[116156984]
293_6994	chr9	126985711	126986111	+	801	35.0	[]	[]	[9.792437]	[155]	[]	[126985959]
293_6995	chr9	128127821	128128221	+	809	35.0	[6.7998433, 8.057231]	[83, 88]	[]	[]	[128128002, 128128007]	[]
293_6997	chr9	136693778	136694178	+	820	35.0	[9.052912, 6.483479, 10.534392, 7.9705]	[124, 128, 133, 143]	[9.788544]	[190]	[136693929, 136693933, 136693938, 136693948]	[136693995]
293_6998	chrX	154368809	154369209	+	557	35.0	[12.520998]	[128]	[]	[]	[154368988]	[]
293_6999	chr1	1398166	1398566	+	757	34.5	[9.792437]	[104]	[]	[]	[1398362]	[]
293_70	chr1_KI270713v1_random	21795	22195	+	1000	220.5	[6.7998433]	[104]	[]	[]	[21968]	[]
293_700	chr2	26412337	26412737	+	1000	77.0	[7.2199736]	[121]	[]	[]	[26412523]	[]
293_7002	chr1	3678892	3679292	+	620	34.5	[]	[]	[7.5940995]	[141]	[]	[3679113]
293_7005	chr1	16143769	16144169	+	585	34.5	[11.779043]	[108]	[]	[]	[16143974]	[]
293_701	chr22	19447543	19447943	+	1000	77.0	[7.1055546]	[90]	[]	[]	[19447711]	[]
293_7010	chr1	46180220	46180620	+	696	34.5	[]	[]	[7.5940995, 12.520998]	[111, 175]	[]	[46180406, 46180470]
293_7012	chr1	100894694	100895094	+	621	34.5	[8.956747]	[76]	[]	[]	[100894848]	[]
293_7013	chr1	110916843	110917243	+	778	34.5	[]	[]	[14.252311]	[145]	[]	[110917062]
293_7016	chr1	155085377	155085777	+	812	34.5	[]	[]	[7.801938]	[111]	[]	[155085535]
293_7023	chr1	182337964	182338364	+	765	34.5	[]	[]	[7.662525]	[129]	[]	[182338169]
293_7027	chr1	223628154	223628554	+	798	34.5	[9.788544]	[178]	[]	[]	[223628398]	[]
293_7029	chr1	229342908	229343308	+	726	34.5	[7.5088573]	[200]	[]	[]	[229343113]	[]
293_7030	chr1	231422506	231422906	+	722	34.5	[]	[]	[10.823473]	[121]	[]	[231422686]
293_7033	chr10	58269248	58269648	+	799	34.5	[]	[]	[6.7998433]	[158]	[]	[58269477]
293_7039	chr10	79149902	79150302	+	621	34.5	[]	[]	[12.520998, 10.534392]	[61, 88]	[]	[79150062, 79150089]
293_704	chr5	53560714	53561114	+	1000	77.0	[]	[]	[7.591329, 8.797619]	[107, 128]	[]	[53560919, 53560940]
293_7041	chr10	104232120	104232520	+	744	34.5	[7.797938]	[138]	[8.061124]	[80]	[104232353]	[104232295]
293_7042	chr10	125045729	125046129	+	771	34.5	[10.7842245, 12.520998]	[129, 167]	[]	[]	[125045906, 125045944]	[]
293_7043	chr11	18394389	18394789	+	783	34.5	[8.956747]	[108]	[]	[]	[18394541]	[]
293_7044	chr11	34236614	34237014	+	777	34.5	[]	[]	[10.823473]	[179]	[]	[34236845]
293_7045	chr11	61287409	61287809	+	771	34.5	[11.779043]	[156]	[]	[]	[61287604]	[]
293_7046	chr11	64074213	64074613	+	789	34.5	[]	[]	[14.252311]	[107]	[]	[64074411]
293_7048	chr11	67629457	67629857	+	557	34.5	[]	[]	[6.7998433]	[139]	[]	[67629692]
293_705	chr6	36848584	36848984	+	1000	77.0	[7.5088573, 8.956747]	[224, 229]	[]	[]	[36848827, 36848832]	[]
293_7050	chr11	77994757	77995157	+	802	34.5	[]	[]	[9.09216]	[78]	[]	[77994911]
293_7051	chr11	96212387	96212787	+	616	34.5	[7.846622]	[169]	[]	[]	[96212626]	[]
293_7056	chr12	71839544	71839944	+	691	34.5	[]	[]	[9.577935]	[166]	[]	[71839793]
293_7061	chr13	49792614	49793014	+	766	34.5	[7.5940995]	[207]	[]	[]	[49792841]	[]
293_7071	chr15	34224744	34225144	+	796	34.5	[7.5940995]	[189]	[]	[]	[34224940]	[]
293_7072	chr15	40806900	40807300	+	791	34.5	[6.7998433]	[119]	[]	[]	[40807100]	[]
293_7074	chr15	89243825	89244225	+	801	34.5	[]	[]	[7.5940995]	[210]	[]	[89244075]
293_7076	chr16	19718078	19718478	+	708	34.5	[9.09216]	[78]	[]	[]	[19718232]	[]
293_7077	chr16	21525364	21525764	+	723	34.5	[]	[]	[14.252311, 8.956747]	[205, 214]	[]	[21525571, 21525580]
293_7078	chr16	23452610	23453010	+	725	34.5	[]	[]	[6.483479]	[167]	[]	[23452790]
293_708	chr9	131082782	131083182	+	1000	77.0	[]	[]	[7.801938]	[193]	[]	[131083029]
293_7081	chr16	46831068	46831468	+	799	34.5	[7.1055546]	[120]	[10.534392, 7.5088573]	[209, 214]	[46831222]	[46831311, 46831316]
293_7082	chr16	74743605	74744005	+	756	34.5	[14.252311, 7.315276]	[155, 201]	[]	[]	[74743795, 74743841]	[]
293_7083	chr16	81452252	81452652	+	763	34.5	[]	[]	[10.68806]	[206]	[]	[81452465]
293_7084	chr16	81752354	81752754	+	824	34.5	[6.483479]	[64]	[]	[]	[81752506]	[]
293_7085	chr16	88634462	88634862	+	711	34.5	[10.534392]	[110]	[9.792437]	[144]	[88634670]	[88634704]
293_7087	chr16	89167180	89167580	+	683	34.5	[6.253357]	[116]	[7.846622]	[88]	[89167377]	[89167349]
293_709	chr9	131099015	131099415	+	1000	77.0	[7.5088573]	[104]	[10.68806]	[90]	[131099219]	[131099205]
293_7091	chr17	27602870	27603270	+	796	34.5	[]	[]	[7.2199736]	[160]	[]	[27603058]
293_7097	chr17	41678623	41679023	+	762	34.5	[7.5940995]	[158]	[]	[]	[41678784]	[]
293_7098	chr17	59565255	59565655	+	659	34.5	[]	[]	[7.9846697, 9.495462]	[231, 233]	[]	[59565487, 59565489]
293_7099	chr17	75855446	75855846	+	802	34.5	[12.520998, 6.0706253]	[155, 160]	[]	[]	[75855641, 75855646]	[]
293_71	chr22	19479115	19479515	+	1000	220.0	[7.1046667]	[142]	[]	[]	[19479302]	[]
293_710	chr1	1307961	1308361	+	1000	76.5	[7.1055546]	[153]	[6.0706253]	[75]	[1308209]	[1308131]
293_7100	chr17	75979193	75979593	+	561	34.5	[7.0663056, 8.956747]	[177, 182]	[10.68806]	[148]	[75979438, 75979443]	[75979409]
293_7106	chr18	6729513	6729913	+	577	34.5	[]	[]	[7.1055546]	[68]	[]	[6729665]
293_7109	chr19	3177113	3177513	+	590	34.5	[7.5940995]	[140]	[11.779043]	[119]	[3177343]	[3177322]
293_7111	chr19	16659986	16660386	+	678	34.5	[]	[]	[8.956747, 6.483479]	[151, 227]	[]	[16660159, 16660235]
293_7112	chr19	46202999	46203399	+	769	34.5	[]	[]	[12.520998]	[130]	[]	[46203191]
293_7113	chr19	46845992	46846392	+	808	34.5	[12.520998, 7.022195]	[148, 156]	[8.061124]	[123]	[46846212, 46846220]	[46846187]
293_7115	chr19	48993202	48993602	+	714	34.5	[6.253357, 12.265705]	[126, 150]	[10.534392]	[160]	[48993365, 48993389]	[48993399]
293_7117	chr2	10028984	10029384	+	705	34.5	[9.577935, 7.5940995]	[98, 144]	[]	[]	[10029157, 10029203]	[]
293_7119	chr2	28583854	28584254	+	819	34.5	[12.520998]	[139]	[]	[]	[28584084]	[]
293_712	chr10	43408747	43409147	+	1000	76.5	[]	[]	[10.534392]	[65]	[]	[43408902]
293_7121	chr2	54330544	54330944	+	775	34.5	[7.5940995, 10.534392]	[75, 103]	[]	[]	[54330714, 54330742]	[]
293_7125	chr2	112055422	112055822	+	759	34.5	[7.0663056]	[146]	[]	[]	[112055648]	[]
293_7126	chr2	127064727	127065127	+	662	34.5	[6.0706253]	[166]	[]	[]	[127064972]	[]
293_7127	chr2	169479518	169479918	+	773	34.5	[]	[]	[7.5088573, 9.052912]	[102, 141]	[]	[169479683, 169479722]
293_7128	chr2	169733601	169734001	+	726	34.5	[8.836867, 10.534392]	[173, 178]	[8.956747]	[146]	[169733823, 169733828]	[169733796]
293_713	chr11	9364319	9364719	+	1000	76.5	[]	[]	[8.956747]	[188]	[]	[9364565]
293_7132	chr20	37527519	37527919	+	814	34.5	[7.0663056]	[166]	[]	[]	[37527762]	[]
293_7134	chr20	50510103	50510503	+	663	34.5	[]	[]	[7.5088573]	[141]	[]	[50510334]
293_7140	chr22	19572064	19572464	+	642	34.5	[]	[]	[10.7842245]	[139]	[]	[19572244]
293_7143	chr22	19751527	19751927	+	768	34.5	[7.022195]	[186]	[]	[]	[19751720]	[]
293_7144	chr22	19765053	19765453	+	805	34.5	[10.68806, 8.956747]	[162, 186]	[7.5940995]	[125]	[19765253, 19765277]	[19765216]
293_7145	chr22	19842558	19842958	+	803	34.5	[6.483479]	[117]	[]	[]	[19842717]	[]
293_7146	chr22	19880355	19880755	+	780	34.5	[8.786449]	[122]	[]	[]	[19880549]	[]
293_715	chr16	28211949	28212349	+	1000	76.5	[6.0706253, 12.265705, 10.534392]	[56, 69, 84]	[]	[]	[28212102, 28212115, 28212130]	[]
293_7153	chr22	20459277	20459677	+	698	34.5	[]	[]	[10.823473]	[125]	[]	[20459454]
293_7156	chr22	20818315	20818715	+	580	34.5	[]	[]	[8.956747]	[184]	[]	[20818520]
293_7158	chr22	20847828	20848228	+	797	34.5	[]	[]	[10.0477295, 7.022195]	[138, 142]	[]	[20848005, 20848009]
293_7159	chr22	20855841	20856241	+	813	34.5	[]	[]	[7.022195]	[116]	[]	[20856053]
293_7160	chr22	20870597	20870997	+	765	34.5	[]	[]	[6.149097]	[158]	[]	[20870783]
293_7161	chr22	20914004	20914404	+	618	34.5	[6.3204575]	[173]	[12.265705]	[161]	[20914187]	[20914175]
293_7162	chr22	21063417	21063817	+	786	34.5	[7.315276]	[146]	[]	[]	[21063577]	[]
293_7166	chr22	21983533	21983933	+	770	34.5	[]	[]	[6.3204575]	[160]	[]	[21983777]
293_7168	chr22	22151892	22152292	+	772	34.5	[]	[]	[9.052912]	[144]	[]	[22152111]
293_717	chr9	131373554	131373954	+	1000	76.5	[]	[]	[12.265705]	[166]	[]	[131373782]
293_7173	chr22	22635421	22635821	+	619	34.5	[]	[]	[9.788544]	[92]	[]	[22635577]
293_7175	chr3	15269447	15269847	+	788	34.5	[10.823473, 10.823473]	[134, 147]	[7.1046667]	[60]	[15269677, 15269690]	[15269603]
293_7176	chr3	45842054	45842454	+	645	34.5	[]	[]	[6.483479]	[162]	[]	[45842305]
293_7177	chr3	101868815	101869215	+	779	34.5	[10.534392]	[119]	[7.846622]	[161]	[101868975]	[101869017]
293_7178	chr3	150603409	150603809	+	563	34.5	[7.5940995]	[217]	[]	[]	[150603631]	[]
293_7179	chr3	170132280	170132680	+	760	34.5	[]	[]	[12.520998]	[174]	[]	[170132506]
293_718	chr1	42736162	42736562	+	1000	76.0	[]	[]	[6.224293]	[131]	[]	[42736359]
293_7181	chr4	49286787	49287187	+	610	34.5	[7.5940995]	[92]	[8.956747, 8.786449]	[134, 155]	[49286946]	[49286988, 49287009]
293_7182	chr4	55841939	55842339	+	772	34.5	[]	[]	[8.956747]	[186]	[]	[55842172]
293_7183	chr4	88158720	88159120	+	800	34.5	[8.956747]	[95]	[7.5940995, 10.534392, 8.786449, 7.801938]	[64, 136, 142, 147]	[88158915]	[88158884, 88158956, 88158962, 88158967]
293_7185	chr4	173369623	173370023	+	725	34.5	[12.265705, 7.5088573]	[83, 99]	[]	[]	[173369797, 173369813]	[]
293_7187	chr5	850599	850999	+	793	34.5	[10.534392]	[174]	[]	[]	[850792]	[]
293_7188	chr5	21479158	21479558	+	763	34.5	[7.022195]	[127]	[]	[]	[21479356]	[]
293_719	chr1	52366002	52366402	+	1000	76.0	[]	[]	[10.534392]	[169]	[]	[52366243]
293_7190	chr5	81751480	81751880	+	793	34.5	[7.662525, 10.534392]	[119, 138]	[7.782383]	[129]	[81751692, 81751711]	[81751702]
293_7191	chr5	91280524	91280924	+	751	34.5	[6.483479]	[159]	[8.956747]	[176]	[91280718]	[91280735]
293_7192	chr5	96657061	96657461	+	799	34.5	[]	[]	[14.252311, 6.313181]	[104, 125]	[]	[96657245, 96657266]
293_7194	chr5	134411755	134412155	+	829	34.5	[6.7998433]	[211]	[]	[]	[134411977]	[]
293_7195	chr5	139661152	139661552	+	784	34.5	[7.5940995, 10.823473]	[119, 128]	[]	[]	[139661336, 139661345]	[]
293_7197	chr5	149632383	149632783	+	733	34.5	[]	[]	[12.265705]	[73]	[]	[149632536]
293_7200	chr5	180860892	180861292	+	775	34.5	[7.5940995, 7.0663056]	[189, 194]	[8.956747]	[169]	[180861111, 180861116]	[180861091]
293_7208	chr6	27133928	27134328	+	730	34.5	[10.0477295]	[100]	[]	[]	[27134099]	[]
293_7209	chr6	31711239	31711639	+	660	34.5	[10.7842245]	[64]	[8.214792]	[89]	[31711391]	[31711416]
293_7215	chr6	53539556	53539956	+	821	34.5	[14.252311, 7.5940995]	[119, 138]	[]	[]	[53539767, 53539786]	[]
293_7216	chr6	116571132	116571532	+	703	34.5	[]	[]	[7.5940995]	[192]	[]	[116571326]
293_7218	chr6	158849799	158850199	+	552	34.5	[10.823473]	[206]	[]	[]	[158850026]	[]
293_7219	chr7	25856918	25857318	+	788	34.5	[9.2401705]	[167]	[]	[]	[25857142]	[]
293_722	chr6	17962435	17962835	+	1000	76.0	[]	[]	[7.643828]	[152]	[]	[17962613]
293_7220	chr7	25862606	25863006	+	772	34.5	[]	[]	[7.1055546, 7.5940995, 8.061124]	[59, 119, 125]	[]	[25862764, 25862824, 25862830]
293_7221	chr7	65006451	65006851	+	803	34.5	[7.5940995]	[209]	[]	[]	[65006698]	[]
293_7222	chr7	74566717	74567117	+	804	34.5	[12.265705, 7.846622]	[85, 100]	[]	[]	[74566882, 74566897]	[]
293_7223	chr7	116953891	116954291	+	740	34.5	[8.797619]	[136]	[7.5940995]	[148]	[116954094]	[116954106]
293_7224	chr7	128887373	128887773	+	740	34.5	[8.956747, 9.788544, 11.226776, 7.5940995]	[111, 140, 146, 156]	[]	[]	[128887572, 128887601, 128887607, 128887617]	[]
293_7228	chr7	149861392	149861792	+	549	34.5	[7.1055546]	[151]	[]	[]	[149861572]	[]
293_723	chr6	28141556	28141956	+	1000	76.0	[]	[]	[12.265705]	[125]	[]	[28141773]
293_7231	chr8	18084289	18084689	+	791	34.5	[9.052912]	[225]	[]	[]	[18084519]	[]
293_7232	chr8	28889996	28890396	+	785	34.5	[9.495462]	[61]	[]	[]	[28890151]	[]
293_7233	chr8	37591365	37591765	+	692	34.5	[6.1098485]	[146]	[]	[]	[37591609]	[]
293_7235	chr8	48896783	48897183	+	788	34.5	[]	[]	[12.265705, 14.252311, 14.252311]	[154, 166, 178]	[]	[48897004, 48897016, 48897028]
293_7237	chr8	127895732	127896132	+	770	34.5	[]	[]	[14.252311]	[130]	[]	[127895903]
293_724	chr8	56074443	56074843	+	1000	76.0	[]	[]	[12.520998]	[170]	[]	[56074693]
293_7240	chr9	112174576	112174976	+	824	34.5	[10.534392]	[151]	[]	[]	[112174784]	[]
293_7242	chr9	129482792	129483192	+	817	34.5	[]	[]	[10.534392]	[154]	[]	[129483013]
293_7243	chr9	129802947	129803347	+	773	34.5	[]	[]	[10.68806, 8.061124]	[91, 97]	[]	[129803104, 129803110]
293_7244	chr9	131230459	131230859	+	663	34.5	[7.5940995]	[177]	[]	[]	[131230650]	[]
293_7247	chrX	23782955	23783355	+	788	34.5	[]	[]	[6.0706253]	[73]	[]	[23783124]
293_725	chr9	120793165	120793565	+	1000	76.0	[8.956747, 6.0706253]	[80, 95]	[]	[]	[120793320, 120793335]	[]
293_7250	chrX	135344641	135345041	+	589	34.5	[]	[]	[12.265705]	[127]	[]	[135344857]
293_7252	chr1	11882903	11883303	+	783	34.0	[9.788544, 10.68806]	[128, 170]	[]	[]	[11883067, 11883109]	[]
293_7253	chr1	12510505	12510905	+	541	34.0	[]	[]	[6.313181, 7.9846697, 7.846622]	[177, 208, 210]	[]	[12510714, 12510745, 12510747]
293_7258	chr1	24666741	24667141	+	753	34.0	[7.643828, 10.534392]	[90, 154]	[]	[]	[24666904, 24666968]	[]
293_7259	chr1	32311099	32311499	+	658	34.0	[]	[]	[12.265705]	[164]	[]	[32311325]
293_7260	chr1	32716602	32717002	+	760	34.0	[8.956747]	[145]	[10.534392]	[200]	[32716790]	[32716845]
293_7264	chr1	47213374	47213774	+	540	34.0	[8.057231, 8.786449, 12.520998]	[68, 73, 78]	[]	[]	[47213541, 47213546, 47213551]	[]
293_7265	chr1	54503092	54503492	+	727	34.0	[7.022195]	[176]	[]	[]	[54503342]	[]
293_7267	chr1	92852167	92852567	+	776	34.0	[6.0706253]	[109]	[12.265705]	[140]	[92852324]	[92852355]
293_7268	chr1	109090416	109090816	+	747	34.0	[9.2401705]	[131]	[]	[]	[109090585]	[]
293_727	chr9	131097170	131097570	+	1000	76.0	[7.801938]	[165]	[]	[]	[131097373]	[]
293_7270	chr1	110060066	110060466	+	777	34.0	[7.7586894, 9.495462]	[75, 140]	[8.956747]	[120]	[110060227, 110060292]	[110060272]
293_7278	chr1	161132586	161132986	+	752	34.0	[]	[]	[10.68806]	[199]	[]	[161132815]
293_7280	chr1	168342715	168343115	+	668	34.0	[12.520998]	[147]	[]	[]	[168342908]	[]
293_7281	chr1	182292437	182292837	+	732	34.0	[6.3204575]	[125]	[14.252311]	[101]	[182292662]	[182292638]
293_7284	chr1	205227419	205227819	+	767	34.0	[]	[]	[9.495462]	[138]	[]	[205227645]
293_7288	chr1	235113671	235114071	+	736	34.0	[7.5940995, 9.2401705]	[91, 122]	[]	[]	[235113859, 235113890]	[]
293_729	chr1	155609811	155610211	+	1000	75.5	[9.09216, 10.534392]	[87, 136]	[]	[]	[155609984, 155610033]	[]
293_7290	chr10	4826443	4826843	+	739	34.0	[]	[]	[10.534392]	[109]	[]	[4826646]
293_7293	chr10	31031488	31031888	+	676	34.0	[7.9705]	[77]	[]	[]	[31031649]	[]
293_7297	chr11	9384814	9385214	+	683	34.0	[]	[]	[7.643828, 7.643828]	[170, 175]	[]	[9385006, 9385011]
293_7299	chr11	18011072	18011472	+	742	34.0	[]	[]	[12.520998]	[216]	[]	[18011308]
293_730	chr1	206635311	206635711	+	1000	75.5	[8.956747, 7.0663056]	[143, 147]	[8.836867]	[108]	[206635506, 206635510]	[206635471]
293_7301	chr11	48061200	48061600	+	588	34.0	[]	[]	[14.252311]	[207]	[]	[48061427]
293_7303	chr11	94235849	94236249	+	716	34.0	[]	[]	[9.495462]	[102]	[]	[94236002]
293_7304	chr12	6961757	6962157	+	744	34.0	[8.836867]	[159]	[]	[]	[6961963]	[]
293_7305	chr12	56468324	56468724	+	765	34.0	[]	[]	[7.1055546]	[136]	[]	[56468532]
293_7306	chr12	57744502	57744902	+	748	34.0	[8.061124, 8.956747]	[202, 207]	[12.520998, 7.5088573]	[137, 162]	[57744719, 57744724]	[57744654, 57744679]
293_7307	chr12	96489267	96489667	+	737	34.0	[7.591329]	[90]	[]	[]	[96489445]	[]
293_7310	chr12	121748686	121749086	+	608	34.0	[7.643828]	[171]	[]	[]	[121748878]	[]
293_7311	chr12	126953468	126953868	+	714	34.0	[8.214792]	[171]	[]	[]	[126953704]	[]
293_7314	chr13	91286341	91286741	+	714	34.0	[]	[]	[7.315276]	[165]	[]	[91286537]
293_732	chr11	72103320	72103720	+	1000	75.5	[]	[]	[10.534392]	[96]	[]	[72103474]
293_7321	chr13	107948992	107949392	+	769	34.0	[7.315276]	[194]	[]	[]	[107949214]	[]
293_7322	chr14	22982638	22983038	+	685	34.0	[]	[]	[7.5940995]	[108]	[]	[22982831]
293_7323	chr14	55103100	55103500	+	752	34.0	[]	[]	[10.534392]	[103]	[]	[55103286]
293_7324	chr14	91202327	91202727	+	587	34.0	[]	[]	[7.5940995, 14.252311]	[127, 133]	[]	[91202520, 91202526]
293_7325	chr14	105167465	105167865	+	709	34.0	[10.534392, 6.0706253]	[93, 98]	[]	[]	[105167627, 105167632]	[]
293_7327	chr15	28095960	28096360	+	770	34.0	[]	[]	[12.265705, 12.265705, 7.801938]	[119, 156, 174]	[]	[28096128, 28096165, 28096183]
293_7328	chr15	63051327	63051727	+	758	34.0	[]	[]	[7.2592225]	[160]	[]	[63051511]
293_7330	chr15	75347306	75347706	+	755	34.0	[12.520998]	[209]	[]	[]	[75347525]	[]
293_7331	chr15	77620278	77620678	+	732	34.0	[14.252311]	[177]	[]	[]	[77620462]	[]
293_7334	chr16	1782739	1783139	+	747	34.0	[]	[]	[7.1055546]	[164]	[]	[1782913]
293_7338	chr16	88332844	88333244	+	636	34.0	[11.779043]	[170]	[]	[]	[88333023]	[]
293_7339	chr16	89217406	89217806	+	632	34.0	[7.9705]	[135]	[]	[]	[89217577]	[]
293_734	chr17	17206229	17206629	+	1000	75.5	[12.265705, 12.265705, 12.265705]	[104, 136, 175]	[]	[]	[17206401, 17206433, 17206472]	[]
293_7342	chr17	38701999	38702399	+	744	34.0	[9.577935]	[115]	[]	[]	[38702176]	[]
293_7344	chr17	40341106	40341506	+	701	34.0	[]	[]	[10.534392]	[106]	[]	[40341273]
293_7345	chr17	41496759	41497159	+	545	34.0	[]	[]	[9.495462, 8.786449]	[117, 155]	[]	[41496969, 41497007]
293_7346	chr17	45225898	45226298	+	684	34.0	[7.2592225]	[100]	[]	[]	[45226086]	[]
293_735	chr19	12872340	12872740	+	1000	75.5	[]	[]	[9.09216]	[157]	[]	[12872581]
293_7354	chr19	200151	200551	+	762	34.0	[]	[]	[8.956747, 8.956747]	[60, 109]	[]	[200305, 200354]
293_7355	chr19	1542597	1542997	+	760	34.0	[]	[]	[7.801938, 7.0663056]	[178, 184]	[]	[1542789, 1542795]
293_7356	chr19	3249436	3249836	+	784	34.0	[10.534392, 14.252311]	[183, 229]	[]	[]	[3249635, 3249681]	[]
293_7358	chr19	12797692	12798092	+	609	34.0	[7.022195]	[187]	[]	[]	[12797899]	[]
293_7360	chr19	17391004	17391404	+	734	34.0	[10.534392]	[125]	[]	[]	[17391182]	[]
293_7363	chr19	36489044	36489444	+	775	34.0	[7.5940995]	[133]	[]	[]	[36489219]	[]
293_7364	chr19	38975247	38975647	+	561	34.0	[8.061124]	[137]	[]	[]	[38975467]	[]
293_7366	chr19	45076330	45076730	+	779	34.0	[]	[]	[10.534392, 8.956747]	[120, 133]	[]	[45076537, 45076550]
293_7367	chr19	46403900	46404300	+	773	34.0	[]	[]	[12.265705]	[115]	[]	[46404108]
293_7369	chr19	48882019	48882419	+	767	34.0	[]	[]	[7.5940995]	[128]	[]	[48882221]
293_737	chr2	96305415	96305815	+	1000	75.5	[7.9705]	[145]	[10.534392, 9.792437, 9.792437]	[98, 103, 114]	[96305650]	[96305603, 96305608, 96305619]
293_7375	chr2	32357103	32357503	+	735	34.0	[]	[]	[10.534392]	[99]	[]	[32357298]
293_7379	chr2	170822970	170823370	+	761	34.0	[]	[]	[6.0706253]	[155]	[]	[170823144]
293_7380	chr2	178194064	178194464	+	782	34.0	[]	[]	[7.5940995]	[119]	[]	[178194255]
293_7382	chr2	178414584	178414984	+	787	34.0	[]	[]	[14.252311]	[116]	[]	[178414767]
