#PeakID(python identify_motif.py ./ENCODE_processed_files/JUND_idr.fa JUND --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
658_7135	chr7	116630918	116631318	+	1000	149.0	[9.107981]	[73]	[10.535975]	[73]	[116631085]	[116631085]
658_7136	chr7	134201547	134201947	+	1000	149.0	[10.826309]	[88]	[13.223235]	[88]	[134201732]	[134201732]
658_7143	chr1	24365210	24365610	+	1000	148.0	[10.535975, 10.508272]	[100, 118]	[9.107981, 11.437814]	[100, 118]	[24365395, 24365413]	[24365395, 24365413]
658_715	chr1	156114065	156114465	+	1000	408.0	[11.482367, 9.653064]	[69, 121]	[9.653064, 11.482367]	[69, 121]	[156114233, 156114285]	[156114233, 156114285]
658_7152	chr1	161083447	161083847	+	1000	148.0	[10.9372835]	[94]	[8.706673]	[94]	[161083637]	[161083637]
658_7157	chr10	99621172	99621572	+	1000	148.0	[9.445623]	[115]	[10.410505]	[115]	[99621378]	[99621378]
658_7158	chr10	110765423	110765823	+	1000	148.0	[13.200696]	[102]	[12.340323]	[102]	[110765622]	[110765622]
658_7159	chr11	7600304	7600704	+	1000	148.0	[15.887955]	[144]	[14.058652]	[144]	[7600523]	[7600523]
658_717	chr2	46315159	46315559	+	1000	408.0	[9.653064]	[115]	[11.482367]	[115]	[46315364]	[46315364]
658_7173	chr17	75779182	75779582	+	1000	148.0	[12.655612]	[78]	[11.393932, 8.318899]	[78, 130]	[75779352]	[75779352, 75779404]
658_7174	chr17	82876212	82876612	+	1000	148.0	[11.482367]	[115]	[9.653064]	[115]	[82876414]	[82876414]
658_7190	chr3	45545500	45545900	+	1000	148.0	[12.655612, 7.3430686]	[106, 141]	[11.393932]	[106]	[45545704, 45545739]	[45545704]
658_7191	chr3	47017074	47017474	+	1000	148.0	[9.107981]	[72]	[10.535975]	[72]	[47017246]	[47017246]
658_7196	chr3	193782209	193782609	+	1000	148.0	[8.706673]	[101]	[10.9372835]	[101]	[193782407]	[193782407]
658_720	chrX	49079730	49080130	+	1000	408.0	[13.200696]	[102]	[12.340323]	[102]	[49079930]	[49079930]
658_721	chr1	179876213	179876613	+	1000	407.0	[11.371393]	[90]	[14.169626]	[90]	[179876403]	[179876403]
658_7215	chr1	25022824	25023224	+	1000	147.0	[14.169626]	[109]	[11.371393]	[109]	[25023027]	[25023027]
658_7222	chr1	67570415	67570815	+	1000	147.0	[11.393932]	[83]	[12.655612]	[83]	[67570595]	[67570595]
658_7223	chr1	88595343	88595743	+	1000	147.0	[11.371393]	[93]	[14.169626]	[93]	[88595528]	[88595528]
658_7224	chr1	116388144	116388544	+	1000	147.0	[15.887955]	[114]	[14.058652]	[114]	[116388341]	[116388341]
658_7225	chr1	150513256	150513656	+	1000	147.0	[11.371393]	[119]	[14.169626]	[119]	[150513464]	[150513464]
658_7227	chr1	211630153	211630553	+	1000	147.0	[]	[]	[8.791267]	[124]	[]	[211630333]
658_7237	chr11	47515285	47515685	+	1000	147.0	[9.653064]	[107]	[11.482367]	[107]	[47515483]	[47515483]
658_7238	chr11	61890499	61890899	+	1000	147.0	[9.653064]	[90]	[11.482367]	[90]	[61890685]	[61890685]
658_7240	chr11	114400237	114400637	+	1000	147.0	[8.595078]	[114]	[7.0539017]	[114]	[114400425]	[114400425]
658_7250	chr15	80978703	80979103	+	1000	147.0	[13.200696]	[127]	[12.340323]	[127]	[80978922]	[80978922]
658_7264	chr18	58223999	58224399	+	1000	147.0	[11.547925]	[74]	[9.998118]	[74]	[58224168]	[58224168]
658_7273	chr2	86274281	86274681	+	1000	147.0	[15.887955, 10.9372835]	[88, 125]	[14.058652, 8.706673]	[88, 125]	[86274469, 86274506]	[86274469, 86274506]
658_7279	chr3	34012041	34012441	+	1000	147.0	[7.284811, 9.445623]	[69, 125]	[10.410505]	[125]	[34012201, 34012257]	[34012257]
658_728	chr6	34244509	34244909	+	1000	407.0	[8.706673, 13.223235]	[88, 111]	[10.9372835, 10.826309]	[88, 111]	[34244692, 34244715]	[34244692, 34244715]
658_7282	chr3	122974711	122975111	+	1000	147.0	[13.200696]	[91]	[12.340323]	[91]	[122974899]	[122974899]
658_729	chr6	108578534	108578934	+	1000	407.0	[13.223235]	[88]	[10.826309]	[88]	[108578718]	[108578718]
658_7290	chr4	145808308	145808708	+	1000	147.0	[14.169626, 14.058652]	[65, 115]	[11.371393, 15.887955]	[65, 115]	[145808465, 145808515]	[145808465, 145808515]
658_73	chr6	157514988	157515388	+	1000	584.0	[14.058652]	[106]	[15.887955]	[106]	[157515188]	[157515188]
658_7301	chr6	50991024	50991424	+	1000	147.0	[13.200696]	[94]	[12.340323]	[94]	[50991217]	[50991217]
658_7311	chr8	101198477	101198877	+	1000	147.0	[10.835192, 8.680293]	[123, 156]	[8.335119, 10.575411]	[123, 156]	[101198685, 101198718]	[101198685, 101198718]
658_7317	chr1	17208040	17208440	+	1000	146.0	[10.414554]	[113]	[9.441575]	[113]	[17208237]	[17208237]
658_7323	chr10	1110143	1110543	+	1000	146.0	[8.230886, 14.058652, 6.4093504]	[102, 128, 146]	[15.887955, 7.0760703]	[128, 146]	[1110338, 1110364, 1110382]	[1110364, 1110382]
658_7324	chr10	31926768	31927168	+	1000	146.0	[14.058652]	[93]	[15.887955]	[93]	[31926957]	[31926957]
658_7328	chr10	97648991	97649391	+	1000	146.0	[6.60213, 6.3923345, 9.441575]	[74, 118, 138]	[7.3954625, 10.414554]	[118, 138]	[97649158, 97649202, 97649222]	[97649202, 97649222]
658_7329	chr11	62556512	62556912	+	1000	146.0	[13.200696]	[132]	[12.340323]	[132]	[62556732]	[62556732]
658_7331	chr11	112977870	112978270	+	1000	146.0	[14.169626]	[121]	[11.371393]	[121]	[112978079]	[112978079]
658_7333	chr12	70660879	70661279	+	1000	146.0	[9.949216]	[156]	[8.509564]	[156]	[70661121]	[70661121]
658_7336	chr13	46687747	46688147	+	1000	146.0	[12.340323]	[134]	[13.200696]	[134]	[46687980]	[46687980]
658_7338	chr15	64893793	64894193	+	1000	146.0	[11.393932]	[115]	[12.655612]	[115]	[64893997]	[64893997]
658_734	chr2	233350719	233351119	+	1000	406.0	[12.132883, 14.169626]	[95, 107]	[12.128834, 11.371393]	[95, 107]	[233350912, 233350924]	[233350912, 233350924]
658_7343	chr17	41784196	41784596	+	1000	146.0	[9.1401615]	[90]	[8.000293]	[90]	[41784371]	[41784371]
658_7351	chr2	144357921	144358321	+	1000	146.0	[6.4053016, 12.655612]	[86, 104]	[7.080119, 11.393932]	[86, 104]	[144358104, 144358122]	[144358104, 144358122]
658_7353	chr20	5549059	5549459	+	1000	146.0	[12.655612]	[106]	[11.393932]	[106]	[5549256]	[5549256]
658_7355	chr20	48788051	48788451	+	1000	146.0	[14.058652]	[149]	[15.887955]	[149]	[48788283]	[48788283]
658_7356	chr21	38796395	38796795	+	1000	146.0	[14.169626]	[99]	[11.371393]	[99]	[38796586]	[38796586]
658_7358	chr21	42415007	42415407	+	1000	146.0	[11.482367]	[103]	[9.653064]	[103]	[42415209]	[42415209]
658_736	chr9	87792751	87793151	+	1000	406.0	[14.058652, 9.834473]	[89, 96]	[15.887955, 8.053419]	[89, 96]	[87792935, 87792942]	[87792935, 87792942]
658_7360	chr3	177744929	177745329	+	1000	146.0	[14.058652]	[107]	[15.887955]	[107]	[177745135]	[177745135]
658_7361	chr4	74116993	74117393	+	1000	146.0	[12.340323]	[102]	[13.200696]	[102]	[74117193]	[74117193]
658_7364	chr5	104189932	104190332	+	1000	146.0	[11.371393]	[106]	[14.169626]	[106]	[104190138]	[104190138]
658_7371	chr6	166940604	166941004	+	1000	146.0	[10.9372835, 10.535975]	[81, 118]	[8.706673, 9.107981]	[81, 118]	[166940784, 166940821]	[166940784, 166940821]
658_738	chr17	39200024	39200424	+	1000	405.0	[]	[]	[7.5176497]	[77]	[]	[39200199]
658_7384	chr1	160578741	160579141	+	1000	145.0	[14.058652]	[104]	[15.887955]	[104]	[160578939]	[160578939]
658_7387	chr11	5684922	5685322	+	1000	145.0	[8.896491]	[157]	[9.468163]	[157]	[5685161]	[5685161]
658_7390	chr11	94876629	94877029	+	1000	145.0	[12.128834]	[114]	[12.132883]	[114]	[94876841]	[94876841]
658_7392	chr11	113587386	113587786	+	1000	145.0	[11.482367]	[84]	[9.653064]	[84]	[113587569]	[113587569]
658_7396	chr12	47759022	47759422	+	1000	145.0	[9.653064]	[109]	[11.482367]	[109]	[47759225]	[47759225]
658_74	chr6	158040409	158040809	+	1000	583.0	[13.223235]	[77]	[10.826309]	[77]	[158040585]	[158040585]
658_740	chr18	60053685	60054085	+	1000	405.0	[14.058652, 8.706673]	[78, 88]	[15.887955, 10.9372835]	[78, 88]	[60053859, 60053869]	[60053859, 60053869]
658_7407	chr18	22223664	22224064	+	1000	145.0	[10.9372835]	[77]	[8.706673]	[77]	[22223819]	[22223819]
658_7408	chr18	79610998	79611398	+	1000	145.0	[9.653064]	[103]	[11.482367]	[103]	[79611199]	[79611199]
658_741	chr21	21200139	21200539	+	1000	405.0	[15.887955]	[105]	[14.058652]	[105]	[21200340]	[21200340]
658_7416	chr2	151766511	151766911	+	1000	145.0	[9.990892]	[122]	[8.16159]	[122]	[151766723]	[151766723]
658_7418	chr2	179825468	179825868	+	1000	145.0	[13.200696]	[122]	[12.340323]	[122]	[179825682]	[179825682]
658_7428	chr4	154719162	154719562	+	1000	145.0	[15.887955]	[97]	[14.058652]	[97]	[154719355]	[154719355]
658_7429	chr5	135139854	135140254	+	1000	145.0	[15.887955]	[113]	[14.058652]	[113]	[135140060]	[135140060]
658_743	chr1	205284655	205285055	+	1000	404.0	[13.200696, 6.2868404]	[106, 117]	[12.340323, 7.195463]	[106, 117]	[205284859, 205284870]	[205284859, 205284870]
658_7431	chr5	143586038	143586438	+	1000	145.0	[8.16159]	[101]	[9.990892]	[101]	[143586235]	[143586235]
658_7438	chr7	103630321	103630721	+	1000	145.0	[]	[]	[7.6028485]	[135]	[]	[103630551]
658_7442	chr9	128204207	128204607	+	1000	145.0	[8.595078]	[104]	[7.0539017]	[104]	[128204410]	[128204410]
658_7449	chr1	146021047	146021447	+	1000	144.0	[14.169626]	[110]	[11.371393]	[110]	[146021248]	[146021248]
658_745	chr11	35030685	35031085	+	1000	404.0	[8.335119, 13.223235]	[80, 127]	[10.835192, 7.5176497, 10.826309]	[80, 92, 127]	[35030855, 35030902]	[35030855, 35030867, 35030902]
658_7452	chr10	28778488	28778888	+	1000	144.0	[10.109092]	[87]	[7.031363]	[87]	[28778672]	[28778672]
658_7455	chr11	727829	728229	+	1000	144.0	[10.826309]	[92]	[13.223235]	[92]	[728012]	[728012]
658_7457	chr11	34105356	34105756	+	1000	144.0	[8.315582]	[110]	[7.333398]	[110]	[34105545]	[34105545]
658_746	chr2	68849619	68850019	+	1000	404.0	[9.107981]	[145]	[10.535975]	[145]	[68849853]	[68849853]
658_7469	chr15	63372246	63372646	+	1000	144.0	[10.9372835]	[114]	[8.706673]	[114]	[63372439]	[63372439]
658_747	chr21	28992833	28993233	+	1000	404.0	[]	[]	[6.950027]	[94]	[]	[28993027]
658_7470	chr15	67125504	67125904	+	1000	144.0	[7.372508, 11.393932]	[77, 86]	[12.655612]	[86]	[67125676, 67125685]	[67125685]
658_7474	chr16	88238744	88239144	+	1000	144.0	[9.653064]	[149]	[11.482367]	[149]	[88238992]	[88238992]
658_7478	chr17	49926910	49927310	+	1000	144.0	[10.9372835]	[94]	[8.706673]	[94]	[49927097]	[49927097]
658_7486	chr2	71748166	71748566	+	1000	144.0	[11.393932]	[90]	[12.655612]	[90]	[71748343]	[71748343]
658_7487	chr2	120237454	120237854	+	1000	144.0	[12.340323]	[108]	[13.200696]	[108]	[120237657]	[120237657]
658_7489	chr2	235347642	235348042	+	1000	144.0	[14.058652, 10.9372835]	[83, 118]	[15.887955, 8.706673]	[83, 118]	[235347824, 235347859]	[235347824, 235347859]
658_7492	chr22	20021389	20021789	+	1000	144.0	[]	[]	[6.60213]	[149]	[]	[20021624]
658_7503	chr6	33418240	33418640	+	1000	144.0	[]	[]	[7.6741476]	[144]	[]	[33418481]
658_7507	chr6	85078009	85078409	+	1000	144.0	[11.371393]	[111]	[14.169626]	[111]	[85078211]	[85078211]
658_751	chr6	90458348	90458748	+	1000	404.0	[10.338868]	[92]	[8.119912]	[92]	[90458538]	[90458538]
658_7512	chr7	35596068	35596468	+	1000	144.0	[14.058652]	[101]	[15.887955]	[101]	[35596266]	[35596266]
658_7514	chr7	75596780	75597180	+	1000	144.0	[8.883204, 11.393932]	[65, 121]	[6.765775, 12.655612]	[65, 121]	[75596935, 75596991]	[75596935, 75596991]
658_7524	chrX	39755615	39756015	+	1000	144.0	[10.9372835]	[87]	[8.706673]	[87]	[39755794]	[39755794]
658_7529	chr1	34378985	34379385	+	1000	143.0	[13.223235]	[96]	[10.826309]	[96]	[34379179]	[34379179]
658_753	chr7	100802197	100802597	+	1000	404.0	[12.132883]	[99]	[12.128834]	[99]	[100802390]	[100802390]
658_754	chr17	80791960	80792360	+	1000	403.0	[14.169626, 11.393932]	[99, 109]	[11.371393, 12.655612]	[99, 109]	[80792158, 80792168]	[80792158, 80792168]
658_7546	chr10	73999296	73999696	+	1000	143.0	[10.9372835]	[96]	[8.706673]	[96]	[73999480]	[73999480]
658_7547	chr10	118754950	118755350	+	1000	143.0	[9.653064]	[78]	[11.482367]	[78]	[118755128]	[118755128]
658_755	chr3	33911828	33912228	+	1000	403.0	[11.482367]	[98]	[9.653064]	[98]	[33912023]	[33912023]
658_7554	chr11	118919871	118920271	+	1000	143.0	[10.535975]	[127]	[9.107981]	[127]	[118920094]	[118920094]
658_7555	chr11	119368369	119368769	+	1000	143.0	[10.826309]	[136]	[13.223235]	[136]	[119368583]	[119368583]
658_7558	chr12	106976298	106976698	+	1000	143.0	[9.107981]	[113]	[10.535975]	[113]	[106976506]	[106976506]
658_756	chr3	65039682	65040082	+	1000	403.0	[12.340323]	[91]	[13.200696]	[91]	[65039871]	[65039871]
658_7562	chr14	35159911	35160311	+	1000	143.0	[15.887955, 6.5972533]	[75, 108]	[14.058652]	[75]	[35160084, 35160117]	[35160084]
658_7568	chr16	76946863	76947263	+	1000	143.0	[11.393932, 9.441575]	[128, 151]	[12.655612, 10.414554]	[128, 151]	[76947068, 76947091]	[76947068, 76947091]
658_7569	chr16	84994706	84995106	+	1000	143.0	[8.706673, 6.4477377]	[135, 155]	[10.9372835, 7.0977836]	[135, 155]	[84994916, 84994936]	[84994916, 84994936]
658_7571	chr17	5413716	5414116	+	1000	143.0	[13.223235, 13.200696]	[94, 106]	[10.826309, 12.340323]	[94, 106]	[5413903, 5413915]	[5413903, 5413915]
658_758	chr4	86942157	86942557	+	1000	403.0	[14.169626, 9.653064]	[105, 129]	[11.371393, 11.482367]	[105, 129]	[86942356, 86942380]	[86942356, 86942380]
658_7589	chr2	64391421	64391821	+	1000	143.0	[]	[]	[8.364392]	[134]	[]	[64391647]
658_7590	chr2	100013817	100014217	+	1000	143.0	[8.706673]	[99]	[10.9372835]	[99]	[100014015]	[100014015]
658_7591	chr2	161308228	161308628	+	1000	143.0	[9.468163]	[148]	[8.896491]	[148]	[161308473]	[161308473]
658_760	chr1	223772038	223772438	+	1000	402.0	[9.107981]	[107]	[10.535975]	[107]	[223772240]	[223772240]
658_7600	chr3	184176403	184176803	+	1000	143.0	[9.653064]	[96]	[11.482367]	[96]	[184176597]	[184176597]
658_7603	chr4	4659992	4660392	+	1000	143.0	[7.6028485, 9.107981]	[70, 113]	[10.535975]	[113]	[4660157, 4660200]	[4660200]
658_7604	chr4	38266641	38267041	+	1000	143.0	[10.826309]	[97]	[13.223235, 6.650379]	[97, 136]	[38266837]	[38266837, 38266876]
658_7609	chr5	124651997	124652397	+	1000	143.0	[]	[]	[6.349971]	[142]	[]	[124652196]
658_7611	chr5	149561740	149562140	+	1000	143.0	[14.169626, 8.860666]	[121, 131]	[11.371393, 8.279789]	[121, 131]	[149561951, 149561961]	[149561951, 149561961]
658_7613	chr6	3422164	3422564	+	1000	143.0	[11.371393]	[105]	[14.169626]	[105]	[3422356]	[3422356]
658_7617	chr6	32609860	32610260	+	1000	143.0	[15.887955]	[113]	[14.058652]	[113]	[32610068]	[32610068]
658_7634	chrX	124063985	124064385	+	1000	143.0	[15.887955]	[105]	[14.058652]	[105]	[124064187]	[124064187]
658_7635	chrX	131895023	131895423	+	1000	143.0	[9.718622]	[126]	[11.827421]	[126]	[131895249]	[131895249]
658_764	chr18	22465996	22466396	+	1000	402.0	[11.371393]	[104]	[14.169626]	[104]	[22466194]	[22466194]
658_7643	chr1	155983479	155983879	+	1000	142.0	[]	[]	[8.170471]	[136]	[]	[155983703]
658_7650	chr10	3482343	3482743	+	1000	142.0	[10.410505]	[118]	[9.445623]	[118]	[3482546]	[3482546]
658_7654	chr11	86931957	86932357	+	1000	142.0	[6.3540196, 7.788804, 6.3923345]	[77, 80, 142]	[8.072349, 7.3954625]	[80, 142]	[86932122, 86932125, 86932187]	[86932125, 86932187]
658_7655	chr11	118927916	118928316	+	1000	142.0	[14.169626]	[67]	[11.371393]	[67]	[118928074]	[118928074]
658_7660	chr12	54423186	54423586	+	1000	142.0	[9.990892, 9.653064]	[69, 113]	[8.16159, 11.482367]	[69, 113]	[54423345, 54423389]	[54423345, 54423389]
658_7661	chr12	56635922	56636322	+	1000	142.0	[8.16159]	[101]	[9.990892]	[101]	[56636117]	[56636117]
658_7662	chr12	122946779	122947179	+	1000	142.0	[11.393932]	[129]	[9.116862, 12.655612]	[91, 129]	[122947007]	[122946969, 122947007]
658_7663	chr16	84062703	84063103	+	1000	142.0	[9.107981]	[108]	[10.535975]	[108]	[84062903]	[84062903]
658_7664	chr17	2359558	2359958	+	1000	142.0	[15.887955]	[96]	[14.058652, 6.3540196, 6.7168727]	[96, 115, 128]	[2359749]	[2359749, 2359768, 2359781]
658_7665	chr17	4969248	4969648	+	1000	142.0	[9.464114]	[116]	[8.90054]	[116]	[4969457]	[4969457]
658_7666	chr17	38900972	38901372	+	1000	142.0	[6.6319895]	[57]	[]	[]	[38901127]	[]
658_7668	chr17	69013447	69013847	+	1000	142.0	[10.9372835]	[132]	[8.706673]	[132]	[69013654]	[69013654]
658_767	chr13	93290520	93290920	+	1000	401.0	[14.058652]	[91]	[15.887955]	[91]	[93290708]	[93290708]
658_7678	chr2	98560210	98560610	+	1000	142.0	[10.826309]	[116]	[13.223235]	[116]	[98560415]	[98560415]
658_768	chr15	78212587	78212987	+	1000	401.0	[9.653064, 15.887955]	[59, 116]	[11.482367, 14.058652]	[59, 116]	[78212745, 78212802]	[78212745, 78212802]
658_7683	chr20	61521709	61522109	+	1000	142.0	[14.169626]	[116]	[11.371393]	[116]	[61521917]	[61521917]
658_7688	chr3	13420931	13421331	+	1000	142.0	[]	[]	[7.6741476]	[90]	[]	[13421119]
658_769	chr9	69180698	69181098	+	1000	401.0	[11.393932]	[126]	[12.655612]	[126]	[69180917]	[69180917]
658_7690	chr3	36958684	36959084	+	1000	142.0	[7.888152]	[143]	[6.961964]	[143]	[36958921]	[36958921]
658_7695	chr4	121827851	121828251	+	1000	142.0	[9.468163, 12.128834, 10.257568]	[73, 91, 98]	[8.896491, 12.132883, 8.353066]	[73, 91, 98]	[121828012, 121828030, 121828037]	[121828012, 121828030, 121828037]
658_7698	chr5	149632470	149632870	+	1000	142.0	[10.826309]	[127]	[13.223235]	[127]	[149632666]	[149632666]
658_77	chr11	95147441	95147841	+	1000	579.0	[6.231771, 13.200696]	[69, 98]	[6.23582, 12.340323]	[69, 98]	[95147609, 95147638]	[95147609, 95147638]
658_770	chrM	9052	9452	+	1000	401.0	[7.1472135]	[57]	[6.33509]	[57]	[9207]	[9207]
658_7711	chr7	134316886	134317286	+	1000	142.0	[7.5111504]	[111]	[6.4849963]	[111]	[134317096]	[134317096]
658_7715	chr9	129139974	129140374	+	1000	142.0	[8.279789, 10.535975]	[91, 121]	[8.860666, 9.107981]	[91, 121]	[129140152, 129140182]	[129140152, 129140182]
658_772	chr11	59786959	59787359	+	1000	400.0	[11.393932]	[102]	[12.655612]	[102]	[59787155]	[59787155]
658_7722	chr1	153533697	153534097	+	1000	141.0	[7.6827416, 9.718622, 12.340323]	[63, 71, 130]	[8.578454, 11.827421, 13.200696]	[63, 71, 130]	[153533855, 153533863, 153533922]	[153533855, 153533863, 153533922]
658_7729	chr10	22134183	22134583	+	1000	141.0	[10.826309]	[109]	[13.223235]	[109]	[22134390]	[22134390]
658_773	chr11	72321650	72322050	+	1000	400.0	[9.990892, 14.169626]	[104, 116]	[8.16159, 11.371393]	[104, 116]	[72321849, 72321861]	[72321849, 72321861]
658_7737	chr11	67583537	67583937	+	1000	141.0	[10.9372835]	[118]	[8.706673]	[118]	[67583745]	[67583745]
658_7739	chr12	69689096	69689496	+	1000	141.0	[8.16159, 9.107981]	[72, 114]	[9.990892, 10.535975]	[72, 114]	[69689259, 69689301]	[69689259, 69689301]
658_7745	chr14	73725759	73726159	+	1000	141.0	[10.9372835]	[95]	[8.706673]	[95]	[73725950]	[73725950]
658_7750	chr15	75694252	75694652	+	1000	141.0	[10.414554]	[98]	[9.441575]	[98]	[75694440]	[75694440]
658_7751	chr15	80093744	80094144	+	1000	141.0	[12.340323]	[86]	[13.200696]	[86]	[80093928]	[80093928]
658_7752	chr15	80160596	80160996	+	1000	141.0	[9.107981]	[96]	[10.535975]	[96]	[80160777]	[80160777]
658_7753	chr16	1941888	1942288	+	1000	141.0	[8.706673]	[105]	[10.9372835]	[105]	[1942085]	[1942085]
658_776	chr2	189506595	189506995	+	1000	400.0	[13.200696]	[109]	[12.340323]	[109]	[189506800]	[189506800]
658_7760	chr16	88497685	88498085	+	1000	141.0	[9.162701]	[74]	[6.4862795]	[74]	[88497849]	[88497849]
658_7763	chr17	13562064	13562464	+	1000	141.0	[10.826309]	[97]	[13.223235]	[97]	[13562260]	[13562260]
658_7767	chr18	23354668	23355068	+	1000	141.0	[14.169626, 11.547925]	[82, 97]	[11.371393, 9.998118]	[82, 97]	[23354850, 23354865]	[23354850, 23354865]
658_7770	chr19	4575360	4575760	+	1000	141.0	[9.107981]	[103]	[10.535975]	[103]	[4575554]	[4575554]
658_7775	chr2	105179664	105180064	+	1000	141.0	[15.887955]	[72]	[14.058652]	[72]	[105179834]	[105179834]
658_7776	chr2	108637245	108637645	+	1000	141.0	[8.16159]	[128]	[9.990892]	[128]	[108637469]	[108637469]
658_7777	chr2	112541848	112542248	+	1000	141.0	[7.349969]	[103]	[6.2111917]	[103]	[112542048]	[112542048]
658_7778	chr2	144705641	144706041	+	1000	141.0	[10.508272]	[63]	[11.437814]	[63]	[144705802]	[144705802]
658_7780	chr20	35901966	35902366	+	1000	141.0	[10.508272, 7.821013]	[99, 109]	[11.437814, 9.719484]	[99, 109]	[35902163, 35902173]	[35902163, 35902173]
658_7788	chr22	23110915	23111315	+	1000	141.0	[15.887955]	[104]	[14.058652]	[104]	[23111111]	[23111111]
658_7796	chr3	186242455	186242855	+	1000	141.0	[11.393932]	[125]	[12.655612]	[125]	[186242653]	[186242653]
658_78	chr19	38543979	38544379	+	1000	578.0	[6.502496, 14.058652]	[74, 100]	[6.423249, 15.887955]	[74, 100]	[38544153, 38544179]	[38544153, 38544179]
658_780	chr2	127064752	127065152	+	1000	399.0	[10.9372835, 8.706673]	[76, 96]	[8.706673, 10.9372835]	[76, 96]	[127064924, 127064944]	[127064924, 127064944]
658_7807	chr6	43174632	43175032	+	1000	141.0	[12.337575]	[119]	[9.608511]	[119]	[43174844]	[43174844]
658_7810	chr6	161922773	161923173	+	1000	141.0	[13.200696]	[90]	[12.340323]	[90]	[161922956]	[161922956]
658_7821	chr8	58553773	58554173	+	1000	141.0	[12.655612]	[110]	[11.393932]	[110]	[58553977]	[58553977]
658_7824	chr9	14372795	14373195	+	1000	141.0	[13.200696]	[117]	[12.340323]	[117]	[14373011]	[14373011]
658_783	chr11	47523559	47523959	+	1000	398.0	[15.887955]	[101]	[14.058652]	[101]	[47523757]	[47523757]
658_7835	chr1	31705164	31705564	+	1000	140.0	[8.16159]	[73]	[9.990892]	[73]	[31705330]	[31705330]
658_784	chr15	92831599	92831999	+	1000	398.0	[14.058652]	[89]	[15.887955]	[89]	[92831786]	[92831786]
658_7840	chr1	167862649	167863049	+	1000	140.0	[11.371393]	[105]	[14.169626]	[105]	[167862851]	[167862851]
658_7844	chr10	70653290	70653690	+	1000	140.0	[7.421833]	[83]	[]	[]	[70653468]	[]
658_7847	chr11	46380324	46380724	+	1000	140.0	[10.9372835]	[108]	[8.706673]	[108]	[46380524]	[46380524]
658_785	chr20	51563726	51564126	+	1000	398.0	[14.169626]	[100]	[11.371393]	[100]	[51563918]	[51563918]
658_7852	chr11	120124932	120125332	+	1000	140.0	[12.655612, 9.653064]	[82, 117]	[11.393932, 11.482367]	[82, 117]	[120125111, 120125146]	[120125111, 120125146]
