#PeakID(python identify_motif.py ./ENCODE_processed_files/SRF_idr.fa SRF --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
49_720	chr1	46616777	46617177	+	1000	333.0	[6.466311]	[94]	[6.822987]	[94]	[46616969]	[46616969]
49_7202	chr1	203273070	203273470	+	1000	85.0	[4.752501]	[127]	[2.4444578]	[127]	[203273287]	[203273287]
49_721	chr2	167945109	167945509	+	1000	333.0	[13.47666]	[102]	[12.689945]	[102]	[167945310]	[167945310]
49_7211	chr10	78974741	78975141	+	1000	85.0	[5.1471543]	[139]	[6.354994]	[139]	[78974976]	[78974976]
49_7218	chr11	27926947	27927347	+	1000	85.0	[12.689945]	[107]	[13.47666]	[107]	[27927149]	[27927149]
49_723	chr2	62304669	62305069	+	1000	332.0	[2.6779554]	[100]	[]	[]	[62304865]	[]
49_7230	chr12	110314294	110314694	+	1000	85.0	[5.8471293]	[108]	[3.3732328]	[108]	[110314496]	[110314496]
49_7232	chr14	37118958	37119358	+	1000	85.0	[7.3802238]	[100]	[6.4650865]	[100]	[37119156]	[37119156]
49_7233	chr14	56325452	56325852	+	1000	85.0	[14.294004]	[118]	[13.588854]	[118]	[56325662]	[56325662]
49_7238	chr15	80155554	80155954	+	1000	85.0	[5.9909678]	[160]	[2.684916]	[160]	[80155799]	[80155799]
49_7241	chr16	66274460	66274860	+	1000	85.0	[18.801544]	[100]	[18.801544]	[100]	[66274655]	[66274655]
49_7257	chr18	35323058	35323458	+	1000	85.0	[8.668092, 5.6025786]	[117, 127]	[10.9407625, 5.6646132]	[117, 127]	[35323274, 35323284]	[35323274, 35323284]
49_726	chr12	126953559	126953959	+	1000	331.0	[7.402674]	[102]	[6.419199]	[102]	[126953760]	[126953760]
49_727	chr17	75970073	75970473	+	1000	331.0	[6.0133343]	[93]	[6.353051]	[93]	[75970263]	[75970263]
49_728	chr2	85705064	85705464	+	1000	331.0	[8.668092]	[102]	[10.9407625]	[102]	[85705266]	[85705266]
49_7280	chr1_KI270713v1_random	34240	34640	+	1000	85.0	[5.6151924]	[161]	[5.654196]	[161]	[34487]	[34487]
49_7284	chr2	48061630	48062030	+	1000	85.0	[12.689945]	[101]	[13.47666]	[101]	[48061828]	[48061828]
49_7288	chr2	138501347	138501747	+	1000	85.0	[13.033171]	[155]	[9.68026]	[155]	[138501557]	[138501557]
49_729	chr1	21401965	21402365	+	1000	330.0	[13.47666, 2.3769279]	[93, 145]	[12.689945, 4.888268]	[93, 145]	[21402156, 21402208]	[21402156, 21402208]
49_73	chr3	40352046	40352446	+	1000	1084.0	[18.801544, 2.524629]	[101, 111]	[18.801544]	[101]	[40352242, 40352252]	[40352242]
49_730	chr16	53419333	53419733	+	1000	330.0	[13.47666]	[100]	[12.689945]	[100]	[53419532]	[53419532]
49_7309	chr3	118740718	118741118	+	1000	85.0	[9.68026]	[115]	[13.033171]	[115]	[118740928]	[118740928]
49_731	chr17	75487350	75487750	+	1000	330.0	[3.6277652]	[99]	[6.742007]	[99]	[75487548]	[75487548]
49_7310	chr3	125912252	125912652	+	1000	85.0	[13.033171]	[129]	[9.68026]	[129]	[125912474]	[125912474]
49_7315	chr4	2408580	2408980	+	1000	85.0	[10.808811]	[131]	[9.0328045]	[131]	[2408777]	[2408777]
49_7317	chr4	38981259	38981659	+	1000	85.0	[8.562728]	[106]	[11.844076]	[106]	[38981458]	[38981458]
49_7321	chr5	34547734	34548134	+	1000	85.0	[6.433223]	[92]	[3.4554012]	[92]	[34547915]	[34547915]
49_7323	chr5	133232070	133232470	+	1000	85.0	[6.809537]	[99]	[3.4919982]	[99]	[133232265]	[133232265]
49_7324	chr5	163385021	163385421	+	1000	85.0	[9.68026]	[102]	[13.033171]	[102]	[163385216]	[163385216]
49_7332	chr6	85684880	85685280	+	1000	85.0	[9.68026]	[119]	[13.033171]	[119]	[85685061]	[85685061]
49_734	chr4	84236961	84237361	+	1000	329.0	[9.68026]	[99]	[13.033171]	[99]	[84237158]	[84237158]
49_735	chr4	108117839	108118239	+	1000	329.0	[6.103162]	[109]	[3.7854621]	[109]	[108118043]	[108118043]
49_7354	chr8	55940050	55940450	+	1000	85.0	[7.400592]	[93]	[8.07037]	[93]	[55940226]	[55940226]
49_7355	chr8	66667883	66668283	+	1000	85.0	[]	[]	[3.0281417]	[101]	[]	[66668078]
49_7358	chr9	112170939	112171339	+	1000	85.0	[12.613283]	[147]	[12.57791]	[147]	[112171163]	[112171163]
49_736	chr7	106216341	106216741	+	1000	329.0	[7.3639946]	[91]	[8.197569]	[91]	[106216525]	[106216525]
49_7364	chr9	134101125	134101525	+	1000	85.0	[13.033171]	[90]	[9.68026]	[90]	[134101315]	[134101315]
49_738	chrX	118884550	118884950	+	1000	329.0	[13.632117]	[109]	[13.632117]	[109]	[118884754]	[118884754]
49_7382	chr1	146409792	146410192	+	1000	84.0	[5.9242373]	[168]	[5.9242373]	[168]	[146410002]	[146410002]
49_7386	chr1	173603250	173603650	+	1000	84.0	[]	[]	[4.527515]	[110]	[]	[173603432]
49_7395	chr10	13538117	13538517	+	1000	84.0	[9.598091]	[113]	[12.447078]	[113]	[13538324]	[13538324]
49_7398	chr10	72291003	72291403	+	1000	84.0	[6.353051]	[155]	[6.051436]	[155]	[72291245]	[72291245]
49_74	chr18	9008807	9009207	+	1000	1079.0	[8.668092]	[96]	[10.9407625]	[96]	[9009003]	[9009003]
49_740	chr2	197952439	197952839	+	1000	328.0	[10.38541]	[101]	[12.32802]	[101]	[197952640]	[197952640]
49_7407	chr11	20369586	20369986	+	1000	84.0	[13.033171]	[94]	[9.68026]	[94]	[20369777]	[20369777]
49_741	chr14	60245318	60245718	+	1000	327.0	[18.801544]	[96]	[18.801544]	[96]	[60245513]	[60245513]
49_7414	chr11	71986232	71986632	+	1000	84.0	[]	[]	[2.524629]	[117]	[]	[71986436]
49_742	chr2	126648271	126648671	+	1000	327.0	[7.408483]	[95]	[6.978445]	[95]	[126648451]	[126648451]
49_7425	chr15	36428412	36428812	+	1000	84.0	[8.51892]	[131]	[10.715776]	[131]	[36428627]	[36428627]
49_7428	chr15	78113235	78113635	+	1000	84.0	[13.033171]	[176]	[9.68026]	[176]	[78113478]	[78113478]
49_7434	chr16	3263576	3263976	+	1000	84.0	[5.9909678]	[62]	[2.684916]	[62]	[3263737]	[3263737]
49_7455	chr19	1174069	1174469	+	1000	84.0	[]	[]	[2.8726838]	[98]	[]	[1174262]
49_746	chr8	20277080	20277480	+	1000	325.0	[13.707911]	[104]	[13.506685]	[104]	[20277281]	[20277281]
49_7473	chr2	15937355	15937755	+	1000	84.0	[13.588854]	[121]	[14.294004]	[121]	[15937565]	[15937565]
49_7477	chr2	58991341	58991741	+	1000	84.0	[12.689945]	[124]	[13.47666]	[124]	[58991551]	[58991551]
49_748	chr12	131362279	131362679	+	1000	324.0	[12.689945]	[94]	[13.47666]	[94]	[131362470]	[131362470]
49_749	chr20	33554915	33555315	+	1000	324.0	[9.68026]	[110]	[13.033171]	[110]	[33555121]	[33555121]
49_7490	chr20	24604368	24604768	+	1000	84.0	[13.47666]	[101]	[12.689945]	[101]	[24604561]	[24604561]
49_7491	chr20	31706648	31707048	+	1000	84.0	[4.492142]	[141]	[]	[]	[31706883]	[]
49_750	chr3	36904730	36905130	+	1000	324.0	[6.036856]	[139]	[4.332916]	[139]	[36904947]	[36904947]
49_7502	chr22	23228352	23228752	+	1000	84.0	[8.781351]	[102]	[12.215826]	[102]	[23228547]	[23228547]
49_7511	chr3	150599529	150599929	+	1000	84.0	[12.689945]	[99]	[13.47666]	[99]	[150599725]	[150599725]
49_7512	chr3	195601781	195602181	+	593	84.0	[12.689945]	[92]	[13.47666]	[92]	[195601971]	[195601971]
49_7518	chr4	75903984	75904384	+	1000	84.0	[3.4554012]	[104]	[6.433223]	[104]	[75904154]	[75904154]
49_752	chr16	15487583	15487983	+	1000	323.0	[11.844076]	[104]	[8.562728]	[104]	[15487786]	[15487786]
49_7520	chr5	130896634	130897034	+	1000	84.0	[17.54071]	[168]	[14.892951]	[168]	[130896868]	[130896868]
49_7521	chr5	134249614	134250014	+	1000	84.0	[4.492142]	[176]	[]	[]	[134249840]	[]
49_7529	chr6	28881205	28881605	+	1000	84.0	[5.112176]	[62]	[2.7025814]	[62]	[28881361]	[28881361]
49_753	chr21	43859686	43860086	+	1000	323.0	[12.689945]	[85]	[13.47666]	[85]	[43859868]	[43859868]
49_7531	chr6	34315721	34316121	+	1000	84.0	[5.871373]	[106]	[6.88005]	[106]	[34315880]	[34315880]
49_7532	chr6	37050266	37050666	+	1000	84.0	[4.5839524]	[146]	[2.9363685]	[146]	[37050475]	[37050475]
49_7537	chr6	89073020	89073420	+	1000	84.0	[4.527515, 10.715776]	[118, 148]	[8.51892]	[148]	[89073211, 89073241]	[89073241]
49_7544	chr7	71990092	71990492	+	1000	84.0	[2.524629]	[107]	[]	[]	[71990294]	[]
49_7546	chr7	102478735	102479135	+	1000	84.0	[2.8125806]	[92]	[]	[]	[102478917]	[]
49_755	chr6	27495754	27496154	+	1000	323.0	[2.8334134]	[104]	[2.366932]	[104]	[27495954]	[27495954]
49_7556	chr8	37779836	37780236	+	1000	84.0	[7.408483]	[137]	[6.978445]	[137]	[37780067]	[37780067]
49_7560	chr9	37679130	37679530	+	1000	84.0	[8.668092]	[105]	[10.9407625]	[105]	[37679332]	[37679332]
49_7567	chrX	120560879	120561279	+	1000	84.0	[2.5009332]	[100]	[]	[]	[120561079]	[]
49_757	chr15	66829124	66829524	+	1000	322.0	[13.47666]	[99]	[12.689945]	[99]	[66829314]	[66829314]
49_7575	chr1	22039700	22040100	+	1000	83.0	[3.5838242]	[97]	[6.8083124]	[97]	[22039888]	[22039888]
49_7585	chr1	111481666	111482066	+	1000	83.0	[2.7901492]	[140]	[3.0288188]	[140]	[111481906]	[111481906]
49_7586	chr1	150235897	150236297	+	1000	83.0	[]	[]	[5.2194166]	[131]	[]	[150236090]
49_759	chr10	59873043	59873443	+	1000	321.0	[9.68026]	[90]	[13.033171]	[90]	[59873232]	[59873232]
49_7595	chr10	11710387	11710787	+	1000	83.0	[10.887038]	[112]	[8.669316]	[112]	[11710580]	[11710580]
49_76	chr16	69172817	69173217	+	1000	1070.0	[13.707911]	[99]	[13.506685]	[99]	[69173005]	[69173005]
49_7606	chr11	101049061	101049461	+	1000	83.0	[2.4444578]	[128]	[4.752501]	[128]	[101049274]	[101049274]
49_761	chr9	96420948	96421348	+	1000	321.0	[13.47666]	[105]	[12.689945]	[105]	[96421150]	[96421150]
49_7619	chr14	96720695	96721095	+	1000	83.0	[17.54071]	[101]	[14.892951]	[101]	[96720891]	[96720891]
49_762	chr1	19485465	19485865	+	1000	320.0	[8.241509]	[104]	[7.2976894]	[104]	[19485667]	[19485667]
49_7629	chr15	92801783	92802183	+	1000	83.0	[13.632117]	[103]	[13.632117]	[103]	[92801951]	[92801951]
49_763	chr3	21043148	21043548	+	1000	320.0	[12.689945]	[93]	[13.47666]	[93]	[21043340]	[21043340]
49_7631	chr16	2983716	2984116	+	1000	83.0	[4.2870903]	[87]	[2.4444578]	[87]	[2983903]	[2983903]
49_7632	chr16	20650281	20650681	+	1000	83.0	[5.350342]	[103]	[2.4644153]	[103]	[20650479]	[20650479]
49_764	chr3	39025351	39025751	+	1000	320.0	[12.689945]	[98]	[13.47666]	[98]	[39025546]	[39025546]
49_7643	chr17	38701057	38701457	+	1000	83.0	[4.0942464]	[124]	[6.2755256]	[124]	[38701277]	[38701277]
49_765	chr1	94713706	94714106	+	1000	319.0	[13.632117]	[128]	[13.632117]	[128]	[94713918]	[94713918]
49_7656	chr19	8705325	8705725	+	1000	83.0	[3.4554012]	[101]	[6.433223]	[101]	[8705525]	[8705525]
49_766	chr11	64996903	64997303	+	1000	319.0	[2.4444578]	[135]	[5.256014]	[135]	[64997136]	[64997136]
49_767	chr16	19331798	19332198	+	1000	319.0	[7.1854954]	[105]	[6.6374507]	[105]	[19332001]	[19332001]
49_7673	chr19	58585126	58585526	+	1000	83.0	[7.3639946]	[90]	[8.197569]	[90]	[58585312]	[58585312]
49_7675	chr2	27380565	27380965	+	1000	83.0	[6.2855215]	[54]	[6.1491013]	[54]	[27380717]	[27380717]
49_7682	chr2	204428366	204428766	+	1000	83.0	[14.294004]	[104]	[13.588854, 5.264582]	[104, 149]	[204428568]	[204428568, 204428613]
49_7684	chr20	49765065	49765465	+	1000	83.0	[]	[]	[2.7442608]	[115]	[]	[49765267]
49_77	chr17	76601639	76602039	+	1000	1069.0	[17.54071]	[94]	[14.892951]	[94]	[76601830]	[76601830]
49_7710	chr3	193910821	193911221	+	1000	83.0	[5.256014]	[183]	[2.4444578]	[183]	[193911060]	[193911060]
49_7717	chr5	80204896	80205296	+	1000	83.0	[4.527515]	[185]	[]	[]	[80205136]	[]
49_7718	chr5	81854782	81855182	+	1000	83.0	[7.892218]	[136]	[7.9637814]	[136]	[81855001]	[81855001]
49_772	chr7	91365167	91365567	+	1000	318.0	[13.47666]	[101]	[12.689945]	[101]	[91365368]	[91365368]
49_7720	chr5	109560694	109561094	+	1000	83.0	[13.033171]	[103]	[9.68026]	[103]	[109560896]	[109560896]
49_7724	chr5	137754171	137754571	+	1000	83.0	[7.2530255]	[87]	[6.5016837]	[87]	[137754339]	[137754339]
49_773	chr2	172513794	172514194	+	1000	317.0	[2.524629]	[101]	[]	[]	[172513995]	[]
49_7746	chr7	101902961	101903361	+	1000	83.0	[2.6521945]	[155]	[5.025913]	[155]	[101903199]	[101903199]
49_775	chr10	119687926	119688326	+	1000	316.0	[12.689945]	[91]	[13.47666]	[91]	[119688108]	[119688108]
49_7750	chr7	130369352	130369752	+	1000	83.0	[6.809537]	[96]	[3.0265872]	[96]	[130369540]	[130369540]
49_7755	chr9	124821663	124822063	+	1000	83.0	[12.201596, 4.619341]	[93, 105]	[12.576686]	[93]	[124821855, 124821867]	[124821855]
49_7758	chr9	131133759	131134159	+	1000	83.0	[2.8079455]	[101]	[4.208863]	[101]	[131133914]	[131133914]
49_776	chr12	124917455	124917855	+	1000	316.0	[10.9407625]	[139]	[8.668092]	[139]	[124917675]	[124917675]
49_7763	chrX	63416537	63416937	+	1000	83.0	[18.801544]	[96]	[18.801544]	[96]	[63416732]	[63416732]
49_777	chr16	69904857	69905257	+	1000	316.0	[13.033171]	[103]	[9.68026]	[103]	[69905056]	[69905056]
49_7770	chr1	25216977	25217377	+	1000	82.0	[7.320121]	[95]	[6.807183]	[95]	[25217166]	[25217166]
49_7775	chr1	32062285	32062685	+	1000	82.0	[5.923013]	[107]	[5.9779615]	[107]	[32062487]	[32062487]
49_778	chr2	237964090	237964490	+	1000	316.0	[]	[]	[4.566732]	[91]	[]	[237964277]
49_7786	chr1	157274806	157275206	+	1000	82.0	[7.728707]	[136]	[7.562104]	[136]	[157275017]	[157275017]
49_7788	chr1	192991191	192991591	+	964	82.0	[13.47666]	[99]	[12.689945]	[99]	[192991386]	[192991386]
49_779	chr2	207765550	207765950	+	1000	315.0	[9.68026]	[102]	[13.033171]	[102]	[207765750]	[207765750]
49_7795	chr10	25465731	25466131	+	1000	82.0	[]	[]	[5.9909678]	[92]	[]	[25465916]
49_7797	chr10	69315543	69315943	+	1000	82.0	[4.943046]	[98]	[]	[]	[69315740]	[]
49_7798	chr10	69446794	69447194	+	1000	82.0	[4.715904]	[154]	[]	[]	[69447020]	[]
49_78	chr14	75294110	75294510	+	1000	1068.0	[13.588854]	[100]	[14.294004]	[100]	[75294310]	[75294310]
49_780	chr19	28606503	28606903	+	1000	314.0	[7.0321693]	[103]	[7.407259]	[103]	[28606700]	[28606700]
49_781	chr4	4348661	4349061	+	1000	314.0	[9.68026]	[91]	[13.033171]	[91]	[4348852]	[4348852]
49_7823	chr12	64450267	64450667	+	1000	82.0	[18.801544]	[112]	[18.801544]	[112]	[64450462]	[64450462]
49_7831	chr14	102234502	102234902	+	1000	82.0	[5.615878]	[110]	[2.5564928]	[110]	[102234706]	[102234706]
49_7832	chr15	63226763	63227163	+	1000	82.0	[12.689945]	[103]	[2.524629, 13.47666]	[93, 103]	[63226941]	[63226931, 63226941]
49_7834	chr15	66581978	66582378	+	1000	82.0	[5.17622]	[160]	[]	[]	[66582186]	[]
49_7837	chr15	81897297	81897697	+	1000	82.0	[7.1764627, 2.4845183]	[84, 103]	[8.011275, 4.490918]	[84, 103]	[81897474, 81897493]	[81897474, 81897493]
49_7841	chr16	12688957	12689357	+	1000	82.0	[12.489548]	[153]	[11.97661]	[153]	[12689187]	[12689187]
49_7849	chr17	29723596	29723996	+	1000	82.0	[3.3062289]	[89]	[6.2082367]	[89]	[29723783]	[29723783]
49_7857	chr18	48781346	48781746	+	1000	82.0	[6.2476873]	[185]	[6.9166474]	[185]	[48781568]	[48781568]
49_786	chr10	123135754	123136154	+	1000	312.0	[7.4830523]	[105]	[6.906737]	[105]	[123135957]	[123135957]
49_7872	chr2	10309300	10309700	+	1000	82.0	[8.668092]	[79]	[10.9407625]	[79]	[10309474]	[10309474]
49_7876	chr2	74947733	74948133	+	1000	82.0	[10.38541]	[124]	[12.32802]	[124]	[74947942]	[74947942]
49_7878	chr2	111480207	111480607	+	1000	82.0	[13.033171]	[71]	[9.68026]	[71]	[111480377]	[111480377]
49_788	chr19	3670087	3670487	+	1000	312.0	[8.49522]	[97]	[8.9991455]	[97]	[3670275]	[3670275]
49_7881	chr2	172550392	172550792	+	1000	82.0	[7.407259]	[79]	[7.0321693, 2.524629]	[79, 96]	[172550564]	[172550564, 172550581]
49_7883	chr2	218287760	218288160	+	1000	82.0	[4.527515]	[152]	[]	[]	[218287970]	[]
49_7886	chr20	38073439	38073839	+	1000	82.0	[5.7416167]	[140]	[3.4629204]	[140]	[38073624]	[38073624]
49_7887	chr20	38929896	38930296	+	1000	82.0	[6.88005]	[86]	[5.871373]	[86]	[38930079]	[38930079]
49_7896	chr22	21108807	21109207	+	1000	82.0	[2.7901492]	[204]	[3.0288188]	[204]	[21109053]	[21109053]
49_79	chr7	92584974	92585374	+	1000	1062.0	[13.033171]	[98]	[9.68026]	[98]	[92585169]	[92585169]
49_790	chr7	158966752	158967152	+	1000	311.0	[9.68026]	[100]	[13.033171]	[100]	[158966949]	[158966949]
49_7909	chr4	15149864	15150264	+	1000	82.0	[4.752501]	[114]	[2.4444578]	[114]	[15150070]	[15150070]
49_791	chr14	102551137	102551537	+	1000	310.0	[13.47666]	[101]	[12.689945]	[101]	[102551338]	[102551338]
49_7912	chr4	82223716	82224116	+	1000	82.0	[4.986854]	[95]	[2.5426426]	[95]	[82223910]	[82223910]
49_7918	chr4	184544699	184545099	+	1000	82.0	[9.68026]	[147]	[13.033171]	[147]	[184544925]	[184544925]
49_7922	chr5	74391421	74391821	+	1000	82.0	[3.368263]	[93]	[6.2082367]	[93]	[74391611]	[74391611]
49_7924	chr5	148732679	148733079	+	935	82.0	[8.07037]	[117]	[6.9351807]	[117]	[148732883]	[148732883]
49_793	chr2	230667273	230667673	+	1000	310.0	[13.033171]	[103]	[9.68026]	[103]	[230667464]	[230667464]
49_7935	chr6	43788259	43788659	+	1000	82.0	[7.0321693]	[80]	[7.407259]	[80]	[43788432]	[43788432]
49_794	chr5	132981321	132981721	+	1000	310.0	[11.844076]	[101]	[8.562728]	[101]	[132981522]	[132981522]
49_7942	chr6	158102398	158102798	+	1000	82.0	[14.294004]	[96]	[13.588854]	[96]	[158102594]	[158102594]
49_7954	chr7	101491453	101491853	+	1000	82.0	[12.689945]	[81]	[13.47666]	[81]	[101491630]	[101491630]
49_796	chr1	1135376	1135776	+	1000	309.0	[6.4650865]	[90]	[7.3802238]	[90]	[1135566]	[1135566]
49_7965	chr9	33687671	33688071	+	1000	82.0	[7.892218]	[92]	[7.9637814]	[92]	[33687851]	[33687851]
49_7966	chr9	33703696	33704096	+	1000	82.0	[13.47666]	[127]	[12.689945]	[127]	[33703915]	[33703915]
49_7967	chr9	87445663	87446063	+	1000	82.0	[]	[]	[5.9909678]	[179]	[]	[87445880]
49_7977	chr1	9074881	9075281	+	1000	81.0	[3.9118865]	[92]	[3.9118865]	[92]	[9075072]	[9075072]
49_7978	chr1	16056002	16056402	+	1000	81.0	[2.549292]	[220]	[5.1970525]	[220]	[16056244]	[16056244]
49_798	chr1	147172352	147172752	+	1000	309.0	[3.7854621]	[99]	[6.103162]	[99]	[147172548]	[147172548]
49_799	chr1	201925125	201925525	+	1000	309.0	[13.632117]	[96]	[13.632117]	[96]	[201925321]	[201925321]
49_800	chr10	71229802	71230202	+	1000	309.0	[8.668092]	[104]	[10.9407625]	[104]	[71230004]	[71230004]
49_801	chr10	103526939	103527339	+	1000	309.0	[12.689945]	[103]	[13.47666]	[103]	[103527137]	[103527137]
49_8017	chr10	14181202	14181602	+	1000	81.0	[11.352449]	[115]	[8.669316]	[115]	[14181409]	[14181409]
49_8019	chr10	21961737	21962137	+	1000	81.0	[]	[]	[5.0922184]	[154]	[]	[21961965]
49_802	chr1	206717294	206717694	+	1000	308.0	[11.16668]	[110]	[8.068016]	[110]	[206717495]	[206717495]
49_803	chr1	224183962	224184362	+	1000	308.0	[13.033171]	[105]	[9.68026]	[105]	[224184164]	[224184164]
49_8030	chr11	28332361	28332761	+	906	81.0	[9.68026]	[107]	[13.033171]	[107]	[28332562]	[28332562]
49_8037	chr11	77819293	77819693	+	1000	81.0	[8.669316]	[143]	[10.887038]	[143]	[77819520]	[77819520]
49_8042	chr11	126345902	126346302	+	1000	81.0	[2.7901492]	[57]	[3.0288188]	[57]	[126346053]	[126346053]
49_8043	chr12	31796234	31796634	+	1000	81.0	[12.689945]	[115]	[13.47666]	[115]	[31796445]	[31796445]
49_805	chr16	50724354	50724754	+	1000	308.0	[14.892951, 9.196315]	[102, 134]	[17.54071, 11.210488]	[102, 134]	[50724554, 50724586]	[50724554, 50724586]
49_8057	chr14	55265165	55265565	+	1000	81.0	[6.2082367]	[109]	[3.368263]	[109]	[55265356]	[55265356]
49_8058	chr14	101737625	101738025	+	1000	81.0	[13.588854]	[102]	[14.294004]	[102]	[101737826]	[101737826]
49_806	chr20	57475676	57476076	+	1000	308.0	[11.315852]	[100]	[8.293002]	[100]	[57475876]	[57475876]
49_8061	chr15	83012098	83012498	+	1000	81.0	[6.8767114]	[109]	[6.4650865]	[109]	[83012288]	[83012288]
49_8065	chr16	10408948	10409348	+	1000	81.0	[13.033171]	[140]	[9.68026]	[140]	[10409179]	[10409179]
49_8069	chr16	76579288	76579688	+	1000	81.0	[11.844076]	[114]	[8.562728]	[114]	[76579500]	[76579500]
49_807	chr6	28747719	28748119	+	1000	308.0	[3.2678688]	[106]	[6.750442]	[106]	[28747919]	[28747919]
49_8070	chr17	28861877	28862277	+	1000	81.0	[6.119391]	[147]	[2.5564928]	[147]	[28862104]	[28862104]
49_8075	chr17	67239560	67239960	+	1000	81.0	[8.669316]	[99]	[11.352449]	[99]	[67239752]	[67239752]
49_8086	chr19	10719592	10719992	+	1000	81.0	[6.9806767]	[160]	[3.3890958]	[160]	[10719773]	[10719773]
49_8089	chr19	15631787	15632187	+	1000	81.0	[5.7826185]	[142]	[5.990282]	[142]	[15632029]	[15632029]
49_8094	chr19	18281269	18281669	+	1000	81.0	[6.350642]	[101]	[3.3732328]	[101]	[18281465]	[18281465]
49_81	chr12	50284355	50284755	+	1000	1053.0	[9.68026]	[99]	[13.033171]	[99]	[50284552]	[50284552]
49_8106	chr19	58217631	58218031	+	1000	81.0	[13.47666]	[101]	[12.689945]	[101]	[58217814]	[58217814]
49_812	chr1	160548943	160549343	+	1000	306.0	[7.0321693]	[109]	[7.407259]	[109]	[160549147]	[160549147]
49_8127	chr20	33095957	33096357	+	1000	81.0	[]	[]	[4.6634045]	[57]	[]	[33096109]
49_813	chr17	81011960	81012360	+	1000	306.0	[13.033171]	[93]	[9.68026]	[93]	[81012152]	[81012152]
49_8135	chr22	20898575	20898975	+	1000	81.0	[13.033171]	[122]	[9.68026]	[122]	[20898791]	[20898791]
49_814	chr18	8893628	8894028	+	1000	306.0	[18.801544]	[92]	[18.801544]	[92]	[8893811]	[8893811]
49_8167	chr6	15020081	15020481	+	1000	81.0	[6.6517253]	[96]	[6.3779483]	[96]	[15020262]	[15020262]
49_817	chr18	23168959	23169359	+	1000	305.0	[13.47666]	[120]	[12.689945]	[120]	[23169169]	[23169169]
49_8178	chr6	143807848	143808248	+	1000	81.0	[6.353051]	[177]	[6.051436]	[177]	[143808095]	[143808095]
49_818	chr22	19489189	19489589	+	1000	305.0	[]	[]	[5.2441273]	[98]	[]	[19489386]
49_8181	chr6	158552495	158552895	+	1000	81.0	[7.408483]	[93]	[7.443856]	[93]	[158552681]	[158552681]
49_8186	chr7	5567780	5568180	+	1000	81.0	[2.4444578]	[102]	[4.2870903]	[102]	[5567981]	[5567981]
49_8196	chr7	126701006	126701406	+	1000	81.0	[]	[]	[4.663143]	[169]	[]	[126701240]
49_82	chr1	11907685	11908085	+	1000	1052.0	[11.315852]	[101]	[8.293002]	[101]	[11907886]	[11907886]
49_820	chr1	85576836	85577236	+	1000	304.0	[14.294004]	[91]	[13.588854]	[91]	[85577025]	[85577025]
49_8200	chr7	150960292	150960692	+	1000	81.0	[4.766046]	[160]	[]	[]	[150960523]	[]
49_8207	chr8	140302787	140303187	+	1000	81.0	[12.74905]	[89]	[12.51038]	[89]	[140302975]	[140302975]
49_822	chr3	57952242	57952642	+	1000	304.0	[13.632117]	[91]	[13.632117]	[91]	[57952432]	[57952432]
49_8222	chr9	136849233	136849633	+	1000	81.0	[2.4810548]	[162]	[4.6634045]	[162]	[136849458]	[136849458]
49_8228	chr1	8877904	8878304	+	1000	80.0	[6.103162]	[163]	[3.7854621]	[163]	[8878147]	[8878147]
49_8231	chr1	26618555	26618955	+	1000	80.0	[7.935482]	[112]	[7.3018947]	[112]	[26618751]	[26618751]
49_8234	chr1	33055185	33055585	+	1000	80.0	[2.422484]	[149]	[4.490918]	[149]	[33055353]	[33055353]
49_8236	chr1	36248366	36248766	+	1000	80.0	[]	[]	[4.018273]	[159]	[]	[36248614]
49_8238	chr1	39976805	39977205	+	1000	80.0	[13.033171]	[95]	[9.68026]	[95]	[39976998]	[39976998]
49_824	chrX	48532206	48532606	+	1000	304.0	[14.892951, 13.632117]	[77, 116]	[17.54071, 13.632117]	[77, 116]	[48532376, 48532415]	[48532376, 48532415]
49_8240	chr1	45267431	45267831	+	1000	80.0	[7.8204803]	[118]	[5.1727195]	[118]	[45267640]	[45267640]
