#PeakID(python scan_motif.py ./ENCODE_processed_files/TAL1_idr.fa TAL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
345_34636	chr4	41990403	41990803	+	633	27.0	[8.356634]	[108]	[4.611834]	[108]	[41990585]	[41990585]
345_34637	chr4	52660682	52661082	+	681	27.0	[11.270045, 9.465482]	[82, 154]	[11.270045, 4.611834]	[82, 154]	[52660858, 52660930]	[52660858, 52660930]
345_34638	chr4	74451207	74451607	+	664	27.0	[4.611834]	[135]	[4.611834]	[135]	[74451424]	[74451424]
345_34639	chr4	81725035	81725435	+	662	27.0	[4.611834, 11.270045, 11.270045, 11.270045]	[57, 103, 112, 134]	[4.611834, 11.270045, 11.270045, 11.270045]	[57, 103, 112, 134]	[81725191, 81725237, 81725246, 81725268]	[81725191, 81725237, 81725246, 81725268]
345_3464	chr10	4964693	4965093	+	1000	309.0	[4.611834]	[106]	[4.611834]	[106]	[4964898]	[4964898]
345_34644	chr4	109943737	109944137	+	578	27.0	[11.270045, 4.611834]	[107, 136]	[11.270045, 4.611834]	[107, 136]	[109943940, 109943969]	[109943940, 109943969]
345_34645	chr4	110196363	110196763	+	682	27.0	[4.611834]	[156]	[4.611834]	[156]	[110196601]	[110196601]
345_34647	chr4	143826625	143827025	+	668	27.0	[9.465482, 4.611834]	[65, 78]	[4.611834, 4.611834]	[65, 78]	[143826788, 143826801]	[143826788, 143826801]
345_34648	chr4	146336446	146336846	+	695	27.0	[4.611834]	[90]	[4.611834]	[90]	[146336625]	[146336625]
345_34649	chr4	173370809	173371209	+	705	27.0	[4.611834, 4.611834, 8.356634]	[148, 158, 172]	[4.611834, 4.611834, 4.611834]	[148, 158, 172]	[173371029, 173371039, 173371053]	[173371029, 173371039, 173371053]
345_3465	chr10	103040498	103040898	+	1000	309.0	[5.088419, 4.611834, 4.611834]	[95, 111, 134]	[4.611834, 4.611834, 4.611834]	[95, 111, 134]	[103040690, 103040706, 103040729]	[103040690, 103040706, 103040729]
345_34650	chr4	183008483	183008883	+	709	27.0	[4.611834]	[69]	[4.611834]	[69]	[183008643]	[183008643]
345_34651	chr4	185189656	185190056	+	675	27.0	[4.611834, 4.611834]	[96, 128]	[9.465482, 9.465482]	[96, 128]	[185189846, 185189878]	[185189846, 185189878]
345_34652	chr5	3186731	3187131	+	734	27.0	[4.611834, 11.270045, 4.611834]	[73, 112, 157]	[9.465482, 11.270045, 4.611834]	[73, 112, 157]	[3186894, 3186933, 3186978]	[3186894, 3186933, 3186978]
345_34653	chr5	10360477	10360877	+	726	27.0	[8.356634]	[161]	[4.611834]	[161]	[10360708]	[10360708]
345_34655	chr5	34527642	34528042	+	653	27.0	[4.611834]	[115]	[4.611834]	[115]	[34527832]	[34527832]
345_34656	chr5	39188689	39189089	+	661	27.0	[4.611834]	[122]	[9.465482]	[122]	[39188880]	[39188880]
345_34659	chr5	43079007	43079407	+	682	27.0	[4.611834, 4.611834, 4.611834]	[110, 129, 137]	[4.611834, 4.611834, 4.611834]	[110, 129, 137]	[43079213, 43079232, 43079240]	[43079213, 43079232, 43079240]
345_3466	chr10	110858265	110858665	+	1000	309.0	[4.611834]	[132]	[4.611834]	[132]	[110858489]	[110858489]
345_34661	chr5	56166381	56166781	+	666	27.0	[5.088419]	[61]	[4.611834]	[61]	[56166538]	[56166538]
345_34663	chr5	78667411	78667811	+	697	27.0	[4.611834, 4.611834]	[111, 119]	[4.611834, 4.611834]	[111, 119]	[78667621, 78667629]	[78667621, 78667629]
345_34665	chr5	94675041	94675441	+	669	27.0	[9.465482]	[126]	[4.611834]	[126]	[94675238]	[94675238]
345_34666	chr5	95739899	95740299	+	612	27.0	[4.611834]	[189]	[4.611834]	[189]	[95740131]	[95740131]
345_34668	chr5	108728040	108728440	+	675	27.0	[5.088419]	[66]	[4.611834]	[66]	[108728191]	[108728191]
345_34670	chr5	124625167	124625567	+	601	27.0	[11.270045]	[135]	[11.270045]	[135]	[124625389]	[124625389]
345_34671	chr5	132295679	132296079	+	696	27.0	[4.611834]	[55]	[4.611834]	[55]	[132295831]	[132295831]
345_34673	chr5	140700302	140700702	+	666	27.0	[4.611834]	[87]	[4.611834]	[87]	[140700472]	[140700472]
345_34674	chr5	141564104	141564504	+	604	27.0	[4.611834]	[94]	[4.611834]	[94]	[141564296]	[141564296]
345_34678	chr5	154938204	154938604	+	687	27.0	[5.088419]	[160]	[4.611834]	[160]	[154938390]	[154938390]
345_34679	chr5	157640359	157640759	+	643	27.0	[4.611834]	[116]	[4.611834]	[116]	[157640565]	[157640565]
345_3468	chr14	50003242	50003642	+	1000	309.0	[4.611834, 4.611834]	[115, 153]	[4.611834, 4.611834]	[115, 153]	[50003454, 50003492]	[50003454, 50003492]
345_34680	chr5	160341478	160341878	+	607	27.0	[4.611834]	[175]	[4.611834]	[175]	[160341710]	[160341710]
345_34681	chr5	170225827	170226227	+	690	27.0	[4.611834, 4.611834, 11.270045]	[113, 161, 164]	[4.611834, 4.611834, 11.270045]	[113, 161, 164]	[170226025, 170226073, 170226076]	[170226025, 170226073, 170226076]
345_34683	chr5	173904162	173904562	+	685	27.0	[4.611834, 4.611834]	[71, 74]	[4.611834, 4.611834]	[71, 74]	[173904315, 173904318]	[173904315, 173904318]
345_34684	chr5	176644774	176645174	+	713	27.0	[4.611834]	[95]	[4.611834]	[95]	[176644964]	[176644964]
345_34686	chr6	1790666	1791066	+	612	27.0	[9.465482]	[157]	[4.611834]	[157]	[1790913]	[1790913]
345_34687	chr6	3219236	3219636	+	705	27.0	[4.611834, 4.611834]	[53, 78]	[4.611834, 4.611834]	[53, 78]	[3219387, 3219412]	[3219387, 3219412]
345_34688	chr6	3475514	3475914	+	671	27.0	[11.270045]	[172]	[11.270045]	[172]	[3475759]	[3475759]
345_3469	chr15	87682524	87682924	+	1000	309.0	[4.611834]	[104]	[4.611834]	[104]	[87682715]	[87682715]
345_34690	chr6	4986974	4987374	+	696	27.0	[4.611834]	[93]	[4.611834]	[93]	[4987136]	[4987136]
345_34692	chr6	11093160	11093560	+	691	27.0	[4.611834]	[112]	[9.465482]	[112]	[11093327]	[11093327]
345_34694	chr6	14520051	14520451	+	709	27.0	[11.270045]	[137]	[11.270045]	[137]	[14520265]	[14520265]
345_34696	chr6	15212606	15213006	+	679	27.0	[4.611834]	[217]	[4.611834]	[217]	[15212855]	[15212855]
345_34697	chr6	20280167	20280567	+	703	27.0	[8.356634, 4.611834]	[96, 107]	[4.611834, 4.611834]	[96, 107]	[20280348, 20280359]	[20280348, 20280359]
345_347	chr1	61013212	61013612	+	1000	662.0	[11.270045, 4.611834]	[85, 136]	[11.270045, 9.465482]	[85, 136]	[61013396, 61013447]	[61013396, 61013447]
345_3470	chr19	50601704	50602104	+	1000	309.0	[4.611834]	[94]	[4.611834]	[94]	[50601896]	[50601896]
345_34702	chr6	28356106	28356506	+	574	27.0	[4.611834]	[144]	[8.356634]	[144]	[28356308]	[28356308]
345_34703	chr6	28648102	28648502	+	646	27.0	[4.611834]	[114]	[4.611834]	[114]	[28648280]	[28648280]
345_34706	chr6	30678949	30679349	+	617	27.0	[4.611834]	[102]	[4.611834]	[102]	[30679139]	[30679139]
345_34708	chr6	31772827	31773227	+	627	27.0	[4.611834]	[107]	[4.611834]	[107]	[31773009]	[31773009]
345_3471	chr2	15558012	15558412	+	1000	309.0	[5.088419]	[111]	[4.611834]	[111]	[15558223]	[15558223]
345_34711	chr6	33580084	33580484	+	558	27.0	[4.611834]	[96]	[4.611834]	[96]	[33580249]	[33580249]
345_34714	chr6	35346604	35347004	+	585	27.0	[4.611834]	[82]	[4.611834]	[82]	[35346784]	[35346784]
345_34715	chr6	36131705	36132105	+	629	27.0	[4.611834]	[126]	[4.611834]	[126]	[36131910]	[36131910]
345_34716	chr6	37325721	37326121	+	589	27.0	[5.088419, 5.088419]	[57, 117]	[4.611834, 4.611834]	[57, 117]	[37325874, 37325934]	[37325874, 37325934]
345_34717	chr6	38795537	38795937	+	708	27.0	[8.356634]	[72]	[4.611834]	[72]	[38795693]	[38795693]
345_3472	chr2	223692143	223692543	+	1000	309.0	[4.611834, 5.088419]	[56, 122]	[4.611834, 4.611834]	[56, 122]	[223692296, 223692362]	[223692296, 223692362]
345_34720	chr6	41318776	41319176	+	615	27.0	[4.611834, 4.611834]	[124, 182]	[4.611834, 4.611834]	[124, 182]	[41318962, 41319020]	[41318962, 41319020]
345_34722	chr6	52609990	52610390	+	544	27.0	[4.611834]	[111]	[4.611834]	[111]	[52610180]	[52610180]
345_34724	chr6	56440604	56441004	+	692	27.0	[5.088419]	[110]	[4.611834]	[110]	[56440783]	[56440783]
345_34727	chr6	82204000	82204400	+	606	27.0	[4.611834]	[120]	[8.356634]	[120]	[82204219]	[82204219]
345_34729	chr6	83962469	83962869	+	689	27.0	[11.270045, 4.611834]	[100, 105]	[11.270045, 4.611834]	[100, 105]	[83962665, 83962670]	[83962665, 83962670]
345_34730	chr6	89035824	89036224	+	706	27.0	[4.611834]	[105]	[8.356634]	[105]	[89035993]	[89035993]
345_34732	chr6	96520670	96521070	+	667	27.0	[8.356634]	[184]	[4.611834]	[184]	[96520899]	[96520899]
345_34733	chr6	98788271	98788671	+	730	27.0	[4.611834, 4.611834]	[116, 128]	[4.611834, 4.611834]	[116, 128]	[98788446, 98788458]	[98788446, 98788458]
345_34736	chr6	119328957	119329357	+	596	27.0	[4.611834]	[110]	[4.611834]	[110]	[119329162]	[119329162]
345_34737	chr6	125963128	125963528	+	686	27.0	[4.611834]	[97]	[4.611834]	[97]	[125963320]	[125963320]
345_34738	chr6	136330714	136331114	+	562	27.0	[4.611834]	[128]	[4.611834]	[128]	[136330914]	[136330914]
345_3474	chr1	21916844	21917244	+	1000	308.0	[4.611834]	[138]	[4.611834]	[138]	[21917060]	[21917060]
345_34740	chr6	139764683	139765083	+	615	27.0	[4.611834, 11.270045]	[89, 143]	[4.611834, 11.270045]	[89, 143]	[139764868, 139764922]	[139764868, 139764922]
345_34741	chr6	145811728	145812128	+	681	27.0	[5.088419, 4.611834]	[126, 136]	[4.611834, 4.611834]	[126, 136]	[145811944, 145811954]	[145811944, 145811954]
345_34746	chr6	166383197	166383597	+	581	27.0	[4.611834]	[170]	[4.611834]	[170]	[166383447]	[166383447]
345_34747	chr6	169707740	169708140	+	703	27.0	[4.611834, 4.611834, 4.611834]	[70, 118, 128]	[9.465482, 4.611834, 8.356634]	[70, 118, 128]	[169707904, 169707952, 169707962]	[169707904, 169707952, 169707962]
345_34749	chr7	1742757	1743157	+	550	27.0	[11.270045]	[130]	[11.270045]	[130]	[1742929]	[1742929]
345_34753	chr7	12912925	12913325	+	702	27.0	[4.611834]	[100]	[4.611834]	[100]	[12913084]	[12913084]
345_34754	chr7	25579308	25579708	+	718	27.0	[4.611834, 4.611834]	[97, 127]	[4.611834, 4.611834]	[97, 127]	[25579468, 25579498]	[25579468, 25579498]
345_34755	chr7	35698383	35698783	+	602	27.0	[4.611834, 4.611834, 11.270045]	[141, 153, 175]	[4.611834, 9.465482, 11.270045]	[141, 153, 175]	[35698597, 35698609, 35698631]	[35698597, 35698609, 35698631]
345_34756	chr7	39125945	39126345	+	543	27.0	[4.611834, 9.465482, 4.611834]	[69, 94, 139]	[4.611834, 4.611834, 4.611834]	[69, 94, 139]	[39126112, 39126137, 39126182]	[39126112, 39126137, 39126182]
345_34757	chr7	40624775	40625175	+	592	27.0	[8.356634, 9.465482, 4.611834]	[107, 130, 137]	[4.611834, 4.611834, 4.611834]	[107, 130, 137]	[40624981, 40625004, 40625011]	[40624981, 40625004, 40625011]
345_34758	chr7	44679268	44679668	+	665	27.0	[4.611834]	[133]	[5.088419]	[133]	[44679436]	[44679436]
345_34759	chr7	75245721	75246121	+	545	27.0	[4.611834, 4.611834, 4.611834]	[78, 110, 127]	[4.611834, 4.611834, 4.611834]	[78, 110, 127]	[75245898, 75245930, 75245947]	[75245898, 75245930, 75245947]
345_3476	chr10	5478267	5478667	+	1000	308.0	[11.270045]	[105]	[11.270045]	[105]	[5478468]	[5478468]
345_34760	chr7	75527815	75528215	+	650	27.0	[4.611834]	[114]	[4.611834]	[114]	[75527983]	[75527983]
345_34761	chr7	76178101	76178501	+	681	27.0	[4.611834]	[92]	[4.611834]	[92]	[76178287]	[76178287]
345_34764	chr7	78448942	78449342	+	663	27.0	[4.611834]	[66]	[4.611834]	[66]	[78449102]	[78449102]
345_34765	chr7	81470955	81471355	+	666	27.0	[4.611834]	[85]	[5.088419]	[85]	[81471127]	[81471127]
345_34766	chr7	87283451	87283851	+	729	27.0	[4.611834]	[62]	[4.611834]	[62]	[87283604]	[87283604]
345_34767	chr7	98878621	98879021	+	711	27.0	[4.611834, 4.611834, 4.611834]	[142, 177, 188]	[5.088419, 4.611834, 4.611834]	[142, 177, 188]	[98878785, 98878820, 98878831]	[98878785, 98878820, 98878831]
345_34768	chr7	99473305	99473705	+	665	27.0	[4.611834, 4.611834, 4.611834]	[126, 143, 149]	[4.611834, 9.465482, 4.611834]	[126, 143, 149]	[99473514, 99473531, 99473537]	[99473514, 99473531, 99473537]
345_34769	chr7	99677228	99677628	+	668	27.0	[4.611834]	[69]	[4.611834]	[69]	[99677397]	[99677397]
345_34770	chr7	101814260	101814660	+	627	27.0	[4.611834]	[99]	[4.611834]	[99]	[101814413]	[101814413]
345_34771	chr7	103148658	103149058	+	652	27.0	[4.611834]	[152]	[4.611834]	[152]	[103148877]	[103148877]
345_34772	chr7	103395813	103396213	+	657	27.0	[5.088419, 4.611834, 4.611834]	[54, 101, 136]	[4.611834, 8.356634, 5.088419]	[54, 101, 136]	[103395965, 103396012, 103396047]	[103395965, 103396012, 103396047]
345_34773	chr7	103474768	103475168	+	682	27.0	[4.611834]	[145]	[4.611834]	[145]	[103475008]	[103475008]
345_34775	chr7	107201857	107202257	+	677	27.0	[4.611834, 4.611834, 5.088419, 4.611834]	[59, 62, 98, 105]	[5.088419, 4.611834, 4.611834, 4.611834]	[59, 62, 98, 105]	[107202010, 107202013, 107202049, 107202056]	[107202010, 107202013, 107202049, 107202056]
345_34776	chr7	108127845	108128245	+	715	27.0	[4.611834]	[102]	[9.465482]	[102]	[108128034]	[108128034]
345_34778	chr7	128792880	128793280	+	638	27.0	[9.465482, 8.356634, 4.611834]	[107, 126, 141]	[4.611834, 4.611834, 4.611834]	[107, 126, 141]	[128793077, 128793096, 128793111]	[128793077, 128793096, 128793111]
345_3478	chr10	17428708	17429108	+	1000	308.0	[4.611834]	[65]	[4.611834]	[65]	[17428872]	[17428872]
345_34780	chr7	129805208	129805608	+	684	27.0	[11.270045]	[63]	[11.270045]	[63]	[129805367]	[129805367]
345_34781	chr7	129829892	129830292	+	625	27.0	[4.611834]	[165]	[4.611834]	[165]	[129830090]	[129830090]
345_34782	chr7	134313669	134314069	+	687	27.0	[4.611834]	[98]	[9.465482]	[98]	[134313867]	[134313867]
345_34784	chr7	151113898	151114298	+	672	27.0	[4.611834, 9.465482]	[90, 127]	[4.611834, 4.611834]	[90, 127]	[151114050, 151114087]	[151114050, 151114087]
345_34785	chr7	158904517	158904917	+	681	27.0	[9.465482]	[101]	[4.611834]	[101]	[158904716]	[158904716]
345_34787	chr8	23224994	23225394	+	629	27.0	[4.611834, 4.611834]	[96, 158]	[5.088419, 4.611834]	[96, 158]	[23225161, 23225223]	[23225161, 23225223]
345_34788	chr8	27440380	27440780	+	637	27.0	[4.611834, 4.611834]	[139, 160]	[4.611834, 9.465482]	[139, 160]	[27440609, 27440630]	[27440609, 27440630]
345_34789	chr8	30646185	30646585	+	626	27.0	[4.611834]	[111]	[5.088419]	[111]	[30646395]	[30646395]
345_3479	chr11	43689175	43689575	+	1000	308.0	[8.356634, 4.611834]	[102, 117]	[4.611834, 4.611834]	[102, 117]	[43689377, 43689392]	[43689377, 43689392]
345_34790	chr8	38023655	38024055	+	685	27.0	[4.611834]	[142]	[4.611834]	[142]	[38023883]	[38023883]
345_34793	chr8	67718390	67718790	+	670	27.0	[11.270045]	[164]	[11.270045]	[164]	[67718641]	[67718641]
345_34796	chr8	97775493	97775893	+	627	27.0	[4.611834, 11.270045]	[127, 130]	[4.611834, 11.270045]	[127, 130]	[97775715, 97775718]	[97775715, 97775718]
345_34797	chr8	98997858	98998258	+	631	27.0	[4.611834]	[98]	[5.088419]	[98]	[98998056]	[98998056]
345_34798	chr8	104589139	104589539	+	649	27.0	[4.611834]	[92]	[4.611834]	[92]	[104589325]	[104589325]
345_34799	chr8	125331797	125332197	+	580	27.0	[4.611834, 4.611834, 4.611834]	[88, 143, 163]	[4.611834, 4.611834, 4.611834]	[88, 143, 163]	[125331968, 125332023, 125332043]	[125331968, 125332023, 125332043]
345_348	chr1	65317846	65318246	+	1000	662.0	[4.611834, 9.465482, 9.465482]	[63, 74, 97]	[4.611834, 4.611834, 4.611834]	[63, 74, 97]	[65318003, 65318014, 65318037]	[65318003, 65318014, 65318037]
345_3480	chr11	62467754	62468154	+	1000	308.0	[4.611834]	[62]	[4.611834]	[62]	[62467910]	[62467910]
345_34800	chr8	127830021	127830421	+	625	27.0	[9.465482, 4.611834, 9.465482, 4.611834]	[55, 83, 91, 101]	[4.611834, 9.465482, 4.611834, 9.465482]	[55, 83, 91, 101]	[127830175, 127830203, 127830211, 127830221]	[127830175, 127830203, 127830211, 127830221]
345_34801	chr8	128152108	128152508	+	609	27.0	[4.611834]	[125]	[5.088419]	[125]	[128152319]	[128152319]
345_34803	chr8	142943816	142944216	+	660	27.0	[9.465482, 4.611834, 11.270045]	[102, 116, 126]	[4.611834, 4.611834, 11.270045]	[102, 116, 126]	[142944014, 142944028, 142944038]	[142944014, 142944028, 142944038]
345_34805	chr9	35096250	35096650	+	663	27.0	[4.611834, 4.611834]	[87, 128]	[4.611834, 4.611834]	[87, 128]	[35096437, 35096478]	[35096437, 35096478]
345_34806	chr9	35102986	35103386	+	664	27.0	[4.611834]	[127]	[4.611834]	[127]	[35103207]	[35103207]
345_34807	chr9	35657585	35657985	+	628	27.0	[4.611834, 4.611834]	[73, 139]	[4.611834, 4.611834]	[73, 139]	[35657752, 35657818]	[35657752, 35657818]
345_3481	chr17	37609210	37609610	+	1000	308.0	[4.611834, 4.611834, 11.270045, 11.270045]	[63, 90, 93, 100]	[4.611834, 4.611834, 11.270045, 11.270045]	[63, 90, 93, 100]	[37609371, 37609398, 37609401, 37609408]	[37609371, 37609398, 37609401, 37609408]
345_34810	chr9	38227002	38227402	+	641	27.0	[11.270045, 4.611834, 4.611834]	[122, 128, 156]	[11.270045, 4.611834, 4.611834]	[122, 128, 156]	[38227219, 38227225, 38227253]	[38227219, 38227225, 38227253]
345_34812	chr9	72111507	72111907	+	582	27.0	[11.270045]	[70]	[11.270045]	[70]	[72111667]	[72111667]
345_34813	chr9	91945256	91945656	+	599	27.0	[4.611834]	[154]	[4.611834]	[154]	[91945447]	[91945447]
345_34814	chr9	93036090	93036490	+	691	27.0	[4.611834]	[82]	[4.611834]	[82]	[93036269]	[93036269]
345_34817	chr9	98172486	98172886	+	600	27.0	[11.270045]	[109]	[11.270045]	[109]	[98172694]	[98172694]
345_3482	chr17	42493322	42493722	+	1000	308.0	[4.611834]	[91]	[4.611834]	[91]	[42493510]	[42493510]
345_34820	chr9	123556735	123557135	+	665	27.0	[4.611834]	[80]	[4.611834]	[80]	[123556896]	[123556896]
345_34822	chr9	130809812	130810212	+	667	27.0	[4.611834]	[151]	[4.611834]	[151]	[130809965]	[130809965]
345_34823	chr9	130823592	130823992	+	713	27.0	[4.611834, 4.611834]	[101, 107]	[9.465482, 8.356634]	[101, 107]	[130823792, 130823798]	[130823792, 130823798]
345_34826	chr9	130972872	130973272	+	707	27.0	[4.611834]	[78]	[4.611834]	[78]	[130973027]	[130973027]
345_34827	chr9	131003853	131004253	+	608	27.0	[4.611834]	[158]	[4.611834]	[158]	[131004053]	[131004053]
345_34828	chr9	131044424	131044824	+	612	27.0	[5.088419]	[175]	[4.611834]	[175]	[131044616]	[131044616]
345_34829	chr9	131048377	131048777	+	702	27.0	[4.611834]	[148]	[4.611834]	[148]	[131048559]	[131048559]
345_34831	chr9	131207904	131208304	+	673	27.0	[4.611834]	[213]	[4.611834]	[213]	[131208145]	[131208145]
345_34832	chr9	131232198	131232598	+	623	27.0	[4.611834]	[167]	[4.611834]	[167]	[131232446]	[131232446]
345_34834	chr9	136245111	136245511	+	719	27.0	[11.270045]	[69]	[11.270045]	[69]	[136245276]	[136245276]
345_34839	chrX	2457190	2457590	+	689	27.0	[4.611834]	[156]	[4.611834]	[156]	[2457404]	[2457404]
345_34840	chrX	13090488	13090888	+	710	27.0	[9.465482]	[120]	[4.611834]	[120]	[13090652]	[13090652]
345_34842	chrX	39627278	39627678	+	585	27.0	[4.611834, 4.611834, 4.611834]	[130, 154, 160]	[5.088419, 4.611834, 4.611834]	[130, 154, 160]	[39627455, 39627479, 39627485]	[39627455, 39627479, 39627485]
345_34843	chrX	39870238	39870638	+	722	27.0	[4.611834]	[128]	[5.088419]	[128]	[39870458]	[39870458]
345_34846	chrX	53229681	53230081	+	649	27.0	[4.611834, 4.611834, 4.611834]	[175, 178, 181]	[4.611834, 4.611834, 4.611834]	[175, 178, 181]	[53229925, 53229928, 53229931]	[53229925, 53229928, 53229931]
345_34847	chrX	75274019	75274419	+	632	27.0	[4.611834, 4.611834]	[131, 177]	[9.465482, 4.611834]	[131, 177]	[75274182, 75274228]	[75274182, 75274228]
345_34848	chrX	75965518	75965918	+	693	27.0	[4.611834, 4.611834]	[89, 120]	[4.611834, 4.611834]	[89, 120]	[75965701, 75965732]	[75965701, 75965732]
345_34849	chrX	109937311	109937711	+	685	27.0	[4.611834, 4.611834]	[109, 155]	[4.611834, 4.611834]	[109, 155]	[109937513, 109937559]	[109937513, 109937559]
345_3485	chr2	47336886	47337286	+	1000	308.0	[4.611834, 9.465482]	[94, 143]	[4.611834, 4.611834]	[94, 143]	[47337078, 47337127]	[47337078, 47337127]
345_34850	chrX	110238344	110238744	+	576	27.0	[4.611834, 4.611834]	[106, 160]	[4.611834, 5.088419]	[106, 160]	[110238536, 110238590]	[110238536, 110238590]
345_34851	chrX	134746240	134746640	+	543	27.0	[9.465482]	[122]	[4.611834]	[122]	[134746459]	[134746459]
345_34853	chr1	918622	919022	+	565	26.0	[9.465482, 4.611834]	[72, 138]	[4.611834, 4.611834]	[72, 138]	[918781, 918847]	[918781, 918847]
345_34854	chr1	1511031	1511431	+	581	26.0	[5.088419, 9.465482]	[146, 162]	[4.611834, 4.611834]	[146, 162]	[1511244, 1511260]	[1511244, 1511260]
345_34856	chr1	8693113	8693513	+	679	26.0	[9.465482, 4.611834, 9.465482]	[104, 117, 154]	[4.611834, 4.611834, 4.611834]	[104, 117, 154]	[8693292, 8693305, 8693342]	[8693292, 8693305, 8693342]
345_34857	chr1	11736335	11736735	+	643	26.0	[4.611834]	[108]	[4.611834]	[108]	[11736503]	[11736503]
345_34859	chr1	13612267	13612667	+	633	26.0	[11.270045, 8.356634]	[92, 145]	[11.270045, 4.611834]	[92, 145]	[13612450, 13612503]	[13612450, 13612503]
345_3486	chr20	2800754	2801154	+	1000	308.0	[4.611834]	[129]	[9.465482]	[129]	[2800979]	[2800979]
345_34860	chr1	15444416	15444816	+	649	26.0	[4.611834, 4.611834, 4.611834]	[62, 119, 125]	[4.611834, 4.611834, 4.611834]	[62, 119, 125]	[15444569, 15444626, 15444632]	[15444569, 15444626, 15444632]
345_34862	chr1	16617104	16617504	+	586	26.0	[4.611834]	[86]	[4.611834]	[86]	[16617286]	[16617286]
345_34863	chr1	17053764	17054164	+	688	26.0	[4.611834]	[94]	[5.088419]	[94]	[17053945]	[17053945]
345_34866	chr1	26077350	26077750	+	639	26.0	[4.611834, 4.611834]	[101, 141]	[8.356634, 4.611834]	[101, 141]	[26077537, 26077577]	[26077537, 26077577]
345_34867	chr1	26110775	26111175	+	633	26.0	[5.088419]	[188]	[4.611834]	[188]	[26111021]	[26111021]
345_34868	chr1	26268806	26269206	+	655	26.0	[4.611834, 4.611834]	[90, 134]	[9.465482, 5.088419]	[90, 134]	[26268990, 26269034]	[26268990, 26269034]
345_34869	chr1	26706148	26706548	+	577	26.0	[4.611834]	[179]	[4.611834]	[179]	[26706334]	[26706334]
345_34870	chr1	27793399	27793799	+	630	26.0	[4.611834]	[75]	[4.611834]	[75]	[27793558]	[27793558]
345_34875	chr1	33036001	33036401	+	686	26.0	[4.611834]	[111]	[8.356634]	[111]	[33036210]	[33036210]
345_34876	chr1	35516623	35517023	+	617	26.0	[4.611834, 4.611834]	[125, 134]	[4.611834, 8.356634]	[125, 134]	[35516823, 35516832]	[35516823, 35516832]
