#PeakID(python identify_motif.py ./ENCODE_processed_files/ZEB2_idr.fa ZEB2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
466_509	chr1	38815975	38816375	+	1000	179.5	[]	[]	[11.465191]	[98]	[]	[38816172]
466_510	chr1	173868560	173868960	+	1000	179.5	[11.465191]	[94]	[]	[]	[173868751]	[]
466_5101	chr1	209747691	209748091	+	1000	71.0	[11.465191]	[114]	[]	[]	[209747873]	[]
466_5103	chr10	21525388	21525788	+	1000	71.0	[6.975399]	[90]	[]	[]	[21525544]	[]
466_5104	chr10	71746522	71746922	+	1000	71.0	[6.9489045]	[117]	[6.9489045]	[117]	[71746733]	[71746733]
466_5110	chr12	93922400	93922800	+	1000	71.0	[11.465191]	[116]	[]	[]	[93922559]	[]
466_5124	chr19	10299557	10299957	+	1000	71.0	[]	[]	[6.53501]	[134]	[]	[10299711]
466_5131	chr2	169694455	169694855	+	1000	71.0	[11.465191]	[148]	[]	[]	[169694671]	[]
466_5142	chr22	39938524	39938924	+	1000	71.0	[11.465191]	[110]	[]	[]	[39938715]	[]
466_5145	chr3	186870734	186871134	+	1000	71.0	[]	[]	[11.465191, 11.465191]	[89, 112]	[]	[186870912, 186870935]
466_5147	chr4	6763516	6763916	+	1000	71.0	[]	[]	[11.465191]	[117]	[]	[6763684]
466_5149	chr5	69007713	69008113	+	1000	71.0	[]	[]	[11.465191]	[99]	[]	[69007909]
466_515	chr16	87461403	87461803	+	1000	179.0	[6.975399]	[72]	[6.53501]	[83]	[87461566]	[87461577]
466_5154	chr6	28864121	28864521	+	1000	71.0	[11.465191]	[97]	[]	[]	[28864315]	[]
466_5168	chr7	148914163	148914563	+	1000	71.0	[11.465191]	[179]	[]	[]	[148914412]	[]
466_519	chr6	157323344	157323744	+	1000	178.0	[]	[]	[6.672127]	[107]	[]	[157323539]
466_5198	chr16	88497728	88498128	+	1000	70.5	[6.672127]	[168]	[6.672127]	[93]	[88497974]	[88497899]
466_521	chr12	104598792	104599192	+	1000	177.5	[]	[]	[6.975399]	[168]	[]	[104599033]
466_5219	chr21	37018278	37018678	+	1000	70.5	[]	[]	[11.465191]	[155]	[]	[37018518]
466_522	chr19	41925286	41925686	+	1000	177.5	[]	[]	[11.465191]	[156]	[]	[41925514]
466_5220	chr22	20157046	20157446	+	1000	70.5	[]	[]	[11.465191]	[142]	[]	[20157217]
466_524	chr7	98548004	98548404	+	1000	177.5	[6.975399, 6.975399, 6.975399, 6.975399]	[128, 160, 188, 216]	[]	[]	[98548157, 98548189, 98548217, 98548245]	[]
466_5240	chr6	32967442	32967842	+	1000	70.5	[]	[]	[11.465191]	[189]	[]	[32967681]
466_5265	chr1	39886788	39887188	+	1000	70.0	[]	[]	[11.465191]	[169]	[]	[39887023]
466_5293	chr12	1500098	1500498	+	1000	70.0	[]	[]	[11.465191]	[101]	[]	[1500290]
466_530	chr2	170462628	170463028	+	1000	176.5	[]	[]	[6.975399, 11.465191]	[68, 94]	[]	[170462794, 170462820]
466_5300	chr17	12438823	12439223	+	1000	70.0	[11.465191]	[87]	[]	[]	[12439005]	[]
466_5305	chr18	21600572	21600972	+	1000	70.0	[6.975399]	[137]	[]	[]	[21600785]	[]
466_5308	chr19	10568293	10568693	+	1000	70.0	[11.465191]	[135]	[]	[]	[10568510]	[]
466_5309	chr19	19320299	19320699	+	1000	70.0	[6.975399]	[91]	[]	[]	[19320460]	[]
466_5310	chr19	34319844	34320244	+	1000	70.0	[11.465191]	[129]	[]	[]	[34320070]	[]
466_5318	chr20	44966090	44966490	+	1000	70.0	[]	[]	[6.975399]	[80]	[]	[44966242]
466_5325	chr3	129119592	129119992	+	1000	70.0	[]	[]	[6.975399]	[89]	[]	[129119778]
466_5330	chr5	61408484	61408884	+	1000	70.0	[]	[]	[6.975399]	[73]	[]	[61408654]
466_5336	chr6	7692133	7692533	+	1000	70.0	[]	[]	[11.465191]	[106]	[]	[7692331]
466_5345	chr6	111259178	111259578	+	1000	70.0	[11.465191]	[141]	[]	[]	[111259365]	[]
466_5349	chr7	5526459	5526859	+	1000	70.0	[]	[]	[6.53501]	[180]	[]	[5526688]
466_5357	chr7	159006762	159007162	+	1000	70.0	[11.465191]	[51]	[11.465191, 6.975399]	[78, 91]	[159006913]	[159006940, 159006953]
466_5361	chr9	94726562	94726962	+	1000	70.0	[]	[]	[6.975399]	[113]	[]	[94726749]
466_5364	chrX	131830702	131831102	+	1000	70.0	[]	[]	[6.975399]	[115]	[]	[131830860]
466_5373	chr10	50393251	50393651	+	1000	69.5	[6.975399]	[118]	[]	[]	[50393459]	[]
466_5377	chr11	34371450	34371850	+	1000	69.5	[6.9489045]	[117]	[6.9489045]	[117]	[34371640]	[34371640]
466_5378	chr11	45997547	45997947	+	1000	69.5	[6.975399]	[75]	[]	[]	[45997699]	[]
466_5381	chr12	44948635	44949035	+	1000	69.5	[]	[]	[6.53501]	[66]	[]	[44948795]
466_5388	chr13	41463876	41464276	+	1000	69.5	[]	[]	[6.672127]	[124]	[]	[41464043]
466_5389	chr14	64986865	64987265	+	1000	69.5	[]	[]	[11.465191]	[135]	[]	[64987095]
466_540	chr7	66922224	66922624	+	1000	175.5	[6.53501]	[150]	[]	[]	[66922469]	[]
466_5400	chr19	50334066	50334466	+	1000	69.5	[6.53501, 6.975399]	[159, 163]	[]	[]	[50334300, 50334304]	[]
466_5405	chr21	37378591	37378991	+	1000	69.5	[]	[]	[6.53501]	[78]	[]	[37378759]
466_5406	chr22	20010525	20010925	+	1000	69.5	[]	[]	[6.53501]	[151]	[]	[20010700]
466_541	chr2	11753485	11753885	+	1000	175.0	[]	[]	[6.975399]	[84]	[]	[11753667]
466_5416	chr3	171806498	171806898	+	1000	69.5	[6.975399]	[148]	[]	[]	[171806729]	[]
466_5429	chr7	5494711	5495111	+	1000	69.5	[11.465191]	[132]	[11.465191]	[141]	[5494932]	[5494941]
466_5457	chr1	212286300	212286700	+	1000	69.0	[11.465191, 11.465191]	[198, 241]	[]	[]	[212286505, 212286548]	[]
466_5458	chr10	13115762	13116162	+	1000	69.0	[]	[]	[6.975399]	[147]	[]	[13116003]
466_5468	chr11	62393283	62393683	+	1000	69.0	[]	[]	[11.465191]	[117]	[]	[62393478]
466_5470	chr11	73143262	73143662	+	1000	69.0	[]	[]	[6.53501]	[96]	[]	[73143429]
466_5472	chr11	88337382	88337782	+	1000	69.0	[11.465191]	[68]	[11.465191, 6.53501, 11.465191]	[81, 102, 115]	[88337544]	[88337557, 88337578, 88337591]
466_5480	chr13	93321156	93321556	+	1000	69.0	[]	[]	[6.975399, 6.975399]	[125, 151]	[]	[93321372, 93321398]
466_5484	chr16	30395718	30396118	+	1000	69.0	[]	[]	[11.465191, 6.975399]	[66, 99]	[]	[30395871, 30395904]
466_5495	chr2	159286419	159286819	+	1000	69.0	[11.465191, 6.9489045]	[67, 127]	[6.9489045, 11.465191]	[127, 138]	[159286580, 159286640]	[159286640, 159286651]
466_5502	chr3	9395929	9396329	+	1000	69.0	[]	[]	[11.465191]	[70]	[]	[9396081]
466_5507	chr3	196279324	196279724	+	1000	69.0	[6.53501]	[176]	[]	[]	[196279563]	[]
466_5516	chr6	31702373	31702773	+	1000	69.0	[6.672127]	[222]	[]	[]	[31702615]	[]
466_5518	chr6	37051411	37051811	+	1000	69.0	[]	[]	[11.465191]	[159]	[]	[37051642]
466_552	chr20	35954288	35954688	+	1000	174.0	[6.975399, 6.672127]	[63, 140]	[]	[]	[35954445, 35954522]	[]
466_5525	chr7	76314145	76314545	+	1000	69.0	[6.672127]	[111]	[]	[]	[76314322]	[]
466_554	chr22	40055550	40055950	+	1000	174.0	[11.465191]	[134]	[]	[]	[40055777]	[]
466_5544	chr1	9909416	9909816	+	1000	68.5	[]	[]	[11.465191, 6.975399]	[124, 146]	[]	[9909600, 9909622]
466_5551	chr1	99849934	99850334	+	1000	68.5	[11.465191]	[83]	[6.672127]	[120]	[99850116]	[99850153]
466_5554	chr1	155077317	155077717	+	1000	68.5	[11.465191]	[71]	[]	[]	[155077486]	[]
466_5561	chr11	5243222	5243622	+	1000	68.5	[6.975399]	[201]	[]	[]	[5243447]	[]
466_5563	chr11	72787246	72787646	+	1000	68.5	[]	[]	[11.465191, 11.465191]	[95, 152]	[]	[72787427, 72787484]
466_5574	chr15	72375848	72376248	+	1000	68.5	[6.9489045, 6.9489045]	[76, 127]	[6.9489045, 11.465191, 6.9489045]	[76, 92, 127]	[72376007, 72376058]	[72376007, 72376023, 72376058]
466_559	chr14	101677963	101678363	+	1000	173.5	[]	[]	[11.465191]	[132]	[]	[101678192]
466_5604	chr21	35106254	35106654	+	1000	68.5	[6.9489045]	[134]	[6.9489045]	[134]	[35106429]	[35106429]
466_5605	chr21	41878363	41878763	+	1000	68.5	[11.465191, 11.465191, 11.465191]	[88, 112, 173]	[]	[]	[41878524, 41878548, 41878609]	[]
466_5611	chr3	43671177	43671577	+	1000	68.5	[]	[]	[6.53501]	[154]	[]	[43671426]
466_5632	chr6	125076218	125076618	+	1000	68.5	[6.975399]	[147]	[]	[]	[125076442]	[]
466_5641	chr7	157387162	157387562	+	1000	68.5	[6.9489045]	[114]	[6.9489045]	[114]	[157387355]	[157387355]
466_5650	chr9	128099424	128099824	+	1000	68.5	[6.975399]	[124]	[]	[]	[128099642]	[]
466_5651	chr9	128191531	128191931	+	1000	68.5	[]	[]	[11.465191]	[79]	[]	[128191701]
466_5658	chrX	15492973	15493373	+	1000	68.5	[6.53501, 11.465191]	[83, 133]	[6.975399]	[109]	[15493153, 15493203]	[15493179]
466_5659	chrX	130166158	130166558	+	1000	68.5	[]	[]	[11.465191]	[138]	[]	[130166390]
466_5663	chr1	40774182	40774582	+	1000	68.0	[11.465191]	[112]	[]	[]	[40774384]	[]
466_5665	chr1	59427200	59427600	+	1000	68.0	[]	[]	[11.465191]	[53]	[]	[59427351]
466_5680	chr11	61800590	61800990	+	1000	68.0	[11.465191]	[105]	[6.672127]	[141]	[61800774]	[61800810]
466_5685	chr12	56377262	56377662	+	1000	68.0	[]	[]	[6.53501]	[94]	[]	[56377455]
466_5687	chr12	57752361	57752761	+	1000	68.0	[6.9489045, 6.9489045]	[70, 123]	[6.9489045, 6.9489045]	[70, 123]	[57752521, 57752574]	[57752521, 57752574]
466_5696	chr15	90934316	90934716	+	1000	68.0	[6.672127]	[83]	[11.465191]	[149]	[90934481]	[90934547]
466_5699	chr16	31033076	31033476	+	1000	68.0	[6.9489045, 6.9489045]	[70, 126]	[6.9489045, 6.9489045]	[70, 126]	[31033240, 31033296]	[31033240, 31033296]
466_5704	chr17	21126789	21127189	+	1000	68.0	[]	[]	[6.975399]	[120]	[]	[21126989]
466_5705	chr17	42315526	42315926	+	1000	68.0	[]	[]	[6.975399]	[80]	[]	[42315696]
466_5714	chr18	35290121	35290521	+	1000	68.0	[]	[]	[6.672127]	[146]	[]	[35290352]
466_5717	chr19	2636799	2637199	+	1000	68.0	[11.465191, 11.465191, 11.465191, 11.465191, 11.465191, 11.465191]	[75, 85, 103, 121, 149, 159]	[]	[]	[2636955, 2636965, 2636983, 2637001, 2637029, 2637039]	[]
466_5727	chr3	4999636	5000036	+	1000	68.0	[6.9489045]	[84]	[6.9489045]	[84]	[4999811]	[4999811]
466_5729	chr3	12194619	12195019	+	1000	68.0	[11.465191]	[101]	[]	[]	[12194796]	[]
466_5730	chr3	49021599	49021999	+	1000	68.0	[]	[]	[11.465191, 11.465191]	[86, 105]	[]	[49021763, 49021782]
466_5731	chr3	194323808	194324208	+	1000	68.0	[6.672127]	[186]	[]	[]	[194324032]	[]
466_5733	chr4	75723889	75724289	+	1000	68.0	[6.975399]	[67]	[]	[]	[75724053]	[]
466_5740	chr5	132557408	132557808	+	1000	68.0	[]	[]	[11.465191]	[102]	[]	[132557561]
466_5748	chr6	35297545	35297945	+	1000	68.0	[]	[]	[11.465191]	[134]	[]	[35297744]
466_5751	chr6	49462982	49463382	+	1000	68.0	[11.465191]	[110]	[]	[]	[49463165]	[]
466_5755	chr6	161225862	161226262	+	1000	68.0	[6.53501]	[72]	[]	[]	[161226018]	[]
466_5758	chr7	45001215	45001615	+	1000	68.0	[]	[]	[11.465191]	[112]	[]	[45001420]
466_5760	chr7	76393233	76393633	+	1000	68.0	[11.465191]	[99]	[11.465191]	[157]	[76393402]	[76393460]
466_5762	chr7	112573721	112574121	+	1000	68.0	[]	[]	[6.53501]	[150]	[]	[112573953]
466_5765	chr7	158740829	158741229	+	1000	68.0	[6.53501]	[102]	[]	[]	[158741025]	[]
466_5767	chr8	140457295	140457695	+	1000	68.0	[]	[]	[11.465191, 11.465191, 11.465191]	[92, 131, 155]	[]	[140457459, 140457498, 140457522]
466_577	chr11	65636125	65636525	+	1000	171.5	[11.465191]	[79]	[11.465191]	[94]	[65636290]	[65636305]
466_5773	chr9	131273127	131273527	+	1000	68.0	[6.9489045]	[70]	[6.9489045]	[70]	[131273295]	[131273295]
466_578	chr14	34043663	34044063	+	1000	171.5	[]	[]	[6.53501]	[113]	[]	[34043858]
466_5784	chr1	115648912	115649312	+	1000	67.5	[]	[]	[11.465191]	[65]	[]	[115649075]
466_580	chr2	108621098	108621498	+	1000	171.5	[]	[]	[11.465191]	[90]	[]	[108621250]
466_5807	chr16	15899634	15900034	+	1000	67.5	[]	[]	[11.465191]	[102]	[]	[15899835]
466_5811	chr16	68724815	68725215	+	1000	67.5	[11.465191]	[71]	[]	[]	[68724977]	[]
466_5816	chr18	9914942	9915342	+	1000	67.5	[6.672127]	[200]	[]	[]	[9915160]	[]
466_582	chr6	108559037	108559437	+	1000	171.5	[6.975399]	[148]	[6.672127]	[141]	[108559272]	[108559265]
466_5823	chr2	73980999	73981399	+	1000	67.5	[6.9489045]	[124]	[6.9489045]	[124]	[73981169]	[73981169]
466_5828	chr2	156399998	156400398	+	1000	67.5	[6.9489045]	[115]	[6.9489045, 6.975399]	[115, 164]	[156400169]	[156400169, 156400218]
466_583	chr7	128827174	128827574	+	1000	171.5	[]	[]	[11.465191, 11.465191]	[84, 126]	[]	[128827342, 128827384]
466_585	chr9	116395375	116395775	+	1000	171.5	[]	[]	[11.465191]	[68]	[]	[116395535]
466_5853	chr6	43524462	43524862	+	1000	67.5	[6.975399]	[70]	[6.975399]	[66]	[43524625]	[43524621]
466_5855	chr6	119349479	119349879	+	1000	67.5	[]	[]	[11.465191]	[104]	[]	[119349679]
466_586	chr1	26862752	26863152	+	1000	171.0	[]	[]	[11.465191]	[95]	[]	[26862936]
466_5865	chr1	1433176	1433576	+	1000	67.0	[11.465191]	[114]	[6.672127]	[75]	[1433378]	[1433339]
466_5866	chr1	25875066	25875466	+	1000	67.0	[]	[]	[11.465191]	[149]	[]	[25875309]
466_5870	chr1	61253367	61253767	+	1000	67.0	[]	[]	[11.465191]	[169]	[]	[61253607]
466_5878	chr1	193059170	193059570	+	1000	67.0	[11.465191]	[166]	[]	[]	[193059410]	[]
466_5884	chr1	247855232	247855632	+	1000	67.0	[11.465191]	[147]	[]	[]	[247855469]	[]
466_590	chr5	10353606	10354006	+	1000	171.0	[11.465191, 11.465191]	[97, 111]	[]	[]	[10353786, 10353800]	[]
466_5906	chr16	25258027	25258427	+	1000	67.0	[6.975399]	[114]	[]	[]	[25258234]	[]
466_5907	chr16	85601327	85601727	+	1000	67.0	[]	[]	[6.975399]	[103]	[]	[85601507]
466_592	chr6	43937329	43937729	+	1000	171.0	[11.465191]	[117]	[]	[]	[43937540]	[]
466_5922	chr19	45779176	45779576	+	1000	67.0	[11.465191, 6.672127]	[108, 119]	[]	[]	[45779357, 45779368]	[]
466_5933	chr21	35206070	35206470	+	1000	67.0	[11.465191]	[169]	[]	[]	[35206296]	[]
466_5938	chr3	5426354	5426754	+	1000	67.0	[6.672127]	[72]	[6.53501]	[95]	[5426512]	[5426535]
466_5943	chr3	143001306	143001706	+	1000	67.0	[6.9489045]	[143]	[6.9489045]	[143]	[143001481]	[143001481]
466_5944	chr3	196942331	196942731	+	1000	67.0	[6.672127]	[73]	[]	[]	[196942494]	[]
466_5945	chr4	102869033	102869433	+	1000	67.0	[]	[]	[6.975399]	[61]	[]	[102869185]
466_5948	chr5	96734146	96734546	+	1000	67.0	[]	[]	[6.53501]	[138]	[]	[96734375]
466_5956	chr6	135498327	135498727	+	1000	67.0	[6.672127]	[92]	[]	[]	[135498510]	[]
466_5957	chr7	7100292	7100692	+	1000	67.0	[]	[]	[6.975399]	[89]	[]	[7100444]
466_596	chr5	43197540	43197940	+	1000	170.5	[11.465191]	[98]	[]	[]	[43197726]	[]
466_5964	chr7	140403993	140404393	+	1000	67.0	[6.975399]	[103]	[6.975399, 11.465191]	[136, 147]	[140404182]	[140404215, 140404226]
466_5967	chr8	124655327	124655727	+	1000	67.0	[]	[]	[11.465191]	[77]	[]	[124655484]
466_5969	chr9	99906875	99907275	+	1000	67.0	[]	[]	[11.465191]	[136]	[]	[99907096]
466_5983	chr1	93446756	93447156	+	1000	66.5	[11.465191]	[84]	[6.975399]	[97]	[93446934]	[93446947]
466_5988	chr1	208189100	208189500	+	1000	66.5	[6.975399]	[141]	[]	[]	[208189321]	[]
466_5994	chr10	75409221	75409621	+	1000	66.5	[11.465191, 6.975399]	[65, 93]	[6.975399]	[128]	[75409375, 75409403]	[75409438]
466_5995	chr10	95266720	95267120	+	1000	66.5	[]	[]	[6.53501]	[126]	[]	[95266931]
466_5999	chr11	66592616	66593016	+	1000	66.5	[11.465191]	[117]	[]	[]	[66592830]	[]
466_60	chr6	136550371	136550771	+	1000	417.0	[]	[]	[11.465191]	[123]	[]	[136550587]
466_6001	chr11	112086414	112086814	+	1000	66.5	[11.465191]	[197]	[]	[]	[112086637]	[]
466_6017	chr15	90059672	90060072	+	1000	66.5	[11.465191, 6.975399]	[159, 167]	[6.672127]	[124]	[90059901, 90059909]	[90059866]
466_6026	chr17	45135606	45136006	+	1000	66.5	[11.465191, 6.53501]	[126, 151]	[]	[]	[45135828, 45135853]	[]
466_6037	chr2	96951158	96951558	+	1000	66.5	[6.53501, 11.465191]	[95, 120]	[]	[]	[96951351, 96951376]	[]
466_6058	chr6	2903018	2903418	+	1000	66.5	[11.465191, 6.53501]	[150, 157]	[]	[]	[2903198, 2903205]	[]
466_6061	chr6	13873757	13874157	+	1000	66.5	[]	[]	[11.465191]	[118]	[]	[13873968]
466_6063	chr6	26021647	26022047	+	1000	66.5	[6.53501]	[181]	[]	[]	[26021891]	[]
466_6076	chr6	143060358	143060758	+	1000	66.5	[11.465191]	[152]	[]	[]	[143060579]	[]
466_6077	chr7	1043981	1044381	+	1000	66.5	[6.975399]	[95]	[11.465191]	[89]	[1044154]	[1044148]
466_6079	chr7	8131970	8132370	+	1000	66.5	[11.465191]	[88]	[]	[]	[8132157]	[]
466_6088	chr7	148940660	148941060	+	1000	66.5	[6.9489045]	[93]	[6.9489045]	[93]	[148940813]	[148940813]
466_6089	chr7	152382222	152382622	+	1000	66.5	[6.975399]	[136]	[]	[]	[152382447]	[]
466_610	chr19	3520559	3520959	+	1000	169.0	[11.465191]	[101]	[]	[]	[3520750]	[]
466_6105	chr1	19479323	19479723	+	1000	66.0	[6.53501]	[132]	[]	[]	[19479513]	[]
466_6107	chr1	61204562	61204962	+	1000	66.0	[11.465191]	[149]	[]	[]	[61204788]	[]
466_6109	chr1	92957036	92957436	+	1000	66.0	[]	[]	[11.465191]	[98]	[]	[92957230]
466_6118	chr11	61964642	61965042	+	1000	66.0	[6.9489045, 11.465191]	[92, 122]	[6.9489045, 6.975399]	[92, 134]	[61964820, 61964850]	[61964820, 61964862]
466_613	chr12	103957028	103957428	+	1000	168.5	[6.9489045]	[147]	[6.9489045]	[147]	[103957267]	[103957267]
466_6131	chr15	58077471	58077871	+	1000	66.0	[]	[]	[11.465191]	[128]	[]	[58077699]
466_616	chr2	183078617	183079017	+	1000	168.5	[6.975399, 6.975399]	[95, 132]	[]	[]	[183078811, 183078848]	[]
466_6164	chr22	22201121	22201521	+	1000	66.0	[]	[]	[11.465191]	[134]	[]	[22201318]
466_6167	chr3	39406579	39406979	+	1000	66.0	[6.975399]	[90]	[]	[]	[39406731]	[]
466_6168	chr3	45105866	45106266	+	1000	66.0	[6.975399]	[179]	[]	[]	[45106114]	[]
466_6177	chr4	83013040	83013440	+	1000	66.0	[]	[]	[6.53501]	[111]	[]	[83013249]
466_6188	chr5	140175726	140176126	+	1000	66.0	[]	[]	[6.672127]	[119]	[]	[140175929]
466_619	chr12	49092107	49092507	+	1000	168.0	[11.465191]	[114]	[]	[]	[49092293]	[]
466_6203	chr7	44638983	44639383	+	1000	66.0	[]	[]	[11.465191]	[166]	[]	[44639191]
466_6205	chr7	92134460	92134860	+	1000	66.0	[6.975399]	[173]	[]	[]	[92134663]	[]
466_6215	chr8	89756943	89757343	+	1000	66.0	[11.465191]	[164]	[]	[]	[89757160]	[]
466_6222	chr1	41881997	41882397	+	1000	65.5	[]	[]	[11.465191]	[120]	[]	[41882185]
466_6234	chr1	231211341	231211741	+	1000	65.5	[6.672127, 11.465191]	[59, 115]	[]	[]	[231211499, 231211555]	[]
466_6240	chr10	86752335	86752735	+	1000	65.5	[]	[]	[11.465191]	[156]	[]	[86752553]
466_6242	chr11	18322078	18322478	+	1000	65.5	[6.9489045]	[80]	[6.9489045]	[80]	[18322250]	[18322250]
466_6244	chr11	83156399	83156799	+	1000	65.5	[11.465191]	[171]	[]	[]	[83156630]	[]
466_6247	chr11	129930306	129930706	+	1000	65.5	[6.975399]	[132]	[11.465191]	[117]	[129930531]	[129930516]
466_6256	chr17	15999443	15999843	+	1000	65.5	[6.975399]	[121]	[]	[]	[15999657]	[]
466_6257	chr17	41528140	41528540	+	1000	65.5	[11.465191]	[93]	[]	[]	[41528320]	[]
466_6259	chr17	42518966	42519366	+	1000	65.5	[11.465191]	[63]	[]	[]	[42519126]	[]
466_626	chr2	10369802	10370202	+	1000	168.0	[6.975399]	[98]	[]	[]	[10369989]	[]
466_627	chr2	46439562	46439962	+	1000	168.0	[11.465191]	[114]	[]	[]	[46439769]	[]
466_6277	chr2	170143014	170143414	+	1000	65.5	[]	[]	[6.672127]	[171]	[]	[170143256]
466_6280	chr20	36951339	36951739	+	1000	65.5	[11.465191]	[108]	[]	[]	[36951494]	[]
466_6281	chr20	62237991	62238391	+	1000	65.5	[11.465191, 11.465191]	[79, 110]	[]	[]	[62238160, 62238191]	[]
466_6290	chr3	141487678	141488078	+	1000	65.5	[11.465191]	[80]	[]	[]	[141487857]	[]
466_6301	chr6	7389665	7390065	+	1000	65.5	[6.9489045]	[174]	[6.9489045]	[174]	[7389863]	[7389863]
466_6316	chr6	144063877	144064277	+	1000	65.5	[]	[]	[6.53501]	[167]	[]	[144064127]
466_6319	chr7	107891124	107891524	+	1000	65.5	[]	[]	[6.53501]	[84]	[]	[107891302]
466_6323	chr8	18083761	18084161	+	1000	65.5	[11.465191, 11.465191]	[87, 111]	[]	[]	[18083914, 18083938]	[]
466_6329	chr1	9428769	9429169	+	1000	65.0	[]	[]	[6.672127]	[118]	[]	[9428976]
466_6333	chr1	45521883	45522283	+	1000	65.0	[]	[]	[6.672127]	[78]	[]	[45522043]
466_6335	chr1	53838355	53838755	+	1000	65.0	[]	[]	[11.465191]	[101]	[]	[53838550]
466_6336	chr1	54355918	54356318	+	1000	65.0	[6.53501]	[74]	[]	[]	[54356088]	[]
466_634	chr11	119030606	119031006	+	1000	167.5	[6.975399]	[153]	[11.465191]	[121]	[119030846]	[119030814]
466_6364	chr15	41972651	41973051	+	1000	65.0	[]	[]	[6.672127, 11.465191]	[55, 117]	[]	[41972802, 41972864]
466_6374	chr17	37489143	37489543	+	1000	65.0	[6.975399]	[142]	[]	[]	[37489348]	[]
466_639	chr5	10734080	10734480	+	1000	167.5	[11.465191]	[157]	[]	[]	[10734319]	[]
466_6402	chr21	34722707	34723107	+	1000	65.0	[]	[]	[6.53501, 11.465191, 6.975399]	[91, 121, 140]	[]	[34722883, 34722913, 34722932]
466_6406	chr22	21753601	21754001	+	1000	65.0	[]	[]	[11.465191]	[85]	[]	[21753785]
466_6408	chr22	22178999	22179399	+	1000	65.0	[11.465191]	[130]	[]	[]	[22179223]	[]
466_6417	chr4	53366030	53366430	+	1000	65.0	[]	[]	[11.465191]	[107]	[]	[53366210]
466_642	chr15	91033069	91033469	+	1000	167.0	[11.465191]	[163]	[11.465191, 6.975399]	[100, 109]	[91033314]	[91033251, 91033260]
466_6422	chr5	95962059	95962459	+	1000	65.0	[]	[]	[6.672127]	[126]	[]	[95962250]
466_6427	chr5	149930672	149931072	+	1000	65.0	[11.465191]	[152]	[]	[]	[149930833]	[]
466_6445	chr7	20217373	20217773	+	1000	65.0	[6.672127]	[78]	[11.465191, 11.465191]	[136, 163]	[20217535]	[20217593, 20217620]
466_6451	chr8	89759302	89759702	+	1000	65.0	[11.465191]	[156]	[]	[]	[89759507]	[]
466_6455	chr1	25549642	25550042	+	1000	64.5	[]	[]	[11.465191]	[79]	[]	[25549803]
466_6456	chr1	32650257	32650657	+	1000	64.5	[6.53501]	[128]	[]	[]	[32650422]	[]
466_6466	chr1	156178200	156178600	+	1000	64.5	[6.53501]	[163]	[11.465191]	[169]	[156178437]	[156178443]
466_6470	chr1	206635454	206635854	+	1000	64.5	[]	[]	[6.53501]	[160]	[]	[206635639]
466_6488	chr14	19372797	19373197	+	1000	64.5	[11.465191]	[143]	[]	[]	[19372985]	[]
466_6490	chr15	75043032	75043432	+	1000	64.5	[11.465191]	[113]	[]	[]	[75043240]	[]
466_6515	chr2	168802411	168802811	+	1000	64.5	[]	[]	[6.53501]	[107]	[]	[168802613]
466_6524	chr22	21593806	21594206	+	1000	64.5	[11.465191]	[81]	[]	[]	[21593976]	[]
466_6547	chr6	30877683	30878083	+	1000	64.5	[11.465191]	[121]	[]	[]	[30877874]	[]
466_6571	chr9	113401081	113401481	+	1000	64.5	[6.672127]	[133]	[]	[]	[113401301]	[]
466_6573	chr9	124913350	124913750	+	1000	64.5	[]	[]	[11.465191]	[190]	[]	[124913590]
466_6575	chrX	11386234	11386634	+	1000	64.5	[]	[]	[11.465191]	[126]	[]	[11386446]
466_658	chr17	32342008	32342408	+	1000	165.5	[11.465191]	[134]	[]	[]	[32342238]	[]
466_6580	chr1	21906890	21907290	+	1000	64.0	[11.465191, 11.465191]	[153, 160]	[]	[]	[21907045, 21907052]	[]
466_6587	chr1	44896338	44896738	+	1000	64.0	[6.53501]	[149]	[]	[]	[44896560]	[]
466_6591	chr1	159924297	159924697	+	1000	64.0	[]	[]	[6.975399]	[171]	[]	[159924516]
466_6597	chr10	22003698	22004098	+	1000	64.0	[6.975399]	[138]	[]	[]	[22003898]	[]
466_6600	chr10	69334162	69334562	+	1000	64.0	[]	[]	[11.465191]	[120]	[]	[69334376]
466_6611	chr11	117143929	117144329	+	1000	64.0	[11.465191]	[162]	[]	[]	[117144160]	[]
466_6614	chr12	64221871	64222271	+	1000	64.0	[]	[]	[11.465191]	[116]	[]	[64222055]
466_6617	chr12	111741371	111741771	+	1000	64.0	[11.465191]	[75]	[]	[]	[111741537]	[]
466_6622	chr15	63048652	63049052	+	1000	64.0	[11.465191, 11.465191]	[95, 104]	[]	[]	[63048829, 63048838]	[]
466_6624	chr16	1941899	1942299	+	1000	64.0	[11.465191]	[107]	[]	[]	[1942105]	[]
466_6643	chr2	96260745	96261145	+	1000	64.0	[6.53501]	[212]	[]	[]	[96260972]	[]
466_6645	chr2	159130284	159130684	+	1000	64.0	[]	[]	[6.53501]	[148]	[]	[159130528]
