#PeakID(python scan_motif.py ./ENCODE_processed_files/RUNX1_idr.fa RUNX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
39_8360	chr8	90231235	90231635	+	1000	42.0	[10.586677, 12.064187]	[87, 159]	[8.329008]	[170]	[90231400, 90231472]	[90231483]
39_8362	chr8	100953175	100953575	+	1000	42.0	[]	[]	[8.892592]	[117]	[]	[100953339]
39_8371	chr9	34150115	34150515	+	1000	42.0	[10.370103]	[168]	[]	[]	[34150329]	[]
39_8374	chr9	95411564	95411964	+	1000	42.0	[7.151105]	[71]	[]	[]	[95411728]	[]
39_838	chr1	44775397	44775797	+	1000	79.0	[8.502309]	[75]	[]	[]	[44775566]	[]
39_8382	chr9	130813817	130814217	+	1000	42.0	[8.892592]	[97]	[7.7944894]	[68]	[130814002]	[130813973]
39_8385	chr9	130953481	130953881	+	1000	42.0	[]	[]	[7.748347, 10.370103, 8.329008]	[102, 140, 188]	[]	[130953636, 130953674, 130953722]
39_8387	chr9	131049362	131049762	+	1000	42.0	[]	[]	[7.2151175]	[134]	[]	[131049558]
39_8388	chr9	131189588	131189988	+	1000	42.0	[9.738007]	[98]	[]	[]	[131189767]	[]
39_8390	chr9	133869601	133870001	+	1000	42.0	[]	[]	[8.909202, 8.017088]	[117, 131]	[]	[133869814, 133869828]
39_8393	chrUn_GL000214v1	116968	117368	+	1000	42.0	[7.2151175]	[74]	[]	[]	[117141]	[]
39_8394	chrUn_KI270754v1	34747	35147	+	1000	42.0	[]	[]	[7.397283]	[81]	[]	[34927]
39_8395	chrX	71131496	71131896	+	1000	42.0	[]	[]	[8.329008]	[104]	[]	[71131688]
39_8396	chrX	115322281	115322681	+	1000	42.0	[]	[]	[8.260495]	[148]	[]	[115322528]
39_8398	chrX	154123767	154124167	+	1000	42.0	[]	[]	[8.892592, 8.329008, 8.892592, 10.586677, 8.892592]	[62, 67, 74, 86, 93]	[]	[154123927, 154123932, 154123939, 154123951, 154123958]
39_8399	chr1	1208857	1209257	+	1000	41.0	[12.064187]	[161]	[]	[]	[1209081]	[]
39_8401	chr1	2199377	2199777	+	1000	41.0	[9.738007]	[208]	[]	[]	[2199627]	[]
39_8402	chr1	2230943	2231343	+	1000	41.0	[8.260495]	[185]	[]	[]	[2231153]	[]
39_8403	chr1	5993612	5994012	+	1000	41.0	[7.7944894]	[127]	[]	[]	[5993802]	[]
39_8404	chr1	6438033	6438433	+	1000	41.0	[10.370103]	[69]	[]	[]	[6438190]	[]
39_8406	chr1	11749138	11749538	+	1000	41.0	[8.892592]	[65]	[8.260495]	[156]	[11749296]	[11749387]
39_841	chr12	110093916	110094316	+	1000	79.0	[]	[]	[10.370103]	[100]	[]	[110094115]
39_8411	chr1	16604880	16605280	+	1000	41.0	[8.892592]	[79]	[]	[]	[16605049]	[]
39_8412	chr1	17013892	17014292	+	1000	41.0	[10.586677, 8.892592]	[128, 147]	[]	[]	[17014067, 17014086]	[]
39_8413	chr1	17494251	17494651	+	1000	41.0	[]	[]	[8.892592]	[190]	[]	[17494486]
39_8419	chr1	23479045	23479445	+	1000	41.0	[7.151105]	[124]	[]	[]	[23479218]	[]
39_8421	chr1	26126367	26126767	+	1000	41.0	[12.064187]	[107]	[7.2151175]	[149]	[26126574]	[26126616]
39_8424	chr1	26966863	26967263	+	1000	41.0	[7.151105]	[113]	[]	[]	[26967063]	[]
39_8425	chr1	27102641	27103041	+	1000	41.0	[12.064187]	[168]	[8.260495]	[197]	[27102854]	[27102883]
39_8426	chr1	27300672	27301072	+	1000	41.0	[8.329008]	[205]	[]	[]	[27300890]	[]
39_8427	chr1	28112716	28113116	+	1000	41.0	[10.586677]	[94]	[]	[]	[28112907]	[]
39_8433	chr1	39653501	39653901	+	1000	41.0	[8.017088]	[147]	[]	[]	[39653735]	[]
39_8436	chr1	43763494	43763894	+	1000	41.0	[]	[]	[7.2151175]	[121]	[]	[43763645]
39_844	chr2	157261331	157261731	+	1000	79.0	[8.892592]	[78]	[]	[]	[157261506]	[]
39_8440	chr1	51877872	51878272	+	1000	41.0	[]	[]	[8.329008]	[175]	[]	[51878105]
39_8441	chr1	54409406	54409806	+	1000	41.0	[]	[]	[10.370103]	[113]	[]	[54409615]
39_8444	chr1	62436035	62436435	+	1000	41.0	[8.892592]	[79]	[]	[]	[62436190]	[]
39_8447	chr1	101257870	101258270	+	1000	41.0	[12.064187]	[189]	[]	[]	[101258112]	[]
39_8449	chr1	110780828	110781228	+	1000	41.0	[8.329008]	[133]	[]	[]	[110781041]	[]
39_8453	chr1	153749386	153749786	+	1000	41.0	[]	[]	[10.370103]	[159]	[]	[153749617]
39_8457	chr1	155139826	155140226	+	1000	41.0	[]	[]	[8.892592, 8.260495]	[155, 167]	[]	[155140055, 155140067]
39_8461	chr1	156726708	156727108	+	1000	41.0	[7.2151175]	[148]	[]	[]	[156726930]	[]
39_8463	chr1	164720668	164721068	+	1000	41.0	[12.064187, 8.502309]	[130, 150]	[]	[]	[164720877, 164720897]	[]
39_8465	chr1	168365952	168366352	+	1000	41.0	[8.329008]	[182]	[]	[]	[168366195]	[]
39_8468	chr1	181129148	181129548	+	1000	41.0	[9.738007]	[73]	[]	[]	[181129319]	[]
39_8471	chr1	184982138	184982538	+	1000	41.0	[]	[]	[8.892592]	[128]	[]	[184982361]
39_8476	chr1	205775297	205775697	+	1000	41.0	[7.2151175]	[84]	[]	[]	[205775474]	[]
39_848	chr22	20545744	20546144	+	1000	79.0	[12.064187]	[61]	[]	[]	[20545904]	[]
39_8481	chr1	207963599	207963999	+	1000	41.0	[8.017088]	[200]	[]	[]	[207963817]	[]
39_8484	chr1	211655177	211655577	+	1000	41.0	[8.502309]	[148]	[]	[]	[211655392]	[]
39_849	chr22	22552621	22553021	+	1000	79.0	[8.329008]	[100]	[10.586677]	[136]	[22552819]	[22552855]
39_8494	chr10	46218901	46219301	+	1000	41.0	[7.748347]	[116]	[]	[]	[46219112]	[]
39_8499	chr10	61750918	61751318	+	1000	41.0	[]	[]	[10.586677]	[145]	[]	[61751157]
39_85	chr3	196511968	196512368	+	1000	184.0	[12.064187, 12.064187, 12.064187]	[62, 99, 136]	[]	[]	[196512127, 196512164, 196512201]	[]
39_8500	chr10	69061679	69062079	+	1000	41.0	[]	[]	[8.329008]	[189]	[]	[69061926]
39_8502	chr10	77907840	77908240	+	1000	41.0	[8.892592]	[80]	[10.370103]	[120]	[77907994]	[77908034]
39_8503	chr10	79084274	79084674	+	1000	41.0	[8.044104, 8.044104]	[101, 166]	[8.892592]	[134]	[79084459, 79084524]	[79084492]
39_8504	chr10	80459039	80459439	+	1000	41.0	[7.7944894, 12.064187]	[91, 117]	[]	[]	[80459217, 80459243]	[]
39_8506	chr10	102599745	102600145	+	1000	41.0	[10.370103]	[146]	[]	[]	[102599989]	[]
39_8507	chr10	107025663	107026063	+	1000	41.0	[]	[]	[8.260495]	[96]	[]	[107025855]
39_8509	chr11	10742817	10743217	+	1000	41.0	[7.3683157, 8.892592]	[131, 157]	[]	[]	[10743037, 10743063]	[]
39_8516	chr11	45917653	45918053	+	1000	41.0	[]	[]	[9.738007]	[93]	[]	[45917832]
39_8518	chr11	46597553	46597953	+	1000	41.0	[]	[]	[8.909202]	[161]	[]	[46597786]
39_8522	chr11	62877590	62877990	+	1000	41.0	[10.370103]	[90]	[]	[]	[62877777]	[]
39_8524	chr11	64206573	64206973	+	1000	41.0	[]	[]	[8.260495]	[154]	[]	[64206759]
39_8527	chr11	65027147	65027547	+	1000	41.0	[]	[]	[8.329008]	[101]	[]	[65027336]
39_853	chr3	167941540	167941940	+	1000	79.0	[8.502309, 12.064187]	[95, 116]	[]	[]	[167941727, 167941748]	[]
39_8536	chr11	69448539	69448939	+	1000	41.0	[9.738007]	[177]	[]	[]	[69448764]	[]
39_854	chr4	78621395	78621795	+	1000	79.0	[]	[]	[10.586677]	[80]	[]	[78621566]
39_8540	chr11	76444410	76444810	+	1000	41.0	[]	[]	[8.044104]	[118]	[]	[76444610]
39_8546	chr11	114159946	114160346	+	1000	41.0	[8.017088]	[121]	[]	[]	[114160146]	[]
39_8547	chr11	114295056	114295456	+	1000	41.0	[9.738007]	[174]	[]	[]	[114295300]	[]
39_8548	chr11	117181244	117181644	+	1000	41.0	[10.586677]	[139]	[]	[]	[117181478]	[]
39_8556	chr12	53046826	53047226	+	1000	41.0	[9.738007]	[168]	[]	[]	[53047069]	[]
39_8558	chr12	54368615	54369015	+	1000	41.0	[7.2151175]	[177]	[8.017088]	[104]	[54368855]	[54368782]
39_856	chr6	7975055	7975455	+	1000	79.0	[10.370103]	[191]	[]	[]	[7975286]	[]
39_8562	chr12	93020714	93021114	+	1000	41.0	[]	[]	[8.329008]	[73]	[]	[93020887]
39_8564	chr12	100200494	100200894	+	1000	41.0	[]	[]	[8.329008, 7.151105]	[99, 124]	[]	[100200646, 100200671]
39_8567	chr12	120581116	120581516	+	1000	41.0	[7.151105]	[196]	[8.502309]	[204]	[120581344]	[120581352]
39_8577	chr14	101761151	101761551	+	1000	41.0	[]	[]	[10.370103]	[184]	[]	[101761359]
39_858	chr6	34273271	34273671	+	1000	79.0	[]	[]	[7.2151175]	[105]	[]	[34273454]
39_8583	chr15	43514160	43514560	+	1000	41.0	[]	[]	[10.370103]	[60]	[]	[43514317]
39_8587	chr15	63226822	63227222	+	1000	41.0	[8.892592, 7.3683157]	[131, 140]	[]	[]	[63227035, 63227044]	[]
39_8589	chr15	64430228	64430628	+	1000	41.0	[12.064187]	[153]	[8.044104]	[163]	[64430467]	[64430477]
39_859	chr6	44058555	44058955	+	1000	79.0	[]	[]	[12.064187]	[84]	[]	[44058716]
39_8590	chr15	66504495	66504895	+	1000	41.0	[]	[]	[7.7944894]	[194]	[]	[66504721]
39_8592	chr15	67098304	67098704	+	1000	41.0	[12.064187]	[85]	[]	[]	[67098458]	[]
39_8593	chr15	69462754	69463154	+	1000	41.0	[7.397283]	[145]	[]	[]	[69462957]	[]
39_8595	chr15	74621024	74621424	+	1000	41.0	[]	[]	[7.2151175, 7.2151175]	[115, 125]	[]	[74621218, 74621228]
39_8601	chr15	89430673	89431073	+	1000	41.0	[]	[]	[7.2151175]	[112]	[]	[89430866]
39_8607	chr16	2339507	2339907	+	1000	41.0	[]	[]	[7.7944894]	[149]	[]	[2339687]
39_8615	chr16	23801406	23801806	+	1000	41.0	[8.044104]	[76]	[]	[]	[23801577]	[]
39_8618	chr16	30956932	30957332	+	1000	41.0	[8.017088]	[125]	[]	[]	[30957142]	[]
39_8620	chr16	57416929	57417329	+	1000	41.0	[8.502309]	[212]	[]	[]	[57417171]	[]
39_8622	chr16	70439140	70439540	+	1000	41.0	[8.260495]	[149]	[]	[]	[70439374]	[]
39_8623	chr16	71808498	71808898	+	1000	41.0	[]	[]	[9.738007]	[94]	[]	[71808649]
39_8629	chr16	81504896	81505296	+	1000	41.0	[7.151105]	[215]	[]	[]	[81505144]	[]
39_863	chr9	125284858	125285258	+	1000	79.0	[7.151105]	[73]	[]	[]	[125285022]	[]
39_8632	chr16	85562373	85562773	+	1000	41.0	[]	[]	[10.370103]	[137]	[]	[85562605]
39_864	chr9	130893482	130893882	+	1000	79.0	[10.370103]	[157]	[7.7944894]	[188]	[130893645]	[130893676]
39_8640	chr17	27446723	27447123	+	1000	41.0	[7.151105]	[209]	[]	[]	[27446973]	[]
39_8646	chr17	39152878	39153278	+	1000	41.0	[]	[]	[10.370103]	[126]	[]	[39153063]
39_865	chrX	130179597	130179997	+	1000	79.0	[7.397283, 10.586677]	[74, 151]	[8.044104]	[136]	[130179759, 130179836]	[130179821]
39_8650	chr17	40560222	40560622	+	1000	41.0	[]	[]	[8.892592]	[146]	[]	[40560438]
39_8651	chr17	42107595	42107995	+	1000	41.0	[]	[]	[8.260495]	[177]	[]	[42107825]
39_8653	chr17	43024515	43024915	+	1000	41.0	[7.7944894]	[207]	[]	[]	[43024744]	[]
39_8656	chr17	45146780	45147180	+	1000	41.0	[8.329008]	[77]	[]	[]	[45146940]	[]
39_8660	chr17	58337852	58338252	+	1000	41.0	[]	[]	[7.748347]	[137]	[]	[58338089]
39_8661	chr17	58351942	58352342	+	1000	41.0	[]	[]	[10.586677]	[215]	[]	[58352170]
39_8664	chr17	65123280	65123680	+	1000	41.0	[10.586677]	[126]	[]	[]	[65123488]	[]
39_8668	chr17	78112593	78112993	+	1000	41.0	[8.044104]	[127]	[]	[]	[78112819]	[]
39_8674	chr17	82323539	82323939	+	1000	41.0	[7.748347, 8.260495]	[63, 99]	[7.748347]	[71]	[82323695, 82323731]	[82323703]
39_8676	chr18	3297350	3297750	+	1000	41.0	[]	[]	[7.151105]	[87]	[]	[3297532]
39_8691	chr19	10424278	10424678	+	1000	41.0	[9.738007]	[78]	[]	[]	[10424451]	[]
39_8692	chr19	10701202	10701602	+	1000	41.0	[8.909202]	[149]	[]	[]	[10701428]	[]
39_8693	chr19	10836111	10836511	+	1000	41.0	[]	[]	[7.748347]	[139]	[]	[10836300]
39_8694	chr19	11091675	11092075	+	1000	41.0	[]	[]	[8.502309]	[168]	[]	[11091889]
39_8696	chr19	11766585	11766985	+	1000	41.0	[9.738007]	[82]	[]	[]	[11766758]	[]
39_8701	chr19	14518533	14518933	+	1000	41.0	[]	[]	[9.738007]	[146]	[]	[14518745]
39_8703	chr19	16383238	16383638	+	1000	41.0	[8.892592]	[141]	[7.748347]	[100]	[16383450]	[16383409]
39_8707	chr19	17496252	17496652	+	1000	41.0	[7.2151175]	[60]	[]	[]	[17496406]	[]
39_8708	chr19	18280447	18280847	+	1000	41.0	[8.502309]	[146]	[]	[]	[18280647]	[]
39_8710	chr19	33777953	33778353	+	1000	41.0	[]	[]	[9.738007]	[109]	[]	[33778150]
39_8711	chr19	35671822	35672222	+	1000	41.0	[]	[]	[7.151105]	[73]	[]	[35671982]
39_8712	chr19	40090487	40090887	+	1000	41.0	[]	[]	[8.044104]	[96]	[]	[40090670]
39_8713	chr19	40363113	40363513	+	1000	41.0	[10.586677]	[111]	[9.738007]	[100]	[40363318]	[40363307]
39_8721	chr19	47109788	47110188	+	1000	41.0	[7.151105]	[155]	[]	[]	[47110035]	[]
39_8729	chr19	50804488	50804888	+	1000	41.0	[]	[]	[7.7944894]	[188]	[]	[50804706]
39_8731	chr19	52923185	52923585	+	1000	41.0	[]	[]	[7.151105]	[140]	[]	[52923425]
39_8732	chr19	54188304	54188704	+	1000	41.0	[]	[]	[7.397283]	[151]	[]	[54188476]
39_8741	chr2	26396643	26397043	+	1000	41.0	[]	[]	[8.044104]	[144]	[]	[26396884]
39_875	chr2	151782612	151783012	+	1000	78.0	[12.064187]	[101]	[7.397283]	[136]	[151782807]	[151782842]
39_8755	chr2	101308687	101309087	+	1000	41.0	[8.260495, 8.892592]	[90, 145]	[8.909202]	[118]	[101308846, 101308901]	[101308874]
39_8756	chr2	111433848	111434248	+	1000	41.0	[8.260495]	[74]	[]	[]	[111434003]	[]
39_8761	chr2	169129713	169130113	+	1000	41.0	[]	[]	[8.260495]	[200]	[]	[169129920]
39_8766	chr20	10435009	10435409	+	1000	41.0	[8.892592, 8.017088]	[101, 140]	[]	[]	[10435201, 10435240]	[]
39_8768	chr20	34516280	34516680	+	1000	41.0	[10.370103]	[146]	[]	[]	[34516482]	[]
39_877	chr2	166376068	166376468	+	1000	78.0	[8.017088]	[115]	[]	[]	[166376226]	[]
39_8776	chr21	35205217	35205617	+	1000	41.0	[7.397283]	[88]	[]	[]	[35205390]	[]
39_8777	chr21	36939429	36939829	+	1000	41.0	[]	[]	[8.909202]	[92]	[]	[36939618]
39_8779	chr21	42051790	42052190	+	1000	41.0	[8.329008]	[119]	[]	[]	[42051999]	[]
39_8780	chr21	45137059	45137459	+	1000	41.0	[8.260495, 8.044104]	[116, 151]	[]	[]	[45137272, 45137307]	[]
39_8781	chr21	45140311	45140711	+	1000	41.0	[8.329008]	[97]	[]	[]	[45140485]	[]
39_8784	chr22	16602687	16603087	+	1000	41.0	[]	[]	[7.151105]	[79]	[]	[16602855]
39_8789	chr22	19464108	19464508	+	1000	41.0	[10.586677]	[160]	[]	[]	[19464316]	[]
39_879	chr20	45935219	45935619	+	1000	78.0	[7.748347]	[74]	[10.370103]	[149]	[45935375]	[45935450]
39_8790	chr22	19694657	19695057	+	1000	41.0	[]	[]	[8.329008]	[104]	[]	[19694814]
39_8791	chr22	19758077	19758477	+	1000	41.0	[8.044104]	[140]	[]	[]	[19758248]	[]
39_8792	chr22	19759670	19760070	+	1000	41.0	[]	[]	[8.260495]	[118]	[]	[19759836]
39_8797	chr22	20012087	20012487	+	1000	41.0	[9.738007]	[200]	[8.329008]	[164]	[20012316]	[20012280]
39_88	chr22	23177158	23177558	+	1000	183.0	[7.748347]	[131]	[]	[]	[23177387]	[]
39_880	chr22	19170531	19170931	+	1000	78.0	[7.2151175]	[110]	[]	[]	[19170703]	[]
39_8800	chr22	20102144	20102544	+	1000	41.0	[8.329008, 10.586677]	[155, 176]	[]	[]	[20102357, 20102378]	[]
39_8803	chr22	20489057	20489457	+	1000	41.0	[8.892592]	[165]	[10.370103, 8.329008]	[144, 221]	[20489239]	[20489218, 20489295]
39_8806	chr22	20565171	20565571	+	1000	41.0	[8.260495]	[127]	[]	[]	[20565344]	[]
39_881	chr22	19179415	19179815	+	1000	78.0	[]	[]	[8.260495]	[156]	[]	[19179646]
39_8810	chr22	20622635	20623035	+	1000	41.0	[]	[]	[8.260495]	[144]	[]	[20622787]
39_8811	chr22	20697450	20697850	+	1000	41.0	[]	[]	[7.397283]	[113]	[]	[20697656]
39_8812	chr22	20724814	20725214	+	1000	41.0	[7.2151175]	[166]	[]	[]	[20724999]	[]
39_8813	chr22	20746468	20746868	+	1000	41.0	[8.892592]	[59]	[]	[]	[20746621]	[]
39_882	chr22	21698906	21699306	+	1000	78.0	[8.260495]	[106]	[]	[]	[21699105]	[]
39_8825	chr22	21695513	21695913	+	1000	41.0	[]	[]	[7.151105]	[135]	[]	[21695732]
39_8827	chr22	21820055	21820455	+	1000	41.0	[]	[]	[8.260495]	[138]	[]	[21820267]
39_8828	chr22	21923878	21924278	+	1000	41.0	[]	[]	[7.2151175]	[143]	[]	[21924092]
39_8830	chr22	22122130	22122530	+	1000	41.0	[7.7944894]	[156]	[]	[]	[22122327]	[]
39_8833	chr22	22523457	22523857	+	1000	41.0	[10.370103]	[140]	[]	[]	[22523679]	[]
39_8835	chr22	22754295	22754695	+	1000	41.0	[8.260495]	[217]	[]	[]	[22754545]	[]
39_8842	chr22	22946365	22946765	+	1000	41.0	[]	[]	[12.064187]	[136]	[]	[22946529]
39_8844	chr22	23074342	23074742	+	1000	41.0	[8.892592, 7.2151175]	[88, 147]	[]	[]	[23074519, 23074578]	[]
39_8846	chr22	23094430	23094830	+	1000	41.0	[7.151105]	[119]	[]	[]	[23094618]	[]
39_8847	chr22	23096823	23097223	+	1000	41.0	[]	[]	[8.892592]	[135]	[]	[23097050]
39_8851	chr3	5106966	5107366	+	1000	41.0	[10.586677]	[137]	[]	[]	[5107199]	[]
39_8852	chr3	10242337	10242737	+	1000	41.0	[10.370103, 12.064187]	[108, 120]	[]	[]	[10242513, 10242525]	[]
39_886	chr5	62261627	62262027	+	1000	78.0	[10.586677]	[103]	[]	[]	[62261829]	[]
39_8864	chr3	47481713	47482113	+	1000	41.0	[]	[]	[7.2151175]	[154]	[]	[47481931]
39_887	chr5	178417377	178417777	+	1000	78.0	[]	[]	[12.064187]	[111]	[]	[178417582]
39_8870	chr3	156604659	156605059	+	1000	41.0	[]	[]	[7.7944894]	[86]	[]	[156604831]
39_8872	chr3	172106998	172107398	+	823	41.0	[8.502309, 12.064187, 12.064187]	[116, 134, 163]	[]	[]	[172107182, 172107200, 172107229]	[]
39_8877	chr3	195856503	195856903	+	1000	41.0	[12.064187]	[80]	[7.397283, 8.017088]	[144, 156]	[195856674]	[195856738, 195856750]
39_8878	chr3	195915007	195915407	+	1000	41.0	[12.064187]	[135]	[]	[]	[195915223]	[]
39_8880	chr4	26782206	26782606	+	1000	41.0	[7.7944894]	[154]	[]	[]	[26782428]	[]
39_8883	chr4	74632630	74633030	+	1000	41.0	[12.064187]	[113]	[]	[]	[74632805]	[]
39_8884	chr4	75512623	75513023	+	1000	41.0	[]	[]	[10.586677]	[148]	[]	[75512858]
39_8885	chr4	83618961	83619361	+	1000	41.0	[]	[]	[12.064187]	[68]	[]	[83619121]
39_8888	chr4	110196061	110196461	+	1000	41.0	[]	[]	[10.586677, 10.586677]	[179, 188]	[]	[110196281, 110196290]
39_889	chr6	51050084	51050484	+	1000	78.0	[10.370103]	[164]	[]	[]	[51050292]	[]
39_8890	chr4	152779773	152780173	+	1000	41.0	[7.748347]	[157]	[]	[]	[152779984]	[]
39_8891	chr4	154416891	154417291	+	1000	41.0	[]	[]	[12.064187, 10.370103, 12.064187]	[126, 162, 191]	[]	[154417051, 154417087, 154417116]
39_8899	chr5	65035682	65036082	+	1000	41.0	[]	[]	[8.260495]	[149]	[]	[65035903]
39_89	chr1	160540110	160540510	+	1000	182.0	[8.892592, 7.397283]	[106, 136]	[]	[]	[160540313, 160540343]	[]
39_8903	chr5	88268794	88269194	+	1000	41.0	[8.260495]	[101]	[]	[]	[88268970]	[]
39_8904	chr5	135457451	135457851	+	1000	41.0	[8.892592]	[109]	[]	[]	[135457645]	[]
39_8911	chr5	172144328	172144728	+	1000	41.0	[9.738007]	[137]	[]	[]	[172144520]	[]
39_8916	chr5	178164107	178164507	+	1000	41.0	[8.892592]	[173]	[]	[]	[178164331]	[]
39_8917	chr5	179700477	179700877	+	1000	41.0	[]	[]	[8.892592]	[153]	[]	[179700686]
39_8919	chr6	4732944	4733344	+	1000	41.0	[7.151105]	[113]	[]	[]	[4733136]	[]
39_8920	chr6	10510528	10510928	+	1000	41.0	[7.2151175]	[73]	[]	[]	[10510692]	[]
39_8921	chr6	10771311	10771711	+	1000	41.0	[]	[]	[7.748347]	[132]	[]	[10771472]
39_8928	chr6	26330853	26331253	+	1000	41.0	[]	[]	[7.748347]	[135]	[]	[26331049]
39_8929	chr6	27668424	27668824	+	1000	41.0	[8.892592]	[69]	[]	[]	[27668580]	[]
39_8931	chr6	28809997	28810397	+	1000	41.0	[]	[]	[8.017088]	[145]	[]	[28810241]
39_8932	chr6	29017055	29017455	+	1000	41.0	[10.370103, 7.2151175]	[128, 218]	[]	[]	[29017210, 29017300]	[]
39_8935	chr6	31706656	31707056	+	1000	41.0	[8.260495]	[129]	[]	[]	[31706829]	[]
39_8936	chr6	31861917	31862317	+	1000	41.0	[]	[]	[9.738007]	[178]	[]	[31862154]
39_8937	chr6	32127879	32128279	+	1000	41.0	[]	[]	[7.2151175]	[170]	[]	[32128084]
39_8940	chr6	33905205	33905605	+	1000	41.0	[12.064187]	[156]	[8.892592]	[74]	[33905448]	[33905366]
39_8941	chr6	35726330	35726730	+	1000	41.0	[8.329008]	[76]	[]	[]	[35726482]	[]
39_8942	chr6	38640004	38640404	+	1000	41.0	[]	[]	[8.329008]	[146]	[]	[38640162]
39_8944	chr6	39206072	39206472	+	1000	41.0	[]	[]	[7.3683157, 7.151105]	[134, 139]	[]	[39206228, 39206233]
39_8946	chr6	42129120	42129520	+	1000	41.0	[]	[]	[12.064187]	[138]	[]	[42129288]
39_8950	chr6	57172058	57172458	+	1000	41.0	[9.738007]	[211]	[]	[]	[57172282]	[]
39_8951	chr6	73514414	73514814	+	1000	41.0	[]	[]	[8.909202]	[131]	[]	[73514607]
39_8952	chr6	79525626	79526026	+	1000	41.0	[]	[]	[10.370103]	[109]	[]	[79525826]
39_8953	chr6	107459279	107459679	+	1000	41.0	[]	[]	[12.064187]	[146]	[]	[107459521]
39_896	chr1	46156574	46156974	+	1000	77.0	[]	[]	[9.738007]	[78]	[]	[46156744]
39_8960	chr6	147166566	147166966	+	1000	41.0	[]	[]	[8.329008, 8.017088]	[114, 161]	[]	[147166748, 147166795]
39_8962	chr6	156839584	156839984	+	1000	41.0	[]	[]	[7.151105]	[104]	[]	[156839763]
39_8963	chr6	158220856	158221256	+	1000	41.0	[]	[]	[8.892592]	[90]	[]	[158221040]
39_8965	chr7	1855052	1855452	+	1000	41.0	[]	[]	[9.738007, 8.892592]	[135, 167]	[]	[1855254, 1855286]
39_8971	chr7	22822638	22823038	+	1000	41.0	[]	[]	[12.064187]	[149]	[]	[22822818]
39_8973	chr7	39735930	39736330	+	1000	41.0	[]	[]	[7.397283]	[109]	[]	[39736135]
39_8975	chr7	50340152	50340552	+	1000	41.0	[10.370103]	[111]	[]	[]	[50340346]	[]
39_8976	chr7	56051197	56051597	+	1000	41.0	[8.892592]	[103]	[]	[]	[56051390]	[]
39_8978	chr7	73758600	73759000	+	1000	41.0	[8.017088, 7.2151175]	[94, 153]	[10.370103, 10.370103]	[61, 79]	[73758788, 73758847]	[73758755, 73758773]
39_8979	chr7	74288231	74288631	+	1000	41.0	[]	[]	[10.370103, 8.502309]	[122, 135]	[]	[74288438, 74288451]
39_898	chr1	173824287	173824687	+	1000	77.0	[]	[]	[7.397283]	[133]	[]	[173824508]
39_8981	chr7	76020100	76020500	+	1000	41.0	[]	[]	[9.738007]	[156]	[]	[76020348]
39_8982	chr7	98021502	98021902	+	1000	41.0	[]	[]	[7.2151175]	[135]	[]	[98021714]
39_8983	chr7	98294834	98295234	+	1000	41.0	[8.892592]	[168]	[8.892592]	[176]	[98295033]	[98295041]
39_8984	chr7	99472686	99473086	+	1000	41.0	[7.397283]	[129]	[]	[]	[99472914]	[]
39_8986	chr7	99562881	99563281	+	1000	41.0	[]	[]	[12.064187]	[114]	[]	[99563094]
39_899	chr1	201153723	201154123	+	1000	77.0	[]	[]	[10.586677]	[97]	[]	[201153894]
39_8990	chr7	101411206	101411606	+	1000	41.0	[7.151105]	[86]	[]	[]	[101411377]	[]
39_8992	chr7	106679367	106679767	+	1000	41.0	[]	[]	[8.044104]	[140]	[]	[106679545]
39_8994	chr7	107016245	107016645	+	1000	41.0	[7.748347]	[142]	[]	[]	[107016470]	[]
39_8995	chr7	107035385	107035785	+	1000	41.0	[8.892592]	[151]	[]	[]	[107035632]	[]
39_9	chrM	7946	8346	+	1000	671.0	[]	[]	[7.3683157, 7.397283, 12.064187]	[83, 88, 152]	[]	[8123, 8128, 8192]
39_90	chr11	65506688	65507088	+	1000	181.0	[7.397283]	[93]	[]	[]	[65506877]	[]
39_9002	chr7	132580694	132581094	+	1000	41.0	[]	[]	[12.064187]	[60]	[]	[132580854]
39_9004	chr7	134750052	134750452	+	1000	41.0	[10.586677]	[106]	[]	[]	[134750254]	[]
39_9005	chr7	135509107	135509507	+	1000	41.0	[8.329008, 7.2151175, 8.260495]	[62, 102, 116]	[]	[]	[135509269, 135509309, 135509323]	[]
39_9007	chr7	139044424	139044824	+	733	41.0	[12.064187]	[96]	[]	[]	[139044611]	[]
39_9018	chr8	630883	631283	+	1000	41.0	[]	[]	[9.738007, 9.738007]	[73, 151]	[]	[631047, 631125]
39_902	chr11	3169213	3169613	+	1000	77.0	[12.064187]	[113]	[]	[]	[3169417]	[]
39_9020	chr8	8964529	8964929	+	1000	41.0	[12.064187]	[134]	[]	[]	[8964757]	[]
39_9024	chr8	17922378	17922778	+	1000	41.0	[]	[]	[8.502309]	[147]	[]	[17922581]
39_9025	chr8	22137287	22137687	+	1000	41.0	[]	[]	[7.7944894]	[118]	[]	[22137484]
39_9026	chr8	22899831	22900231	+	1000	41.0	[8.502309]	[71]	[]	[]	[22899997]	[]
39_9029	chr8	28092974	28093374	+	1000	41.0	[10.370103, 10.370103]	[98, 130]	[]	[]	[28093136, 28093168]	[]
