#PeakID(python scan_motif.py ./ENCODE_processed_files/IKZF1_idr.fa IKZF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
758_47985	chr10	22660372	22660772	+	755	35.0	[8.245038, 6.8439474]	[65, 114]	[]	[]	[22660532, 22660581]	[]
758_47987	chr10	24964925	24965325	+	555	35.0	[9.919872]	[137]	[]	[]	[24965138]	[]
758_47988	chr10	43170447	43170847	+	747	35.0	[6.9204674]	[71]	[6.8930507]	[128]	[43170614]	[43170671]
758_4799	chr7	29842259	29842659	+	1000	163.5	[]	[]	[14.245327]	[124]	[]	[29842483]
758_47990	chr10	48497257	48497657	+	586	35.0	[6.873926, 6.8930507]	[146, 158]	[]	[]	[48497495, 48497507]	[]
758_47991	chr10	49303568	49303968	+	676	35.0	[7.250373]	[139]	[]	[]	[49303783]	[]
758_47992	chr10	50563947	50564347	+	754	35.0	[7.0754085]	[156]	[]	[]	[50564195]	[]
758_47994	chr10	63437483	63437883	+	759	35.0	[]	[]	[7.2884393]	[62]	[]	[63437637]
758_47995	chr10	69146732	69147132	+	729	35.0	[]	[]	[14.245327]	[198]	[]	[69146970]
758_47997	chr10	71938658	71939058	+	668	35.0	[6.873926]	[148]	[6.7687325, 7.3734775]	[84, 134]	[71938878]	[71938814, 71938864]
758_47998	chr10	72642275	72642675	+	599	35.0	[9.957938]	[121]	[6.780856]	[143]	[72642476]	[72642498]
758_47999	chr10	73455081	73455481	+	750	35.0	[]	[]	[6.873926, 7.6377397]	[109, 137]	[]	[73455285, 73455313]
758_4800	chr7	81161348	81161748	+	1000	163.5	[9.957938]	[162]	[]	[]	[81161597]	[]
758_48003	chr10	79124360	79124760	+	762	35.0	[]	[]	[6.7661796]	[96]	[]	[79124529]
758_48004	chr10	79458485	79458885	+	666	35.0	[6.685237]	[136]	[]	[]	[79458658]	[]
758_48005	chr10	79929269	79929669	+	687	35.0	[9.081597]	[163]	[]	[]	[79929472]	[]
758_48006	chr10	94544828	94545228	+	623	35.0	[8.056022, 10.7555, 8.734424]	[200, 215, 227]	[]	[]	[94545046, 94545061, 94545073]	[]
758_48008	chr10	102478975	102479375	+	734	35.0	[]	[]	[11.575829, 6.773207]	[116, 123]	[]	[102479183, 102479190]
758_48009	chr10	119678833	119679233	+	760	35.0	[]	[]	[7.5565295]	[99]	[]	[119679024]
758_48011	chr11	505464	505864	+	755	35.0	[]	[]	[6.7687325]	[79]	[]	[505641]
758_48014	chr11	3483510	3483910	+	755	35.0	[10.7555]	[141]	[]	[]	[3483739]	[]
758_48016	chr11	3817431	3817831	+	737	35.0	[8.693299]	[87]	[]	[]	[3817609]	[]
758_48019	chr11	8833901	8834301	+	746	35.0	[7.25846]	[56]	[]	[]	[8834055]	[]
758_4802	chrX	68433168	68433568	+	1000	163.5	[]	[]	[7.220394]	[124]	[]	[68433376]
758_48021	chr11	10990159	10990559	+	744	35.0	[]	[]	[6.8401775]	[110]	[]	[10990363]
758_48028	chr11	36672735	36673135	+	733	35.0	[7.652416, 10.7555]	[71, 140]	[]	[]	[36672900, 36672969]	[]
758_48029	chr11	57457272	57457672	+	571	35.0	[]	[]	[6.7116218]	[137]	[]	[57457472]
758_4803	chr1	93446990	93447390	+	1000	163.0	[7.3734775, 10.7555]	[99, 123]	[]	[]	[93447189, 93447213]	[]
758_48031	chr11	61347921	61348321	+	745	35.0	[6.738754]	[139]	[]	[]	[61348108]	[]
758_48038	chr11	71563286	71563686	+	666	35.0	[]	[]	[8.87635]	[134]	[]	[71563499]
758_48039	chr11	73866419	73866819	+	750	35.0	[6.743228]	[151]	[]	[]	[73866610]	[]
758_48040	chr11	76850227	76850627	+	718	35.0	[]	[]	[9.373037, 7.2884393]	[116, 124]	[]	[76850408, 76850416]
758_48041	chr11	86940292	86940692	+	663	35.0	[]	[]	[11.362798]	[142]	[]	[86940500]
758_48043	chr11	102287933	102288333	+	711	35.0	[6.673559]	[161]	[]	[]	[102288169]	[]
758_48044	chr11	109939170	109939570	+	717	35.0	[]	[]	[7.652416, 8.87635]	[84, 134]	[]	[109939321, 109939371]
758_4805	chr10	68988558	68988958	+	1000	163.0	[7.6377397]	[134]	[]	[]	[68988773]	[]
758_48051	chr12	7118753	7119153	+	651	35.0	[6.7687325, 8.458068, 6.8930507]	[111, 126, 195]	[]	[]	[7118911, 7118926, 7118995]	[]
758_48052	chr12	8050881	8051281	+	758	35.0	[]	[]	[6.7416005, 6.7416005, 7.87297, 6.7416005, 6.7416005, 6.7416005, 6.7416005]	[62, 68, 85, 90, 122, 128, 155]	[]	[8051036, 8051042, 8051059, 8051064, 8051096, 8051102, 8051129]
758_48053	chr12	14681232	14681632	+	734	35.0	[9.802997, 9.802997]	[111, 150]	[]	[]	[14681443, 14681482]	[]
758_48055	chr12	42482969	42483369	+	759	35.0	[6.8401775]	[94]	[]	[]	[42483159]	[]
758_48057	chr12	47738867	47739267	+	612	35.0	[8.245038, 8.245038]	[119, 146]	[]	[]	[47739070, 47739097]	[]
758_48058	chr12	48934905	48935305	+	756	35.0	[8.458068]	[125]	[]	[]	[48935120]	[]
758_48059	chr12	48974083	48974483	+	760	35.0	[7.220394]	[134]	[]	[]	[48974308]	[]
758_48060	chr12	55993910	55994310	+	731	35.0	[]	[]	[6.773207, 10.7555]	[141, 163]	[]	[55994117, 55994139]
758_48061	chr12	56129583	56129983	+	767	35.0	[8.1006775]	[163]	[]	[]	[56129760]	[]
758_48063	chr12	57237659	57238059	+	745	35.0	[6.9204674, 14.245327]	[120, 145]	[8.87635]	[101]	[57237867, 57237892]	[57237848]
758_48064	chr12	76186462	76186862	+	663	35.0	[7.2884393]	[70]	[]	[]	[76186616]	[]
758_48065	chr12	76216896	76217296	+	761	35.0	[6.8439474]	[90]	[8.458068]	[105]	[76217062]	[76217077]
758_48068	chr12	93300584	93300984	+	609	35.0	[6.773207]	[126]	[]	[]	[93300806]	[]
758_48069	chr12	93403869	93404269	+	746	35.0	[]	[]	[11.127567]	[135]	[]	[93404095]
758_48070	chr12	95003552	95003952	+	726	35.0	[8.428089]	[105]	[]	[]	[95003749]	[]
758_48071	chr12	96215224	96215624	+	740	35.0	[11.362798]	[73]	[]	[]	[96215376]	[]
758_48072	chr12	103809150	103809550	+	711	35.0	[]	[]	[6.5722647]	[133]	[]	[103809360]
758_48074	chr12	104873416	104873816	+	663	35.0	[]	[]	[6.7416005]	[190]	[]	[104873658]
758_48075	chr12	110402508	110402908	+	690	35.0	[8.690641]	[144]	[10.7555]	[187]	[110402700]	[110402743]
758_48078	chr12	116278402	116278802	+	673	35.0	[]	[]	[7.220394]	[147]	[]	[116278577]
758_48084	chr13	37944689	37945089	+	619	35.0	[9.919872, 6.8930507]	[119, 125]	[]	[]	[37944879, 37944885]	[]
758_48085	chr13	47111481	47111881	+	744	35.0	[7.652416]	[95]	[]	[]	[47111676]	[]
758_48086	chr13	77323797	77324197	+	692	35.0	[]	[]	[6.9204674]	[113]	[]	[77323961]
758_48088	chr13	99434412	99434812	+	759	35.0	[]	[]	[7.3734775]	[151]	[]	[99434639]
758_4809	chr11	86423512	86423912	+	1000	163.0	[7.5565295]	[141]	[]	[]	[86423729]	[]
758_48092	chr13	110937762	110938162	+	723	35.0	[8.690641]	[69]	[]	[]	[110937925]	[]
758_48094	chr14	21528960	21529360	+	641	35.0	[8.690641, 7.652416]	[142, 162]	[]	[]	[21529171, 21529191]	[]
758_48095	chr14	22899948	22900348	+	699	35.0	[8.87635]	[109]	[]	[]	[22900155]	[]
758_48096	chr14	23119135	23119535	+	582	35.0	[]	[]	[8.87635]	[57]	[]	[23119291]
758_481	chr12	54358868	54359268	+	1000	444.5	[8.220124]	[97]	[]	[]	[54359059]	[]
758_48102	chr14	67715715	67716115	+	760	35.0	[]	[]	[7.0754085]	[107]	[]	[67715875]
758_48108	chr14	103316844	103317244	+	555	35.0	[]	[]	[11.127567]	[149]	[]	[103317067]
758_48109	chr15	31435257	31435657	+	720	35.0	[]	[]	[6.780856]	[119]	[]	[31435472]
758_4811	chr12	46431861	46432261	+	1000	163.0	[]	[]	[6.7687325, 9.802997]	[116, 160]	[]	[46432068, 46432112]
758_48111	chr15	39925117	39925517	+	596	35.0	[9.56255]	[150]	[]	[]	[39925334]	[]
758_48112	chr15	40096862	40097262	+	723	35.0	[14.245327, 11.127567]	[124, 139]	[11.127567]	[149]	[40097067, 40097082]	[40097092]
758_48113	chr15	40956208	40956608	+	560	35.0	[]	[]	[6.673559, 7.5565295]	[112, 130]	[]	[40956415, 40956433]
758_48116	chr15	55824822	55825222	+	744	35.0	[6.8930507, 7.250373]	[80, 102]	[]	[]	[55824992, 55825014]	[]
758_48118	chr15	58329958	58330358	+	756	35.0	[]	[]	[6.863072]	[124]	[]	[58330145]
758_4812	chr12	49108876	49109276	+	1000	163.0	[7.3734775]	[73]	[]	[]	[49109041]	[]
758_48122	chr15	64952589	64952989	+	757	35.0	[]	[]	[11.575829, 7.6377397, 8.458068, 7.87297]	[82, 115, 154, 167]	[]	[64952746, 64952779, 64952818, 64952831]
758_48123	chr15	66503676	66504076	+	755	35.0	[]	[]	[6.660896, 6.6800203]	[70, 107]	[]	[66503837, 66503874]
758_48124	chr15	66851113	66851513	+	634	35.0	[9.56255]	[75]	[]	[]	[66851275]	[]
758_48128	chr15	85002527	85002927	+	573	35.0	[]	[]	[6.8439474]	[117]	[]	[85002708]
758_48129	chr15	89095022	89095422	+	756	35.0	[]	[]	[11.575829]	[189]	[]	[89095243]
758_4813	chr15	75902154	75902554	+	1000	163.0	[7.037342]	[89]	[8.87635]	[67]	[75902338]	[75902316]
758_48130	chr15	90261910	90262310	+	542	35.0	[]	[]	[6.8930507]	[195]	[]	[90262142]
758_48135	chr16	2453791	2454191	+	682	35.0	[]	[]	[8.458068, 11.575829]	[105, 122]	[]	[2453987, 2454004]
758_48137	chr16	3865320	3865720	+	748	35.0	[]	[]	[6.743228]	[120]	[]	[3865527]
758_48139	chr16	13999012	13999412	+	774	35.0	[]	[]	[7.5565295]	[154]	[]	[13999235]
758_4814	chr18	12289117	12289517	+	1000	163.0	[8.245038, 8.245038]	[97, 106]	[]	[]	[12289313, 12289322]	[]
758_48144	chr16	29710349	29710749	+	702	35.0	[]	[]	[6.873926]	[128]	[]	[29710537]
758_48145	chr16	30467805	30468205	+	755	35.0	[6.863072]	[140]	[]	[]	[30468033]	[]
758_48146	chr16	30637885	30638285	+	736	35.0	[6.6800203]	[148]	[]	[]	[30638118]	[]
758_48149	chr16	47464233	47464633	+	681	35.0	[11.362798]	[145]	[6.8439474]	[199]	[47464423]	[47464477]
758_4815	chr19	48737320	48737720	+	1000	163.0	[]	[]	[7.87297]	[92]	[]	[48737505]
758_48150	chr16	57850770	57851170	+	680	35.0	[]	[]	[10.7555]	[211]	[]	[57851020]
758_48159	chr17	6922562	6922962	+	691	35.0	[]	[]	[6.7035384]	[88]	[]	[6922740]
758_4816	chr2	30208380	30208780	+	1000	163.0	[7.652416]	[152]	[]	[]	[30208621]	[]
758_48160	chr17	7205733	7206133	+	741	35.0	[]	[]	[6.6800203]	[144]	[]	[7205972]
758_48161	chr17	11598855	11599255	+	755	35.0	[7.037342]	[147]	[]	[]	[11599098]	[]
758_48162	chr17	14330353	14330753	+	661	35.0	[]	[]	[8.708212]	[78]	[]	[14330526]
758_48165	chr17	27575767	27576167	+	628	35.0	[]	[]	[11.575829, 6.7661796]	[126, 194]	[]	[27575943, 27576011]
758_48166	chr17	28110342	28110742	+	747	35.0	[]	[]	[6.7035384]	[216]	[]	[28110584]
758_48168	chr17	30695519	30695919	+	768	35.0	[6.780856]	[126]	[]	[]	[30695741]	[]
758_48169	chr17	30731031	30731431	+	756	35.0	[]	[]	[7.6377397]	[149]	[]	[30731249]
758_4817	chr2	108401806	108402206	+	1000	163.0	[]	[]	[6.7035384]	[73]	[]	[108401976]
758_48171	chr17	36593164	36593564	+	765	35.0	[14.245327, 6.6800203]	[131, 145]	[]	[]	[36593384, 36593398]	[]
758_48173	chr17	36918249	36918649	+	712	35.0	[]	[]	[6.7687325, 11.362798]	[83, 113]	[]	[36918432, 36918462]
758_48176	chr17	44108779	44109179	+	639	35.0	[6.6800203]	[131]	[]	[]	[44108969]	[]
758_48178	chr17	45144048	45144448	+	747	35.0	[]	[]	[11.127567]	[147]	[]	[45144247]
758_48182	chr17	58195721	58196121	+	738	35.0	[]	[]	[9.802997, 7.6377397, 11.575829]	[74, 129, 140]	[]	[58195891, 58195946, 58195957]
758_48184	chr17	59129266	59129666	+	742	35.0	[11.54585, 7.87297]	[145, 171]	[]	[]	[59129461, 59129487]	[]
758_48185	chr17	62704464	62704864	+	711	35.0	[6.5722647, 7.5565295]	[166, 187]	[]	[]	[62704684, 62704705]	[]
758_48186	chr17	63162822	63163222	+	611	35.0	[6.873926]	[126]	[]	[]	[63163035]	[]
758_48187	chr17	64336725	64337125	+	766	35.0	[7.6377397, 8.458068, 7.2884393, 10.7555, 7.87297, 10.7555, 7.87297]	[65, 108, 115, 120, 129, 136, 145]	[]	[]	[64336883, 64336926, 64336933, 64336938, 64336947, 64336954, 64336963]	[]
758_4819	chr2	171245291	171245691	+	1000	163.0	[]	[]	[9.56255]	[117]	[]	[171245505]
758_48191	chr17	73007532	73007932	+	595	35.0	[11.575829]	[111]	[]	[]	[73007738]	[]
758_48194	chr17	74886700	74887100	+	744	35.0	[]	[]	[11.127567]	[62]	[]	[74886852]
758_48197	chr17	75895324	75895724	+	590	35.0	[]	[]	[8.87635]	[165]	[]	[75895572]
758_482	chr17	28173056	28173456	+	1000	444.5	[6.7416005, 9.543426]	[101, 155]	[]	[]	[28173249, 28173303]	[]
758_4820	chr20	41669659	41670059	+	1000	163.0	[7.87297, 8.87635, 8.245038]	[90, 112, 138]	[]	[]	[41669847, 41669869, 41669895]	[]
758_48202	chr18	8938736	8939136	+	759	35.0	[7.220394]	[163]	[]	[]	[8938910]	[]
758_48203	chr18	9410578	9410978	+	627	35.0	[11.127567]	[73]	[]	[]	[9410744]	[]
758_48206	chr18	12934517	12934917	+	704	35.0	[11.54585, 6.685237]	[120, 195]	[]	[]	[12934678, 12934753]	[]
758_48208	chr18	36179508	36179908	+	769	35.0	[]	[]	[11.127567]	[102]	[]	[36179690]
758_48209	chr18	45966820	45967220	+	566	35.0	[7.6377397]	[113]	[]	[]	[45966998]	[]
758_4821	chr3	40309578	40309978	+	1000	163.0	[]	[]	[8.245038]	[103]	[]	[40309772]
758_48210	chr18	62832240	62832640	+	746	35.0	[8.245038]	[127]	[]	[]	[62832442]	[]
758_48211	chr18	74425080	74425480	+	619	35.0	[7.037342, 7.037342, 9.919872, 9.919872, 7.037342]	[100, 123, 142, 165, 184]	[11.362798]	[179]	[74425233, 74425256, 74425275, 74425298, 74425317]	[74425312]
758_48212	chr19	344895	345295	+	724	35.0	[]	[]	[9.919872]	[90]	[]	[345064]
758_48213	chr19	3145895	3146295	+	742	35.0	[]	[]	[11.575829]	[120]	[]	[3146071]
758_48215	chr19	3719019	3719419	+	772	35.0	[6.863072]	[159]	[]	[]	[3719258]	[]
758_48217	chr19	4617953	4618353	+	596	35.0	[]	[]	[7.2884393]	[152]	[]	[4618197]
758_48218	chr19	7482371	7482771	+	763	35.0	[6.863072]	[86]	[]	[]	[7482553]	[]
758_48219	chr19	8158414	8158814	+	672	35.0	[11.575829]	[145]	[]	[]	[8158641]	[]
758_48220	chr19	8187029	8187429	+	680	35.0	[7.6377397]	[162]	[]	[]	[8187276]	[]
758_48222	chr19	10568048	10568448	+	625	35.0	[10.256007]	[139]	[]	[]	[10568280]	[]
758_48223	chr19	11710309	11710709	+	743	35.0	[6.673559, 11.127567]	[133, 141]	[]	[]	[11710528, 11710536]	[]
758_48226	chr19	17555097	17555497	+	745	35.0	[8.87635]	[91]	[]	[]	[17555282]	[]
758_48227	chr19	17784182	17784582	+	761	35.0	[]	[]	[7.037342]	[69]	[]	[17784339]
758_48228	chr19	18044995	18045395	+	610	35.0	[]	[]	[6.863072]	[118]	[]	[18045196]
758_48229	chr19	34731485	34731885	+	727	35.0	[]	[]	[7.652416, 6.6800203]	[157, 168]	[]	[34731716, 34731727]
758_48233	chr19	39184345	39184745	+	724	35.0	[7.037342]	[121]	[]	[]	[39184564]	[]
758_48236	chr19	42303470	42303870	+	752	35.0	[]	[]	[6.780856]	[158]	[]	[42303656]
758_48237	chr19	42325111	42325511	+	766	35.0	[6.673559]	[154]	[7.87297]	[98]	[42325334]	[42325278]
758_48238	chr19	42449462	42449862	+	756	35.0	[8.458068, 6.7687325]	[129, 135]	[]	[]	[42449662, 42449668]	[]
758_4824	chr4	83618962	83619362	+	1000	163.0	[11.575829, 7.5565295]	[68, 98]	[]	[]	[83619127, 83619157]	[]
758_48242	chr19	46408777	46409177	+	740	35.0	[7.2884393, 7.87297]	[181, 185]	[]	[]	[46409018, 46409022]	[]
758_48249	chr19	51531475	51531875	+	724	35.0	[6.7416005]	[115]	[7.5565295]	[89]	[51531657]	[51531631]
758_48252	chr19	55553671	55554071	+	743	35.0	[]	[]	[7.3734775]	[90]	[]	[55553839]
758_48253	chr19	57191202	57191602	+	759	35.0	[7.250373]	[94]	[]	[]	[57191361]	[]
758_48255	chr2	9951611	9952011	+	701	35.0	[6.738754]	[147]	[]	[]	[9951838]	[]
758_48256	chr2	11688184	11688584	+	693	35.0	[8.1006775]	[112]	[]	[]	[11688342]	[]
758_4826	chr5	55995070	55995470	+	1000	163.0	[]	[]	[7.25846]	[139]	[]	[55995296]
758_48262	chr2	37718632	37719032	+	764	35.0	[9.957938]	[127]	[10.256007]	[157]	[37718805]	[37718835]
758_48263	chr2	38523692	38524092	+	744	35.0	[6.773207]	[94]	[]	[]	[38523879]	[]
758_48265	chr2	70086992	70087392	+	684	35.0	[8.245038]	[140]	[]	[]	[70087169]	[]
758_48266	chr2	70115837	70116237	+	753	35.0	[6.8401775]	[143]	[6.863072, 7.25846]	[106, 153]	[70116045]	[70116008, 70116055]
758_48269	chr2	73952338	73952738	+	755	35.0	[]	[]	[7.1035194]	[125]	[]	[73952556]
758_4827	chr5	61161983	61162383	+	1000	163.0	[]	[]	[8.458068]	[81]	[]	[61162156]
758_48270	chr2	74147119	74147519	+	715	35.0	[7.2884393]	[81]	[]	[]	[74147286]	[]
758_48271	chr2	74244253	74244653	+	612	35.0	[]	[]	[7.87297, 7.87297, 10.7555, 7.2884393, 7.6377397]	[88, 93, 111, 120, 152]	[]	[74244433, 74244438, 74244456, 74244465, 74244497]
758_48272	chr2	74552817	74553217	+	619	35.0	[6.660896, 8.693299]	[66, 76]	[]	[]	[74552971, 74552981]	[]
758_48273	chr2	85524230	85524630	+	745	35.0	[11.54585]	[159]	[]	[]	[85524477]	[]
758_48276	chr2	135530620	135531020	+	713	35.0	[7.220394]	[150]	[]	[]	[135530829]	[]
758_48278	chr2	148721244	148721644	+	703	35.0	[]	[]	[6.7416005]	[132]	[]	[148721445]
758_48279	chr2	158319126	158319526	+	745	35.0	[9.56255]	[221]	[14.245327]	[191]	[158319370]	[158319340]
758_48281	chr2	170172954	170173354	+	747	35.0	[6.780856]	[138]	[]	[]	[170173160]	[]
758_48284	chr2	181805675	181806075	+	761	35.0	[]	[]	[11.575829]	[115]	[]	[181805882]
758_48285	chr2	191630293	191630693	+	735	35.0	[]	[]	[6.738754]	[103]	[]	[191630495]
758_48286	chr2	191840030	191840430	+	620	35.0	[]	[]	[7.2884393]	[131]	[]	[191840182]
758_48287	chr2	195487484	195487884	+	624	35.0	[]	[]	[8.87635]	[84]	[]	[195487668]
758_48288	chr2	218257462	218257862	+	743	35.0	[8.245038, 14.245327, 6.773207, 10.7555]	[114, 137, 143, 182]	[]	[]	[218257642, 218257665, 218257671, 218257710]	[]
758_48290	chr2	218325476	218325876	+	712	35.0	[6.773207, 9.442706]	[69, 96]	[7.220394]	[110]	[218325645, 218325672]	[218325686]
758_48291	chr2	219573350	219573750	+	631	35.0	[]	[]	[6.7661796]	[98]	[]	[219573536]
758_48292	chr2	222745193	222745593	+	723	35.0	[]	[]	[6.780856]	[137]	[]	[222745423]
758_48293	chr2	223042082	223042482	+	659	35.0	[]	[]	[11.362798, 7.87297]	[99, 107]	[]	[223042265, 223042273]
758_48296	chr2	238423566	238423966	+	711	35.0	[6.6800203]	[66]	[]	[]	[238423725]	[]
758_48299	chr20	1376691	1377091	+	610	35.0	[11.575829, 7.220394]	[122, 189]	[10.7555]	[157]	[1376868, 1376935]	[1376903]
758_483	chr15	90188954	90189354	+	1000	444.0	[7.6377397, 8.458068, 8.245038]	[59, 86, 103]	[]	[]	[90189112, 90189139, 90189156]	[]
758_48300	chr20	3239500	3239900	+	740	35.0	[6.780856]	[124]	[]	[]	[3239709]	[]
758_48301	chr20	4114233	4114633	+	714	35.0	[8.708212]	[139]	[]	[]	[4114447]	[]
758_48302	chr20	13358974	13359374	+	757	35.0	[6.738754]	[168]	[]	[]	[13359222]	[]
758_48303	chr20	22414332	22414732	+	655	35.0	[]	[]	[9.442706]	[146]	[]	[22414573]
758_48304	chr20	35328642	35329042	+	762	35.0	[6.780856]	[142]	[]	[]	[35328882]	[]
758_48305	chr20	35702332	35702732	+	714	35.0	[6.7416005]	[128]	[]	[]	[35702545]	[]
758_48306	chr20	36744906	36745306	+	543	35.0	[7.652416, 6.7661796]	[124, 150]	[]	[]	[36745111, 36745137]	[]
758_4831	chr8	122828125	122828525	+	1000	163.0	[6.873926]	[155]	[14.245327]	[77]	[122828358]	[122828280]
758_48310	chr20	41317797	41318197	+	596	35.0	[]	[]	[7.3734775]	[95]	[]	[41317990]
758_48311	chr20	44745184	44745584	+	747	35.0	[7.6377397, 7.6377397]	[71, 87]	[]	[]	[44745341, 44745357]	[]
758_48312	chr20	49132968	49133368	+	723	35.0	[8.458068, 7.87297]	[144, 149]	[]	[]	[49133189, 49133194]	[]
758_48314	chr20	50675865	50676265	+	733	35.0	[10.256007, 8.734424]	[150, 157]	[]	[]	[50676089, 50676096]	[]
758_48315	chr20	53580668	53581068	+	734	35.0	[9.919872]	[153]	[7.3734775]	[85]	[53580893]	[53580825]
758_48323	chr21	37204655	37205055	+	689	35.0	[6.685237]	[149]	[]	[]	[37204865]	[]
758_48325	chr21	37582426	37582826	+	540	35.0	[7.220394]	[119]	[]	[]	[37582633]	[]
758_48331	chr22	20701562	20701962	+	747	35.0	[]	[]	[7.5565295]	[114]	[]	[20701746]
758_48332	chr22	20931179	20931579	+	705	35.0	[7.2884393]	[156]	[]	[]	[20931413]	[]
758_48335	chr22	21616093	21616493	+	767	35.0	[9.802997]	[142]	[]	[]	[21616314]	[]
758_48336	chr22	21685486	21685886	+	703	35.0	[]	[]	[7.3734775]	[106]	[]	[21685670]
758_48339	chr22	21970660	21971060	+	760	35.0	[6.6800203, 6.7416005, 7.87297, 11.127567]	[153, 175, 180, 197]	[]	[]	[21970852, 21970874, 21970879, 21970896]	[]
758_48342	chr22	22801163	22801563	+	591	35.0	[9.919872]	[93]	[]	[]	[22801348]	[]
758_48345	chr22	31662254	31662654	+	655	35.0	[]	[]	[7.250373]	[133]	[]	[31662467]
758_48348	chr22	39564031	39564431	+	742	35.0	[]	[]	[7.25846]	[74]	[]	[39564193]
758_48349	chr22	40634247	40634647	+	702	35.0	[]	[]	[7.2884393, 8.693299]	[74, 88]	[]	[40634419, 40634433]
758_48350	chr22	42856057	42856457	+	579	35.0	[9.957938]	[69]	[]	[]	[42856226]	[]
758_48352	chr22	49281972	49282372	+	598	35.0	[11.127567]	[91]	[]	[]	[49282148]	[]
758_48356	chr3	12978732	12979132	+	633	35.0	[]	[]	[10.770176]	[210]	[]	[12978972]
758_48357	chr3	15042904	15043304	+	720	35.0	[]	[]	[11.362798]	[127]	[]	[15043118]
758_48358	chr3	17443334	17443734	+	610	35.0	[]	[]	[10.7555, 7.280349]	[81, 88]	[]	[17443493, 17443500]
758_4836	chrX	40110357	40110757	+	1000	163.0	[9.919872]	[92]	[11.362798]	[82]	[40110531]	[40110521]
758_48360	chr3	25651792	25652192	+	696	35.0	[9.442706]	[196]	[]	[]	[25652024]	[]
758_48361	chr3	32177862	32178262	+	745	35.0	[]	[]	[9.442706, 11.362798]	[126, 136]	[]	[32178087, 32178097]
758_48362	chr3	39408064	39408464	+	748	35.0	[7.3734775]	[211]	[]	[]	[39408304]	[]
758_48363	chr3	39417367	39417767	+	632	35.0	[]	[]	[9.438231]	[120]	[]	[39417579]
758_48364	chr3	43522836	43523236	+	758	35.0	[11.54585]	[151]	[]	[]	[43523063]	[]
758_48366	chr3	44510054	44510454	+	602	35.0	[]	[]	[6.773207]	[197]	[]	[44510293]
758_48369	chr3	47133739	47134139	+	666	35.0	[7.2884393, 11.362798, 7.87297]	[59, 74, 96]	[]	[]	[47133892, 47133907, 47133929]	[]
758_48373	chr3	47961885	47962285	+	637	35.0	[]	[]	[6.7035384]	[173]	[]	[47962133]
758_48375	chr3	51995698	51996098	+	707	35.0	[9.241764, 7.2884393, 6.7116218]	[90, 96, 119]	[]	[]	[51995885, 51995891, 51995914]	[]
758_48376	chr3	57848349	57848749	+	691	35.0	[]	[]	[7.6377397, 11.575829, 11.127567, 6.7687325, 8.458068, 8.458068]	[106, 158, 164, 174, 180, 187]	[]	[57848518, 57848570, 57848576, 57848586, 57848592, 57848599]
758_48379	chr3	72533635	72534035	+	670	35.0	[]	[]	[6.673559, 6.673559]	[69, 97]	[]	[72533791, 72533819]
758_4838	chr10	73110267	73110667	+	1000	162.5	[]	[]	[11.575829]	[157]	[]	[73110512]
758_48381	chr3	98522876	98523276	+	730	35.0	[]	[]	[7.3734775]	[124]	[]	[98523071]
758_48382	chr3	98588178	98588578	+	771	35.0	[9.919872]	[124]	[]	[]	[98588375]	[]
758_48383	chr3	100630675	100631075	+	584	35.0	[9.919872]	[156]	[]	[]	[100630905]	[]
758_48384	chr3	122681195	122681595	+	755	35.0	[]	[]	[9.56255, 6.873926, 7.0754085, 14.245327]	[61, 113, 129, 139]	[]	[122681355, 122681407, 122681423, 122681433]
758_48385	chr3	130151575	130151975	+	600	35.0	[7.25846]	[85]	[]	[]	[130151727]	[]
758_48387	chr3	141485873	141486273	+	613	35.0	[]	[]	[14.245327]	[140]	[]	[141486096]
758_48388	chr3	150412747	150413147	+	740	35.0	[]	[]	[8.87635, 10.770176, 7.220394]	[121, 129, 172]	[]	[150412923, 150412931, 150412974]
758_48389	chr3	150687550	150687950	+	722	35.0	[8.056022]	[180]	[]	[]	[150687734]	[]
758_48391	chr3	155035517	155035917	+	693	35.0	[6.773207]	[113]	[]	[]	[155035726]	[]
758_48395	chr3	160755064	160755464	+	600	35.0	[]	[]	[6.780856]	[119]	[]	[160755265]
758_48396	chr3	171296926	171297326	+	748	35.0	[6.7416005]	[155]	[]	[]	[171297162]	[]
758_48397	chr3	171813992	171814392	+	548	35.0	[7.250373]	[107]	[]	[]	[171814193]	[]
758_48399	chr3	186590907	186591307	+	767	35.0	[9.442706]	[103]	[]	[]	[186591096]	[]
758_484	chr6	135323014	135323414	+	1000	444.0	[]	[]	[11.362798, 7.1035194]	[92, 103]	[]	[135323196, 135323207]
758_48401	chr3	194328395	194328795	+	749	35.0	[7.5565295]	[147]	[6.738754]	[102]	[194328591]	[194328546]
758_48406	chr4	7042247	7042647	+	733	35.0	[]	[]	[7.250373]	[139]	[]	[7042483]
758_48411	chr4	98864534	98864934	+	553	35.0	[]	[]	[6.8439474]	[160]	[]	[98864777]
758_48412	chr4	102350699	102351099	+	643	35.0	[7.0754085]	[137]	[]	[]	[102350909]	[]
758_48415	chr4	122726406	122726806	+	755	35.0	[8.87635]	[87]	[]	[]	[122726576]	[]
