#PeakID(python identify_motif.py ./ENCODE_processed_files/SPI1_idr.fa SPI1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
685_9263	chr1	212561053	212561453	+	1000	71.0	[]	[]	[19.177654]	[99]	[]	[212561251]
685_9265	chr1	234979889	234980289	+	1000	71.0	[5.9683166, 16.03811]	[70, 93]	[]	[]	[234980058, 234980081]	[]
685_9266	chr10	5897505	5897905	+	1000	71.0	[]	[]	[11.42072]	[102]	[]	[5897704]
685_9270	chr10	15860347	15860747	+	1000	71.0	[]	[]	[6.483698]	[80]	[]	[15860515]
685_9271	chr10	24921248	24921648	+	1000	71.0	[10.785858]	[97]	[6.01824]	[143]	[24921436]	[24921482]
685_9274	chr10	79286265	79286665	+	1000	71.0	[]	[]	[8.756588]	[92]	[]	[79286457]
685_9277	chr10	118531428	118531828	+	1000	71.0	[7.7116394, 11.962498]	[75, 104]	[]	[]	[118531597, 118531626]	[]
685_9278	chr10	126187813	126188213	+	1000	71.0	[18.38044, 7.895369]	[97, 146]	[]	[]	[126188007, 126188056]	[]
685_928	chrX	13764236	13764636	+	1000	250.0	[]	[]	[19.177654, 8.551117, 5.8272214, 7.557742]	[99, 108, 114, 134]	[]	[13764435, 13764444, 13764450, 13764470]
685_9282	chr11	59787023	59787423	+	1000	71.0	[8.512852]	[108]	[6.4877305, 5.827554]	[153, 157]	[59787222]	[59787267, 59787271]
685_9283	chr11	64763104	64763504	+	1000	71.0	[7.746502]	[134]	[15.990694]	[90]	[64763336]	[64763292]
685_9284	chr11	95068536	95068936	+	1000	71.0	[]	[]	[8.597472]	[93]	[]	[95068726]
685_9289	chr12	38904804	38905204	+	1000	71.0	[11.307557]	[134]	[]	[]	[38905028]	[]
685_9290	chr12	53736671	53737071	+	1000	71.0	[6.4012985]	[56]	[11.497884, 16.010462, 7.61989]	[94, 108, 114]	[53736822]	[53736860, 53736874, 53736880]
685_9292	chr12	74292485	74292885	+	1000	71.0	[10.115704]	[92]	[]	[]	[74292676]	[]
685_9293	chr12	74537597	74537997	+	1000	71.0	[8.5577]	[124]	[]	[]	[74537819]	[]
685_93	chr12	111775465	111775865	+	1000	467.0	[19.177654]	[90]	[]	[]	[111775655]	[]
685_9301	chr14	30558946	30559346	+	1000	71.0	[10.308817]	[107]	[]	[]	[30559143]	[]
685_9305	chr14	68792956	68793356	+	1000	71.0	[13.875428, 8.147059, 5.7804914, 6.88715]	[91, 97, 100, 106]	[]	[]	[68793146, 68793152, 68793155, 68793161]	[]
685_9306	chr15	36428223	36428623	+	1000	71.0	[10.747601]	[99]	[]	[]	[36428417]	[]
685_9307	chr15	40941655	40942055	+	1000	71.0	[]	[]	[13.22104, 6.40369]	[81, 111]	[]	[40941833, 40941863]
685_9309	chr15	66765696	66766096	+	1000	71.0	[14.849025]	[130]	[]	[]	[66765909]	[]
685_9311	chr15	101194713	101195113	+	1000	71.0	[]	[]	[12.422853]	[96]	[]	[101194909]
685_9315	chr16	21554748	21555148	+	1000	71.0	[8.5699415]	[80]	[]	[]	[21554925]	[]
685_9320	chr16	89383007	89383407	+	1000	71.0	[11.9332]	[93]	[]	[]	[89383199]	[]
685_9325	chr17	46194581	46194981	+	1000	71.0	[]	[]	[10.259874]	[110]	[]	[46194786]
685_9328	chr17	75404319	75404719	+	1000	71.0	[12.728309, 10.694656, 9.541348, 6.475298]	[106, 112, 148, 155]	[]	[]	[75404513, 75404519, 75404555, 75404562]	[]
685_9330	chr18	3265574	3265974	+	1000	71.0	[15.734603, 8.10121]	[91, 118]	[]	[]	[3265765, 3265792]	[]
685_9332	chr19	1752040	1752440	+	1000	71.0	[18.203526]	[106]	[5.7983694]	[138]	[1752233]	[1752265]
685_9334	chr19	39709281	39709681	+	1000	71.0	[10.590154, 19.177654, 7.0419164]	[92, 100, 149]	[]	[]	[39709469, 39709477, 39709526]	[]
685_9335	chr19	40623767	40624167	+	1000	71.0	[7.4188275]	[86]	[]	[]	[40623953]	[]
685_9337	chr19	47227806	47228206	+	1000	71.0	[]	[]	[7.605542]	[156]	[]	[47227991]
685_9338	chr19	51108268	51108668	+	1000	71.0	[]	[]	[8.408116]	[117]	[]	[51108478]
685_9343	chr2	110678002	110678402	+	1000	71.0	[]	[]	[7.8135157]	[102]	[]	[110678203]
685_9345	chr2	219525734	219526134	+	1000	71.0	[7.136567, 10.599038]	[59, 87]	[]	[]	[219525886, 219525914]	[]
685_935	chr10	112985904	112986304	+	1000	248.0	[]	[]	[19.177654]	[104]	[]	[112986104]
685_9353	chr21	37732924	37733324	+	1000	71.0	[]	[]	[18.345798, 6.8679533]	[116, 124]	[]	[37733134, 37733142]
685_9354	chr21	45292338	45292738	+	1000	71.0	[11.540823]	[97]	[]	[]	[45292533]	[]
685_9359	chr3	5011507	5011907	+	1000	71.0	[]	[]	[5.6452622, 12.026992]	[92, 121]	[]	[5011691, 5011720]
685_936	chr18	36129690	36130090	+	1000	248.0	[9.392735]	[99]	[]	[]	[36129886]	[]
685_9361	chr3	13546664	13547064	+	1000	71.0	[]	[]	[10.9575615]	[101]	[]	[13546863]
685_9366	chr3	182673343	182673743	+	1000	71.0	[12.435392]	[94]	[]	[]	[182673537]	[]
685_9368	chr3	185977426	185977826	+	1000	71.0	[]	[]	[13.450925]	[124]	[]	[185977627]
685_937	chr2	159497194	159497594	+	1000	248.0	[5.830789]	[147]	[10.919268, 7.314713]	[98, 135]	[159497438]	[159497389, 159497426]
685_9371	chr4	78610511	78610911	+	1000	71.0	[]	[]	[14.493469]	[104]	[]	[78610714]
685_9372	chr5	1564024	1564424	+	1000	71.0	[]	[]	[13.767882, 9.327047]	[97, 135]	[]	[1564221, 1564259]
685_9373	chr5	54786132	54786532	+	1000	71.0	[9.176576]	[87]	[15.820303, 5.84103]	[138, 151]	[54786300]	[54786351, 54786364]
685_9374	chr5	61333525	61333925	+	1000	71.0	[]	[]	[8.277278]	[126]	[]	[61333742]
685_9376	chr5	72815957	72816357	+	1000	71.0	[]	[]	[7.175049]	[102]	[]	[72816158]
685_9380	chr5	170360683	170361083	+	1000	71.0	[]	[]	[6.5140934]	[113]	[]	[170360896]
685_9382	chr6	15672231	15672631	+	1000	71.0	[]	[]	[14.172218]	[102]	[]	[15672433]
685_9383	chr6	25619223	25619623	+	1000	71.0	[]	[]	[10.613942]	[111]	[]	[25619426]
685_9384	chr6	27145923	27146323	+	1000	71.0	[13.166323]	[59]	[8.40885]	[121]	[27146075]	[27146137]
685_9386	chr6	31736119	31736519	+	1000	71.0	[9.991311]	[98]	[]	[]	[31736313]	[]
685_9391	chr6	124883114	124883514	+	1000	71.0	[]	[]	[18.261488, 8.353709, 7.3629923]	[103, 109, 124]	[]	[124883317, 124883323, 124883338]
685_9392	chr6	126056588	126056988	+	1000	71.0	[11.273356]	[119]	[]	[]	[126056794]	[]
685_9394	chr7	27739920	27740320	+	1000	71.0	[9.485562, 10.135232, 6.417736]	[77, 98, 132]	[]	[]	[27740090, 27740111, 27740145]	[]
685_9395	chr7	44566316	44566716	+	1000	71.0	[10.452637, 9.4048195]	[129, 135]	[7.1025376]	[88]	[44566516, 44566522]	[44566475]
685_9398	chr7	116419968	116420368	+	1000	71.0	[]	[]	[11.199016, 14.05181]	[79, 102]	[]	[116420145, 116420168]
685_9399	chr7	132655272	132655672	+	1000	71.0	[16.751482]	[101]	[8.547258]	[143]	[132655467]	[132655509]
685_94	chr21	44880813	44881213	+	1000	467.0	[16.03811]	[94]	[12.819792]	[56]	[44881005]	[44880967]
685_9401	chr7	150997027	150997427	+	1000	71.0	[9.715788, 9.715788, 9.715788, 9.715788]	[91, 118, 145, 172]	[]	[]	[150997191, 150997218, 150997245, 150997272]	[]
685_9402	chr7	151057392	151057792	+	1000	71.0	[8.131293]	[80]	[]	[]	[151057562]	[]
685_9404	chr8	41828519	41828919	+	1000	71.0	[12.022577]	[106]	[]	[]	[41828709]	[]
685_9407	chr8	119832694	119833094	+	1000	71.0	[9.851791, 7.7317634]	[76, 106]	[]	[]	[119832853, 119832883]	[]
685_941	chr6	154432840	154433240	+	1000	248.0	[18.476559]	[90]	[6.1084347]	[140]	[154433030]	[154433080]
685_9411	chr9	91903453	91903853	+	1000	71.0	[12.356789]	[87]	[]	[]	[91903639]	[]
685_9419	chrX	153686073	153686473	+	1000	71.0	[]	[]	[11.128558, 7.2266164]	[100, 157]	[]	[153686258, 153686315]
685_942	chr8	89725695	89726095	+	1000	248.0	[]	[]	[9.978039, 5.633281]	[99, 115]	[]	[89725894, 89725910]
685_9420	chrX	154777218	154777618	+	1000	71.0	[]	[]	[11.305472]	[101]	[]	[154777418]
685_9422	chr1	17441675	17442075	+	1000	70.0	[]	[]	[15.490863]	[101]	[]	[17441874]
685_9428	chr1	62783885	62784285	+	1000	70.0	[]	[]	[8.512722]	[124]	[]	[62784099]
685_9430	chr1	93345039	93345439	+	1000	70.0	[]	[]	[7.6696734, 9.160485, 9.482737]	[69, 80, 101]	[]	[93345207, 93345218, 93345239]
685_9432	chr1	115648909	115649309	+	1000	70.0	[16.999563]	[97]	[]	[]	[115649103]	[]
685_9434	chr1	154493243	154493643	+	1000	70.0	[11.01505, 13.267486, 10.315698]	[78, 98, 111]	[]	[]	[154493418, 154493438, 154493451]	[]
685_9436	chr1	161314183	161314583	+	1000	70.0	[]	[]	[7.5165663]	[97]	[]	[161314379]
685_944	chr9	92877762	92878162	+	1000	247.0	[]	[]	[16.558989]	[108]	[]	[92877970]
685_9440	chr1	182338018	182338418	+	1000	70.0	[]	[]	[13.121111, 7.6593084]	[93, 101]	[]	[182338211, 182338219]
685_9443	chr1	203487659	203488059	+	1000	70.0	[5.8547773, 11.099352]	[93, 97]	[7.2542663]	[62]	[203487841, 203487845]	[203487810]
685_9445	chr1	206065775	206066175	+	1000	70.0	[7.552851]	[88]	[]	[]	[206065963]	[]
685_945	chr9	131179856	131180256	+	1000	247.0	[]	[]	[11.859054]	[99]	[]	[131180047]
685_9450	chr10	21525445	21525845	+	1000	70.0	[12.847177, 8.187518]	[95, 101]	[]	[]	[21525614, 21525620]	[]
685_9453	chr10	69421846	69422246	+	700	70.0	[14.849025]	[123]	[]	[]	[69422056]	[]
685_9457	chr10	74977909	74978309	+	1000	70.0	[6.244714]	[113]	[16.122425]	[100]	[74978121]	[74978108]
685_9458	chr10	91512417	91512817	+	1000	70.0	[8.1907625]	[65]	[15.87502, 5.7431245]	[102, 121]	[91512582]	[91512619, 91512638]
685_9460	chr11	5581065	5581465	+	1000	70.0	[]	[]	[19.689182]	[96]	[]	[5581248]
685_9463	chr11	45994337	45994737	+	1000	70.0	[]	[]	[10.259874]	[121]	[]	[45994548]
685_9465	chr11	57307208	57307608	+	1000	70.0	[]	[]	[12.102688, 10.86493, 5.8806777, 7.0629044, 7.5251923]	[93, 130, 138, 142, 147]	[]	[57307399, 57307436, 57307444, 57307448, 57307453]
685_9467	chr11	61716597	61716997	+	1000	70.0	[12.176419]	[93]	[]	[]	[61716782]	[]
685_947	chr1	37859420	37859820	+	1000	246.0	[]	[]	[15.10106, 14.736819]	[94, 100]	[]	[37859613, 37859619]
685_9475	chr12	49056007	49056407	+	1000	70.0	[]	[]	[5.9492073, 12.926343]	[224, 228]	[]	[49056253, 49056257]
685_9477	chr12	56449289	56449689	+	1000	70.0	[9.095055, 6.174991, 11.144024]	[96, 100, 107]	[]	[]	[56449482, 56449486, 56449493]	[]
685_9478	chr12	57810588	57810988	+	1000	70.0	[6.6436715, 6.151378, 12.036125, 5.9858503]	[77, 81, 87, 96]	[]	[]	[57810765, 57810769, 57810775, 57810784]	[]
685_9480	chr12	103965629	103966029	+	1000	70.0	[9.463688]	[108]	[]	[]	[103965829]	[]
685_9482	chr12	113875731	113876131	+	1000	70.0	[11.202471]	[118]	[6.9912043, 16.918556]	[73, 88]	[113875945]	[113875900, 113875915]
685_9485	chr12	123938852	123939252	+	1000	70.0	[]	[]	[7.2777677, 5.6695848, 10.924302]	[67, 97, 103]	[]	[123939014, 123939044, 123939050]
685_9488	chr14	37027327	37027727	+	1000	70.0	[]	[]	[11.238911]	[102]	[]	[37027522]
685_949	chr1	202553535	202553935	+	1000	246.0	[]	[]	[10.311144]	[97]	[]	[202553729]
685_9492	chr14	58513279	58513679	+	1000	70.0	[15.923084]	[84]	[5.7619305]	[137]	[58513463]	[58513516]
685_9494	chr15	50055601	50056001	+	1000	70.0	[16.093534]	[88]	[]	[]	[50055788]	[]
685_9496	chr15	67093490	67093890	+	1000	70.0	[6.939006, 15.87502]	[96, 102]	[]	[]	[67093681, 67093687]	[]
685_9497	chr15	70806951	70807351	+	1000	70.0	[15.290571]	[107]	[6.925033]	[127]	[70807144]	[70807164]
685_9499	chr15	79311630	79312030	+	1000	70.0	[16.525896, 5.9007344]	[92, 144]	[]	[]	[79311821, 79311873]	[]
685_9502	chr16	381775	382175	+	1000	70.0	[]	[]	[6.740977]	[101]	[]	[381974]
685_9503	chr16	14632550	14632950	+	1000	70.0	[13.94093]	[112]	[11.141778]	[151]	[14632757]	[14632796]
685_9506	chr16	23836692	23837092	+	1000	70.0	[]	[]	[7.55867, 7.2036877]	[101, 144]	[]	[23836891, 23836934]
685_9510	chr16	75620522	75620922	+	1000	70.0	[]	[]	[6.3176036]	[109]	[]	[75620725]
685_9513	chr17	4074145	4074545	+	1000	70.0	[15.0778055]	[81]	[]	[]	[4074310]	[]
685_9517	chr17	37608618	37609018	+	1000	70.0	[8.502041, 15.358653]	[68, 88]	[]	[]	[37608776, 37608796]	[]
685_9519	chr17	41784266	41784666	+	1000	70.0	[]	[]	[10.225473]	[94]	[]	[41784456]
685_9523	chr17	62968353	62968753	+	1000	70.0	[9.745899]	[75]	[9.578953]	[116]	[62968525]	[62968566]
685_9524	chr17	63954366	63954766	+	1000	70.0	[10.156081]	[122]	[19.689182, 10.499839]	[95, 101]	[63954586]	[63954559, 63954565]
685_9525	chr17	76143263	76143663	+	1000	70.0	[13.6650715]	[115]	[]	[]	[76143469]	[]
685_9526	chr18	8912232	8912632	+	1000	70.0	[]	[]	[12.9580555]	[105]	[]	[8912434]
685_9530	chr18	62339167	62339567	+	1000	70.0	[6.2052064]	[150]	[15.728682]	[92]	[62339413]	[62339355]
685_9531	chr18	75304707	75305107	+	1000	70.0	[15.325211]	[92]	[]	[]	[75304898]	[]
685_9535	chr19	7982038	7982438	+	1000	70.0	[18.203526]	[89]	[]	[]	[7982227]	[]
685_9536	chr19	19120375	19120775	+	1000	70.0	[]	[]	[12.935466, 7.3529615]	[110, 145]	[]	[19120576, 19120611]
685_9538	chr19	44754344	44754744	+	1000	70.0	[]	[]	[11.261907]	[103]	[]	[44754544]
685_9540	chr19	47730016	47730416	+	1000	70.0	[]	[]	[7.0207686, 10.023743]	[70, 90]	[]	[47730186, 47730206]
685_9543	chr2	11833665	11834065	+	1000	70.0	[]	[]	[15.325211]	[108]	[]	[11833871]
685_9546	chr2	31049897	31050297	+	1000	70.0	[12.384123]	[120]	[]	[]	[31050108]	[]
685_9549	chr2	85577385	85577785	+	1000	70.0	[15.421331]	[89]	[6.9257717]	[140]	[85577563]	[85577614]
685_9551	chr2	113028095	113028495	+	1000	70.0	[8.944277]	[90]	[]	[]	[113028272]	[]
685_9553	chr2	127508501	127508901	+	1000	70.0	[9.380839]	[89]	[]	[]	[127508689]	[]
685_9559	chr22	23222300	23222700	+	1000	70.0	[11.962498, 7.9515467]	[99, 121]	[]	[]	[23222497, 23222519]	[]
685_9570	chr3	130850483	130850883	+	1000	70.0	[8.513157]	[89]	[]	[]	[130850664]	[]
685_9573	chr3	171375976	171376376	+	1000	70.0	[9.058755]	[99]	[]	[]	[171376171]	[]
685_9577	chr4	20359701	20360101	+	1000	70.0	[18.789831, 10.514526]	[108, 158]	[]	[]	[20359890, 20359940]	[]
685_9579	chr4	77818085	77818485	+	1000	70.0	[]	[]	[15.850287, 10.688468]	[98, 104]	[]	[77818278, 77818284]
685_958	chr15	75043047	75043447	+	1000	245.0	[11.569502]	[90]	[]	[]	[75043219]	[]
685_9581	chr4	94605251	94605651	+	1000	70.0	[15.360103]	[92]	[]	[]	[94605436]	[]
685_9582	chr4	108651427	108651827	+	1000	70.0	[9.059027]	[129]	[6.3144903]	[65]	[108651650]	[108651586]
685_9584	chr4	109561145	109561545	+	1000	70.0	[]	[]	[10.512806, 18.191957]	[96, 102]	[]	[109561340, 109561346]
685_9587	chr4	184344443	184344843	+	1000	70.0	[]	[]	[21.247185, 6.220364]	[104, 150]	[]	[184344647, 184344693]
685_9591	chr5	82357226	82357626	+	1000	70.0	[6.196263]	[106]	[]	[]	[82357428]	[]
685_9593	chr5	140157011	140157411	+	1000	70.0	[11.646491]	[97]	[]	[]	[140157208]	[]
685_9596	chr6	13049823	13050223	+	1000	70.0	[9.082783, 21.247185]	[72, 93]	[]	[]	[13049993, 13050014]	[]
685_9598	chr6	42048529	42048929	+	1000	70.0	[10.16484, 9.20281]	[96, 104]	[]	[]	[42048722, 42048730]	[]
685_9599	chr6	45495576	45495976	+	1000	70.0	[7.4263864, 13.3950815]	[66, 94]	[]	[]	[45495740, 45495768]	[]
685_9600	chr6	68740739	68741139	+	1000	70.0	[]	[]	[12.283531]	[102]	[]	[68740937]
685_9603	chr6	90932350	90932750	+	1000	70.0	[]	[]	[18.789831]	[97]	[]	[90932542]
685_9604	chr6	99425875	99426275	+	1000	70.0	[6.358856]	[96]	[]	[]	[99426070]	[]
685_9605	chr6	135183150	135183550	+	1000	70.0	[]	[]	[11.329099, 8.36659, 6.9112625, 6.8111615]	[96, 111, 117, 139]	[]	[135183343, 135183358, 135183364, 135183386]
685_9606	chr6	136289700	136290100	+	1000	70.0	[]	[]	[6.807686]	[122]	[]	[136289893]
685_9607	chr6	139396014	139396414	+	1000	70.0	[]	[]	[7.8572373]	[112]	[]	[139396220]
685_9608	chr6	139882388	139882788	+	1000	70.0	[8.154196, 11.737658]	[87, 97]	[]	[]	[139882570, 139882580]	[]
685_9609	chr6	149923068	149923468	+	1000	70.0	[]	[]	[9.914395]	[98]	[]	[149923259]
685_961	chr20	38947979	38948379	+	1000	245.0	[]	[]	[15.590033]	[102]	[]	[38948181]
685_9610	chr6	161254655	161255055	+	1000	70.0	[]	[]	[7.8507137]	[107]	[]	[161254858]
685_9612	chr6	165850476	165850876	+	1000	70.0	[7.1324706]	[117]	[]	[]	[165850691]	[]
685_9613	chr6	166026856	166027256	+	1000	70.0	[18.203526]	[104]	[]	[]	[166027050]	[]
685_9614	chr6	169790093	169790493	+	1000	70.0	[]	[]	[13.11519]	[98]	[]	[169790287]
685_9616	chr7	5191474	5191874	+	1000	70.0	[6.019243, 6.6246004, 19.122936, 7.699416]	[78, 86, 92, 109]	[]	[]	[5191652, 5191660, 5191666, 5191683]	[]
685_9618	chr7	51255052	51255452	+	1000	70.0	[7.9276824, 12.620451]	[81, 89]	[]	[]	[51255233, 51255241]	[]
685_9619	chr7	51528154	51528554	+	1000	70.0	[15.990694]	[94]	[]	[]	[51528343]	[]
685_9623	chr7	102431741	102432141	+	1000	70.0	[]	[]	[8.250244, 6.5331216]	[101, 128]	[]	[102431941, 102431968]
685_9625	chr7	128381214	128381614	+	1000	70.0	[]	[]	[15.206261]	[123]	[]	[128381427]
685_9627	chr7	143323713	143324113	+	1000	70.0	[]	[]	[13.980856]	[93]	[]	[143323905]
685_9634	chr8	123931134	123931534	+	1000	70.0	[]	[]	[13.610201, 7.6679344, 21.247185]	[95, 101, 107]	[]	[123931327, 123931333, 123931339]
685_9636	chr9	99433553	99433953	+	1000	70.0	[15.193479]	[93]	[]	[]	[99433745]	[]
685_9639	chr9	127555989	127556389	+	1000	70.0	[9.061963, 8.320511]	[144, 148]	[]	[]	[127556210, 127556214]	[]
685_964	chr7	23597099	23597499	+	1000	245.0	[]	[]	[12.279465]	[100]	[]	[23597298]
685_9640	chr9	128592967	128593367	+	1000	70.0	[8.176675, 8.553974, 8.056964]	[77, 90, 127]	[]	[]	[128593138, 128593151, 128593188]	[]
685_9641	chr9	129885049	129885449	+	1000	70.0	[13.168882]	[95]	[]	[]	[129885233]	[]
685_9645	chrX	55451864	55452264	+	1000	70.0	[5.7458096]	[96]	[6.0128093, 7.787078, 16.093534]	[74, 82, 124]	[55452050]	[55452028, 55452036, 55452078]
685_9646	chrX	119015533	119015933	+	1000	70.0	[7.9331546]	[94]	[18.62852]	[119]	[119015719]	[119015744]
685_9657	chr1	31944267	31944667	+	1000	69.0	[]	[]	[5.808245]	[151]	[]	[31944464]
685_9659	chr1	35932918	35933318	+	1000	69.0	[8.142861]	[105]	[]	[]	[35933118]	[]
685_966	chr1	111507568	111507968	+	1000	244.0	[]	[]	[18.595427, 9.059027]	[80, 102]	[]	[111507742, 111507764]
685_9662	chr1	58898907	58899307	+	1000	69.0	[]	[]	[7.3643694]	[106]	[]	[58899106]
685_9664	chr1	92972417	92972817	+	1000	69.0	[]	[]	[15.240896, 12.589139]	[93, 114]	[]	[92972598, 92972619]
685_9673	chr1	154974691	154975091	+	1000	69.0	[12.765075]	[90]	[]	[]	[154974872]	[]
685_9681	chr1	228362149	228362549	+	1000	69.0	[14.05181]	[97]	[7.9310293]	[133]	[228362343]	[228362379]
685_9684	chr10	15313738	15314138	+	1000	69.0	[]	[]	[6.0813537, 12.111179]	[103, 110]	[]	[15313941, 15313948]
685_9686	chr10	69315291	69315691	+	1000	69.0	[9.762123, 8.807164]	[89, 112]	[]	[]	[69315471, 69315494]	[]
685_9688	chr10	86957459	86957859	+	1000	69.0	[9.840387, 17.548697]	[71, 101]	[]	[]	[86957628, 86957658]	[]
685_9689	chr10	124641329	124641729	+	1000	69.0	[5.722764, 12.45914]	[87, 107]	[]	[]	[124641508, 124641528]	[]
685_9691	chr11	16094310	16094710	+	1000	69.0	[7.3391213, 12.173142]	[58, 106]	[]	[]	[16094464, 16094512]	[]
685_9694	chr11	57427014	57427414	+	1000	69.0	[]	[]	[15.857894, 10.209406, 8.106684]	[96, 100, 145]	[]	[57427209, 57427213, 57427258]
685_9695	chr11	65083894	65084294	+	1000	69.0	[8.931193, 15.10106]	[91, 97]	[]	[]	[65084081, 65084087]	[]
685_9697	chr11	69539736	69540136	+	929	69.0	[10.96052, 10.845462]	[109, 152]	[6.5869985]	[91]	[69539938, 69539981]	[69539920]
685_970	chr15	62122169	62122569	+	1000	244.0	[21.247185]	[89]	[]	[]	[62122358]	[]
685_9700	chr11	108222554	108222954	+	1000	69.0	[]	[]	[9.640815]	[101]	[]	[108222751]
685_9703	chr12	5291945	5292345	+	1000	69.0	[]	[]	[19.177654, 9.911713]	[101, 107]	[]	[5292146, 5292152]
685_9705	chr12	30999766	31000166	+	1000	69.0	[12.435392]	[89]	[]	[]	[30999944]	[]
685_9708	chr12	50167285	50167685	+	1000	69.0	[]	[]	[6.6933355]	[117]	[]	[50167492]
685_9709	chr12	54005850	54006250	+	1000	69.0	[]	[]	[7.960515, 7.9572062]	[95, 105]	[]	[54006037, 54006047]
685_9713	chr12	75977894	75978294	+	1000	69.0	[18.107643]	[94]	[]	[]	[75978086]	[]
685_9715	chr12	109020756	109021156	+	1000	69.0	[]	[]	[10.337236]	[133]	[]	[109020972]
685_9716	chr12	120686698	120687098	+	1000	69.0	[]	[]	[10.574174, 11.5013485]	[112, 146]	[]	[120686903, 120686937]
685_9717	chr13	31012212	31012612	+	1000	69.0	[13.792375]	[145]	[10.962091]	[110]	[31012453]	[31012418]
685_9718	chr14	54805757	54806157	+	1000	69.0	[6.105158, 10.861304]	[99, 105]	[]	[]	[54805951, 54805957]	[]
685_972	chr2	73985754	73986154	+	1000	244.0	[10.193435, 11.549862]	[53, 56]	[10.895944, 6.0226364, 5.8225346]	[101, 107, 130]	[73985906, 73985909]	[73985954, 73985960, 73985983]
685_9722	chr14	70359488	70359888	+	1000	69.0	[]	[]	[17.070517]	[101]	[]	[70359687]
685_9727	chr15	84654095	84654495	+	1000	69.0	[]	[]	[11.23668]	[105]	[]	[84654297]
685_9729	chr16	18805367	18805767	+	1000	69.0	[12.554585]	[95]	[]	[]	[18805559]	[]
685_9731	chr16	29009219	29009619	+	1000	69.0	[]	[]	[7.53269, 5.727235, 6.222818]	[54, 64, 81]	[]	[29009373, 29009383, 29009400]
685_9733	chr16	67872240	67872640	+	1000	69.0	[9.059027, 7.6448073]	[110, 124]	[]	[]	[67872441, 67872455]	[]
685_9736	chr16	77675680	77676080	+	1000	69.0	[]	[]	[10.066356]	[105]	[]	[77675877]
685_9738	chr17	8175671	8176071	+	1000	69.0	[17.548697]	[100]	[6.3636847]	[155]	[8175862]	[8175917]
685_974	chr3	47381262	47381662	+	1000	244.0	[]	[]	[15.490863]	[100]	[]	[47381459]
685_9742	chr17	30933860	30934260	+	1000	69.0	[7.2404222]	[93]	[]	[]	[30934049]	[]
685_9746	chr17	68794950	68795350	+	1000	69.0	[9.1410055, 19.689182]	[85, 91]	[]	[]	[68795133, 68795139]	[]
685_9749	chr18	21600803	21601203	+	1000	69.0	[5.7552567]	[114]	[]	[]	[21601009]	[]
685_975	chr1	11563520	11563920	+	1000	243.0	[5.8762236, 9.074767, 18.261488]	[69, 79, 95]	[]	[]	[11563685, 11563695, 11563711]	[]
685_9751	chr19	3505878	3506278	+	1000	69.0	[]	[]	[8.391012, 8.268963]	[91, 125]	[]	[3506069, 3506103]
685_9752	chr19	12294607	12295007	+	1000	69.0	[]	[]	[6.515454]	[147]	[]	[12294850]
685_9755	chr19	55080522	55080922	+	1000	69.0	[9.442863]	[97]	[]	[]	[55080718]	[]
685_9758	chr2	90397595	90397995	+	1000	69.0	[6.0779567]	[168]	[]	[]	[90397815]	[]
685_9762	chr2	144143707	144144107	+	1000	69.0	[9.482737, 8.323677]	[87, 147]	[]	[]	[144143892, 144143952]	[]
685_9763	chr2	144518411	144518811	+	1000	69.0	[14.575991]	[136]	[]	[]	[144518631]	[]
685_9764	chr2	170354829	170355229	+	1000	69.0	[]	[]	[9.123143, 15.006159]	[81, 105]	[]	[170355008, 170355032]
685_9766	chr20	23588785	23589185	+	1000	69.0	[]	[]	[13.3044195, 10.427874]	[90, 114]	[]	[23588954, 23588978]
685_977	chr1	146007182	146007582	+	1000	243.0	[]	[]	[12.295099]	[101]	[]	[146007379]
685_9771	chr20	50386574	50386974	+	1000	69.0	[]	[]	[13.089308]	[88]	[]	[50386752]
685_9777	chr22	36426199	36426599	+	1000	69.0	[9.902827]	[99]	[]	[]	[36426396]	[]
685_978	chr1	213051628	213052028	+	1000	243.0	[]	[]	[6.6408153, 9.128937]	[57, 70]	[]	[213051783, 213051796]
685_9784	chr3	44648538	44648938	+	1000	69.0	[]	[]	[12.13825]	[97]	[]	[44648725]
685_9786	chr3	52779314	52779714	+	1000	69.0	[13.798836]	[98]	[]	[]	[52779511]	[]
685_9788	chr3	113748744	113749144	+	1000	69.0	[10.645577, 15.642823]	[82, 94]	[]	[]	[113748921, 113748933]	[]
685_9791	chr3	153166210	153166610	+	1000	69.0	[5.883883, 14.010907, 6.350973]	[77, 93, 147]	[]	[]	[153166385, 153166401, 153166455]	[]
685_9792	chr3	167941755	167942155	+	1000	69.0	[]	[]	[15.788821]	[124]	[]	[167941974]
685_9793	chr4	78656924	78657324	+	1000	69.0	[]	[]	[10.856812, 14.774778]	[122, 128]	[]	[78657140, 78657146]
685_9794	chr4	169620396	169620796	+	1000	69.0	[]	[]	[13.80065]	[85]	[]	[169620577]
685_9799	chr5	56819100	56819500	+	1000	69.0	[13.038307]	[92]	[]	[]	[56819283]	[]
