#PeakID(python scan_motif.py ./ENCODE_processed_files/IRF2_idr.fa IRF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_683	chr19	18044939	18045339	+	1000	162.0	[6.1232615]	[97]	[3.4720602]	[144]	[18045133]	[18045180]
642_6834	chr1	234607010	234607410	+	1000	46.0	[]	[]	[5.863081]	[83]	[]	[234607183]
642_6835	chr1	235083641	235084041	+	1000	46.0	[3.3478272]	[72]	[]	[]	[235083810]	[]
642_6836	chr1	236524366	236524766	+	1000	46.0	[5.863081, 5.6029005]	[99, 130]	[]	[]	[236524564, 236524595]	[]
642_6839	chr1	247210758	247211158	+	1000	46.0	[5.863081]	[173]	[]	[]	[247211004]	[]
642_684	chr21	41926505	41926905	+	1000	162.0	[]	[]	[18.919323, 10.991825]	[102, 108]	[]	[41926707, 41926713]
642_6840	chr10	4849671	4850071	+	1000	46.0	[]	[]	[5.7271333, 3.6080077]	[134, 144]	[]	[4849892, 4849902]
642_6843	chr10	17662766	17663166	+	1000	46.0	[]	[]	[8.736752, 4.593794]	[128, 155]	[]	[17662983, 17663010]
642_6846	chr10	42645030	42645430	+	1000	46.0	[]	[]	[6.5886865, 12.261112]	[62, 102]	[]	[42645192, 42645232]
642_685	chr22	31229704	31230104	+	1000	162.0	[10.266219]	[87]	[]	[]	[31229891]	[]
642_6851	chr10	68562064	68562464	+	1000	46.0	[3.6080077]	[77]	[]	[]	[68562224]	[]
642_6853	chr10	71266357	71266757	+	1000	46.0	[]	[]	[3.4720602]	[122]	[]	[71266571]
642_6855	chr10	73095411	73095811	+	1000	46.0	[5.863081]	[123]	[]	[]	[73095630]	[]
642_6857	chr10	77836253	77836653	+	1000	46.0	[4.3336134]	[85]	[]	[]	[77836437]	[]
642_686	chr3	131381364	131381764	+	1000	162.0	[]	[]	[5.863081]	[107]	[]	[131381570]
642_6860	chr10	104255398	104255798	+	1000	46.0	[]	[]	[18.919323]	[114]	[]	[104255609]
642_6864	chr11	10809089	10809489	+	1000	46.0	[3.3478272]	[166]	[]	[]	[10809337]	[]
642_6868	chr11	46700576	46700976	+	1000	46.0	[]	[]	[12.261112]	[157]	[]	[46700813]
642_687	chr1	11909568	11909968	+	1000	161.0	[7.7509656]	[172]	[]	[]	[11909817]	[]
642_6871	chr11	63478780	63479180	+	1000	46.0	[4.3336134]	[139]	[]	[]	[63478964]	[]
642_6873	chr11	64847156	64847556	+	1000	46.0	[3.2771003]	[139]	[]	[]	[64847346]	[]
642_688	chr2	108974585	108974985	+	1000	161.0	[7.6802387, 12.521293, 12.521293, 5.863081]	[76, 82, 88, 94]	[]	[]	[108974761, 108974767, 108974773, 108974779]	[]
642_6880	chr11	113373869	113374269	+	1000	46.0	[16.66425]	[91]	[]	[]	[113374053]	[]
642_6886	chr12	54359221	54359621	+	1000	46.0	[4.3336134]	[237]	[]	[]	[54359469]	[]
642_6889	chr12	56007136	56007536	+	1000	46.0	[]	[]	[3.6080077, 3.3478272]	[96, 144]	[]	[56007316, 56007364]
642_689	chr11	60192526	60192926	+	1000	160.0	[3.2771003, 16.66425, 6.5886865]	[60, 66, 72]	[]	[]	[60192678, 60192684, 60192690]	[]
642_6890	chr12	56336699	56337099	+	1000	46.0	[12.261112]	[121]	[]	[]	[56336912]	[]
642_6894	chr12	131860490	131860890	+	1000	46.0	[6.848867]	[189]	[]	[]	[131860734]	[]
642_6897	chr13	96948063	96948463	+	1000	46.0	[4.593794, 10.006039]	[127, 133]	[]	[]	[96948268, 96948274]	[]
642_6899	chr14	23034737	23035137	+	1000	46.0	[]	[]	[5.6029005]	[126]	[]	[23034956]
642_69	chr7	116511693	116512093	+	1000	572.0	[10.991825, 16.66425, 5.863081]	[83, 89, 95]	[5.863081]	[129]	[116511876, 116511882, 116511888]	[116511922]
642_690	chr14	24146387	24146787	+	1000	160.0	[]	[]	[18.919323, 5.7271333]	[146, 152]	[]	[24146628, 24146634]
642_6901	chr14	64986620	64987020	+	1000	46.0	[]	[]	[5.6029005]	[129]	[]	[64986830]
642_6904	chr15	49172638	49173038	+	1000	46.0	[]	[]	[10.991825]	[104]	[]	[49172839]
642_6906	chr15	89976214	89976614	+	1000	46.0	[]	[]	[18.919323]	[117]	[]	[89976430]
642_691	chr17	27456239	27456639	+	1000	160.0	[]	[]	[12.521293]	[123]	[]	[27456458]
642_6910	chr16	3129520	3129920	+	1000	46.0	[6.5886865, 7.7509656]	[105, 184]	[]	[]	[3129677, 3129756]	[]
642_6912	chr16	14632470	14632870	+	1000	46.0	[5.863081]	[188]	[]	[]	[14632691]	[]
642_6914	chr16	30430099	30430499	+	1000	46.0	[12.521293]	[133]	[]	[]	[30430325]	[]
642_6916	chr16	54465063	54465463	+	1000	46.0	[18.919323]	[67]	[]	[]	[54465225]	[]
642_692	chr18	75161685	75162085	+	1000	160.0	[]	[]	[18.919323]	[109]	[]	[75161892]
642_6920	chr16	84600716	84601116	+	1000	46.0	[5.7271333]	[118]	[5.6029005]	[151]	[84600897]	[84600930]
642_6921	chr17	5042334	5042734	+	1000	46.0	[]	[]	[4.3336134, 16.66425, 3.3478272]	[176, 201, 207]	[]	[5042540, 5042565, 5042571]
642_6927	chr17	63826943	63827343	+	1000	46.0	[]	[]	[5.6029005, 5.6029005]	[78, 84]	[]	[63827108, 63827114]
642_6928	chr17	68437932	68438332	+	1000	46.0	[10.991825]	[65]	[3.3478272]	[100]	[68438092]	[68438127]
642_6929	chr17	68497986	68498386	+	1000	46.0	[]	[]	[4.3336134, 10.006039, 6.848867]	[113, 154, 160]	[]	[68498173, 68498214, 68498220]
642_6930	chr17	76385779	76386179	+	1000	46.0	[]	[]	[3.6080077, 10.006039]	[116, 121]	[]	[76385965, 76385970]
642_6933	chr18	1464409	1464809	+	1000	46.0	[]	[]	[4.3336134]	[107]	[]	[1464572]
642_6935	chr18	3653775	3654175	+	1000	46.0	[]	[]	[3.3478272]	[160]	[]	[3653986]
642_6937	chr18	64207798	64208198	+	1000	46.0	[]	[]	[18.919323, 12.521293, 7.6802387]	[146, 152, 158]	[]	[64208030, 64208036, 64208042]
642_6938	chr18	70205524	70205924	+	1000	46.0	[3.4720602]	[63]	[]	[]	[70205685]	[]
642_694	chr5	35249305	35249705	+	1000	160.0	[7.7509656, 16.66425]	[85, 91]	[]	[]	[35249490, 35249496]	[]
642_6941	chr19	6460072	6460472	+	1000	46.0	[3.3478272]	[172]	[]	[]	[6460308]	[]
642_6942	chr19	18152483	18152883	+	1000	46.0	[]	[]	[3.3478272]	[116]	[]	[18152664]
642_6945	chr19	35220448	35220848	+	1000	46.0	[3.3478272]	[171]	[]	[]	[35220696]	[]
642_6946	chr19	35628814	35629214	+	1000	46.0	[]	[]	[3.3478272]	[135]	[]	[35629031]
642_6948	chr19	39351483	39351883	+	1000	46.0	[]	[]	[3.7322407]	[165]	[]	[39351707]
642_695	chr6	26027138	26027538	+	1000	160.0	[3.6080077, 5.6029005]	[108, 114]	[3.3478272]	[146]	[26027336, 26027342]	[26027374]
642_6950	chr19	46600784	46601184	+	1000	46.0	[]	[]	[3.3478272]	[101]	[]	[46600954]
642_6955	chr19	50728567	50728967	+	1000	46.0	[10.991825]	[176]	[]	[]	[50728804]	[]
642_6957	chr19	52936306	52936706	+	1000	46.0	[6.694453, 6.5886865]	[101, 107]	[]	[]	[52936503, 52936509]	[]
642_696	chr7	130912900	130913300	+	1000	160.0	[]	[]	[12.261112, 3.5372808, 8.736752]	[148, 154, 176]	[]	[130913121, 130913127, 130913149]
642_6962	chr1_KI270709v1_random	6325	6725	+	1000	46.0	[]	[]	[3.3478272]	[74]	[]	[6499]
642_6968	chr2	43293765	43294165	+	1000	46.0	[]	[]	[5.6029005, 4.457846]	[103, 109]	[]	[43293934, 43293940]
642_697	chr7	157039310	157039710	+	1000	160.0	[16.66425, 5.863081]	[89, 95]	[]	[]	[157039496, 157039502]	[]
642_6971	chr2	64523887	64524287	+	1000	46.0	[5.6029005, 4.593794]	[162, 167]	[]	[]	[64524128, 64524133]	[]
642_6982	chr2	75646508	75646908	+	1000	46.0	[]	[]	[3.3478272]	[102]	[]	[75646664]
642_6983	chr2	84939619	84940019	+	1000	46.0	[]	[]	[10.266219]	[104]	[]	[84939820]
642_6988	chr2	112794119	112794519	+	1000	46.0	[5.6029005]	[89]	[]	[]	[112794292]	[]
642_699	chrX	139286392	139286792	+	1000	160.0	[7.6802387, 18.919323, 5.6029005]	[79, 85, 91]	[]	[]	[139286568, 139286574, 139286580]	[]
642_6991	chr2	170873155	170873555	+	810	46.0	[5.3194, 10.006039]	[74, 81]	[]	[]	[170873311, 170873318]	[]
642_6993	chr2	174341443	174341843	+	1000	46.0	[]	[]	[3.3478272]	[54]	[]	[174341597]
642_6999	chr21	33657139	33657539	+	1000	46.0	[]	[]	[7.7509656]	[120]	[]	[33657334]
642_7	chrM	13602	14002	+	1000	757.0	[]	[]	[12.261112]	[115]	[]	[13811]
642_70	chr10	50326984	50327384	+	1000	569.0	[13.246898]	[93]	[]	[]	[50327174]	[]
642_700	chr19	28736983	28737383	+	1000	159.0	[16.66425]	[81]	[5.6029005]	[143]	[28737162]	[28737224]
642_7002	chr21	34526463	34526863	+	1000	46.0	[10.006039]	[62]	[18.919323]	[104]	[34526625]	[34526667]
642_7006	chr21	44012891	44013291	+	1000	46.0	[]	[]	[3.4720602]	[88]	[]	[44013069]
642_7016	chr22	22684991	22685391	+	1000	46.0	[4.3336134]	[134]	[]	[]	[22685205]	[]
642_702	chr22	21867945	21868345	+	1000	159.0	[12.521293, 3.4720602]	[78, 127]	[]	[]	[21868110, 21868159]	[]
642_7020	chr22	23020882	23021282	+	1000	46.0	[10.006039, 10.991825]	[113, 127]	[]	[]	[23021089, 23021103]	[]
642_7021	chr22	23039588	23039988	+	1000	46.0	[6.7129197, 12.261112, 10.006039, 3.3478272]	[85, 96, 108, 114]	[]	[]	[23039768, 23039779, 23039791, 23039797]	[]
642_7022	chr22	23138739	23139139	+	1000	46.0	[]	[]	[5.863081]	[275]	[]	[23138922]
642_7024	chr3	13451514	13451914	+	1000	46.0	[3.6080077]	[122]	[]	[]	[13451692]	[]
642_7028	chr3	33658956	33659356	+	1000	46.0	[3.6080077]	[155]	[]	[]	[33659164]	[]
642_703	chr4	184417149	184417549	+	1000	159.0	[16.66425, 12.521293]	[83, 89]	[]	[]	[184417331, 184417337]	[]
642_7034	chr3	43769424	43769824	+	1000	46.0	[]	[]	[6.5886865]	[131]	[]	[43769639]
642_7036	chr3	99776299	99776699	+	1000	46.0	[5.863081]	[77]	[12.521293]	[161]	[99776455]	[99776539]
642_704	chr4	185395263	185395663	+	1000	159.0	[16.66425]	[91]	[]	[]	[185395453]	[]
642_7046	chr4	73500426	73500826	+	1000	46.0	[]	[]	[16.66425]	[78]	[]	[73500597]
642_7047	chr4	74535549	74535949	+	1000	46.0	[16.66425]	[106]	[]	[]	[74535747]	[]
642_7049	chr4	76489780	76490180	+	1000	46.0	[16.66425]	[55]	[]	[]	[76489934]	[]
642_7050	chr4	86934543	86934943	+	1000	46.0	[12.521293]	[139]	[]	[]	[86934727]	[]
642_7051	chr4	121823820	121824220	+	1000	46.0	[3.3478272]	[148]	[]	[]	[121823997]	[]
642_7052	chr4	122633288	122633688	+	1000	46.0	[16.66425, 3.3478272]	[84, 114]	[]	[]	[122633472, 122633502]	[]
642_7053	chr4	126732639	126733039	+	1000	46.0	[18.919323]	[117]	[]	[]	[126732854]	[]
642_7054	chr4	128454240	128454640	+	1000	46.0	[]	[]	[5.6029005]	[119]	[]	[128454459]
642_7056	chr4	155953671	155954071	+	1000	46.0	[]	[]	[7.574473, 5.863081]	[120, 126]	[]	[155953884, 155953890]
642_706	chr1	145465310	145465710	+	1000	158.0	[]	[]	[6.848867]	[98]	[]	[145465504]
642_7063	chr5	111512599	111512999	+	1000	46.0	[6.694453]	[197]	[]	[]	[111512820]	[]
642_7064	chr5	137901054	137901454	+	1000	46.0	[]	[]	[16.66425]	[124]	[]	[137901260]
642_7068	chr5	176994426	176994826	+	1000	46.0	[]	[]	[3.3478272]	[158]	[]	[176994675]
642_7069	chr5	177006706	177007106	+	1000	46.0	[]	[]	[5.863081]	[139]	[]	[177006902]
642_707	chr21	20329640	20330040	+	1000	158.0	[6.954633, 5.863081]	[123, 129]	[]	[]	[20329861, 20329867]	[]
642_7071	chr5	181188284	181188684	+	1000	46.0	[]	[]	[3.3478272]	[76]	[]	[181188444]
642_7073	chr5	181243978	181244378	+	1000	46.0	[10.006039]	[65]	[]	[]	[181244142]	[]
642_7076	chr6	16005034	16005434	+	761	46.0	[12.261112]	[191]	[]	[]	[16005228]	[]
642_7078	chr6	17715034	17715434	+	1000	46.0	[]	[]	[10.006039, 5.3194, 4.3336134]	[120, 126, 132]	[]	[17715207, 17715213, 17715219]
642_708	chr4	186191360	186191760	+	1000	158.0	[]	[]	[18.919323]	[149]	[]	[186191571]
642_7086	chr6	27895465	27895865	+	1000	46.0	[10.006039, 3.3478272]	[132, 138]	[]	[]	[27895696, 27895702]	[]
642_7089	chr6	29685960	29686360	+	1000	46.0	[]	[]	[12.261112]	[161]	[]	[29686208]
642_7090	chr6	30955519	30955919	+	1000	46.0	[]	[]	[5.863081]	[138]	[]	[30955753]
642_7091	chr6	31829916	31830316	+	1000	46.0	[]	[]	[3.4720602]	[90]	[]	[31830093]
642_7094	chr6	43608327	43608727	+	1000	46.0	[]	[]	[4.3336134]	[113]	[]	[43608520]
642_7099	chr6	58793342	58793742	+	1000	46.0	[]	[]	[3.3478272]	[79]	[]	[58793521]
642_71	chr17	45227057	45227457	+	1000	568.0	[6.1232615, 18.919323]	[86, 92]	[]	[]	[45227241, 45227247]	[]
642_710	chr6	26295585	26295985	+	1000	158.0	[]	[]	[18.919323]	[99]	[]	[26295778]
642_7100	chr6	75243661	75244061	+	1000	46.0	[5.7271333, 4.3336134]	[180, 186]	[]	[]	[75243883, 75243889]	[]
642_7102	chr6	84764539	84764939	+	1000	46.0	[3.2771003]	[109]	[]	[]	[84764725]	[]
642_7106	chr6	125780871	125781271	+	1000	46.0	[]	[]	[3.3478272]	[103]	[]	[125781070]
642_711	chr1	172532221	172532621	+	1000	157.0	[16.66425]	[149]	[]	[]	[172532440]	[]
642_7110	chr6	148700816	148701216	+	1000	46.0	[]	[]	[16.66425, 4.593794]	[163, 169]	[]	[148701020, 148701026]
642_7111	chr6	149897185	149897585	+	791	46.0	[7.6802387, 18.919323]	[105, 111]	[]	[]	[149897368, 149897374]	[]
642_7114	chr7	8762757	8763157	+	1000	46.0	[]	[]	[7.6802387, 4.457846]	[90, 161]	[]	[8762936, 8763007]
642_7115	chr7	12385266	12385666	+	1000	46.0	[]	[]	[10.006039, 10.991825]	[105, 120]	[]	[12385467, 12385482]
642_7116	chr7	27744991	27745391	+	1000	46.0	[]	[]	[5.6029005, 8.736752]	[151, 157]	[]	[27745164, 27745170]
642_7118	chr7	73665212	73665612	+	1000	46.0	[4.593794, 12.261112]	[108, 114]	[]	[]	[73665395, 73665401]	[]
642_7127	chr7	106718198	106718598	+	1000	46.0	[]	[]	[3.3478272]	[63]	[]	[106718355]
642_713	chr22	22519949	22520349	+	1000	157.0	[6.5886865, 12.261112]	[111, 117]	[]	[]	[22520154, 22520160]	[]
642_7134	chr7	129948882	129949282	+	1000	46.0	[]	[]	[3.3478272]	[101]	[]	[129949057]
642_7137	chr7	131069272	131069672	+	1000	46.0	[]	[]	[5.6029005]	[166]	[]	[131069499]
642_714	chr4	128513889	128514289	+	1000	157.0	[]	[]	[6.5886865, 16.66425]	[130, 136]	[]	[128514101, 128514107]
642_7145	chr7	152676170	152676570	+	1000	46.0	[]	[]	[4.4393797]	[120]	[]	[152676374]
642_715	chr20	53654948	53655348	+	1000	156.0	[3.6080077]	[95]	[5.6029005]	[76]	[53655139]	[53655120]
642_7150	chr8	100428599	100428999	+	1000	46.0	[16.66425]	[91]	[]	[]	[100428788]	[]
642_7157	chr9	36493638	36494038	+	1000	46.0	[3.6080077, 3.6080077, 3.6080077]	[91, 97, 103]	[]	[]	[36493825, 36493831, 36493837]	[]
642_7159	chr9	122254284	122254684	+	1000	46.0	[]	[]	[3.3478272]	[123]	[]	[122254458]
642_716	chr4	992605	993005	+	1000	156.0	[]	[]	[12.521293]	[131]	[]	[992829]
642_7168	chr9	131182726	131183126	+	1000	46.0	[6.694453]	[163]	[]	[]	[131182962]	[]
642_7169	chrX	15674603	15675003	+	1000	46.0	[3.3478272]	[159]	[]	[]	[15674847]	[]
642_717	chr12	47317096	47317496	+	1000	155.0	[]	[]	[3.6080077, 3.6080077, 3.6080077, 10.130272]	[97, 103, 109, 128]	[]	[47317292, 47317298, 47317304, 47317323]
642_7175	chr1	19581439	19581839	+	1000	45.0	[18.919323]	[117]	[]	[]	[19581641]	[]
642_718	chr14	103260474	103260874	+	1000	155.0	[16.66425]	[88]	[]	[]	[103260661]	[]
642_7189	chr1	35499773	35500173	+	954	45.0	[4.3336134]	[104]	[]	[]	[35499971]	[]
642_719	chr2	112768009	112768409	+	1000	155.0	[]	[]	[18.919323, 5.863081]	[111, 117]	[]	[112768214, 112768220]
642_7193	chr1	45266154	45266554	+	1000	45.0	[]	[]	[5.7271333, 13.246898]	[126, 136]	[]	[45266355, 45266365]
642_7194	chr1	47192809	47193209	+	1000	45.0	[10.006039]	[161]	[]	[]	[47192989]	[]
642_72	chr10	119131614	119132014	+	1000	565.0	[12.521293, 18.919323]	[92, 98]	[]	[]	[119131802, 119131808]	[]
642_720	chr6	30717488	30717888	+	1000	155.0	[7.7509656]	[120]	[]	[]	[30717696]	[]
642_7204	chr1	116485212	116485612	+	1000	45.0	[5.6029005]	[121]	[]	[]	[116485414]	[]
642_7209	chr1	156020813	156021213	+	1000	45.0	[]	[]	[6.848867]	[137]	[]	[156021032]
642_721	chr9	131178289	131178689	+	1000	155.0	[]	[]	[3.3478272]	[136]	[]	[131178500]
642_7210	chr1	158147744	158148144	+	1000	45.0	[12.521293]	[109]	[]	[]	[158147942]	[]
642_7211	chr1	161225496	161225896	+	1000	45.0	[]	[]	[10.006039]	[64]	[]	[161225651]
642_7214	chr1	167630675	167631075	+	1000	45.0	[13.246898]	[121]	[4.3336134, 4.3336134, 13.246898]	[175, 176, 182]	[167630844]	[167630898, 167630899, 167630905]
642_7216	chr1	173429486	173429886	+	1000	45.0	[]	[]	[7.7509656]	[152]	[]	[173429722]
642_7217	chr1	173603275	173603675	+	1000	45.0	[]	[]	[12.261112, 5.6029005]	[85, 117]	[]	[173603450, 173603482]
642_7218	chr1	184491581	184491981	+	1000	45.0	[]	[]	[10.266219]	[129]	[]	[184491782]
642_7219	chr1	184682930	184683330	+	1000	45.0	[18.919323]	[109]	[]	[]	[184683138]	[]
642_722	chr12	42695639	42696039	+	1000	154.0	[]	[]	[18.919323, 6.848867, 16.66425]	[113, 119, 129]	[]	[42695851, 42695857, 42695867]
642_7225	chr1	204382455	204382855	+	1000	45.0	[18.919323, 5.6029005]	[99, 120]	[]	[]	[204382648, 204382669]	[]
642_7226	chr1	205335630	205336030	+	1000	45.0	[3.3478272]	[164]	[]	[]	[205335868]	[]
642_7229	chr1	207883386	207883786	+	1000	45.0	[]	[]	[12.521293, 10.991825]	[116, 122]	[]	[207883596, 207883602]
642_723	chr12	121391712	121392112	+	1000	154.0	[]	[]	[6.848867, 18.919323]	[88, 94]	[]	[121391881, 121391887]
642_7232	chr1	212291435	212291835	+	1000	45.0	[]	[]	[6.7129197]	[190]	[]	[212291671]
642_7233	chr1	221708039	221708439	+	1000	45.0	[3.6080077]	[148]	[]	[]	[221708210]	[]
642_7238	chr1	231200576	231200976	+	1000	45.0	[]	[]	[4.4393797]	[187]	[]	[231200764]
642_724	chr19	44207282	44207682	+	1000	154.0	[]	[]	[10.006039]	[110]	[]	[44207488]
642_7243	chr1	246566825	246567225	+	1000	45.0	[]	[]	[4.3336134, 3.4720602]	[156, 198]	[]	[246567026, 246567068]
642_7248	chr10	32950854	32951254	+	1000	45.0	[16.66425]	[161]	[]	[]	[32951100]	[]
642_725	chr7	73565946	73566346	+	1000	154.0	[5.863081, 18.919323]	[84, 90]	[]	[]	[73566127, 73566133]	[]
642_7250	chr10	47336654	47337054	+	1000	45.0	[]	[]	[7.7509656]	[175]	[]	[47336886]
642_7253	chr10	61763917	61764317	+	1000	45.0	[8.949526, 6.848867]	[110, 116]	[]	[]	[61764122, 61764128]	[]
642_7257	chr10	92761584	92761984	+	1000	45.0	[6.7129197]	[147]	[6.1232615]	[103]	[92761823]	[92761779]
642_7258	chr11	3100754	3101154	+	1000	45.0	[]	[]	[12.521293, 7.7509656]	[104, 110]	[]	[3100956, 3100962]
642_726	chr9	128686022	128686422	+	1000	154.0	[]	[]	[12.261112, 13.246898]	[103, 109]	[]	[128686224, 128686230]
642_7261	chr11	61841709	61842109	+	1000	45.0	[]	[]	[5.7271333]	[72]	[]	[61841875]
642_7262	chr11	64304285	64304685	+	1000	45.0	[]	[]	[5.863081]	[164]	[]	[64304497]
642_7263	chr11	64885569	64885969	+	1000	45.0	[6.694453]	[134]	[]	[]	[64885755]	[]
642_7264	chr11	68840550	68840950	+	1000	45.0	[6.1232615]	[119]	[]	[]	[68840752]	[]
642_7267	chr11	78354730	78355130	+	1000	45.0	[12.261112]	[94]	[10.130272]	[148]	[78354919]	[78354973]
642_7268	chr11	86069649	86070049	+	1000	45.0	[4.3336134]	[194]	[]	[]	[86069898]	[]
642_7269	chr11	113875554	113875954	+	1000	45.0	[]	[]	[3.4720602]	[127]	[]	[113875760]
642_7270	chr11	113876109	113876509	+	1000	45.0	[]	[]	[6.1232615]	[105]	[]	[113876309]
642_7271	chr11	128522350	128522750	+	1000	45.0	[12.521293]	[77]	[]	[]	[128522512]	[]
642_7274	chr12	6368130	6368530	+	1000	45.0	[10.991825, 5.6029005, 10.006039]	[90, 96, 110]	[]	[]	[6368282, 6368288, 6368302]	[]
642_7275	chr12	29103441	29103841	+	1000	45.0	[12.521293, 12.521293]	[56, 62]	[]	[]	[29103593, 29103599]	[]
642_7280	chr12	57771932	57772332	+	1000	45.0	[]	[]	[3.2771003]	[83]	[]	[57772098]
642_7284	chr12	113422022	113422422	+	1000	45.0	[]	[]	[4.3336134, 6.1232615]	[77, 91]	[]	[113422188, 113422202]
642_7287	chr13	51815052	51815452	+	1000	45.0	[10.991825, 4.593794]	[89, 96]	[]	[]	[51815230, 51815237]	[]
642_7288	chr13	91358266	91358666	+	1000	45.0	[3.6080077]	[164]	[]	[]	[91358513]	[]
642_7289	chr13	97369236	97369636	+	1000	45.0	[3.7322407, 18.919323]	[128, 134]	[]	[]	[97369442, 97369448]	[]
642_729	chr17	6940286	6940686	+	1000	153.0	[]	[]	[14.409177]	[148]	[]	[6940507]
642_7290	chr13	107906137	107906537	+	1000	45.0	[4.3336134]	[120]	[]	[]	[107906336]	[]
642_7299	chr14_GL000009v2_random	124749	125149	+	1000	45.0	[5.6029005]	[108]	[]	[]	[124905]	[]
642_73	chr16	85055280	85055680	+	1000	551.0	[18.919323, 6.5886865]	[83, 89]	[]	[]	[85055462, 85055468]	[]
642_730	chr17	75189212	75189612	+	1000	153.0	[10.006039, 13.246898, 6.5886865]	[99, 105, 111]	[]	[]	[75189406, 75189412, 75189418]	[]
642_7303	chr15	45048652	45049052	+	1000	45.0	[]	[]	[3.4720602]	[142]	[]	[45048815]
642_7304	chr15	55289090	55289490	+	1000	45.0	[3.4720602]	[193]	[]	[]	[55289336]	[]
642_7308	chr15	87597698	87598098	+	1000	45.0	[]	[]	[16.66425]	[131]	[]	[87597897]
642_731	chr20	47576559	47576959	+	1000	153.0	[4.3336134, 12.521293]	[91, 97]	[]	[]	[47576745, 47576751]	[]
642_7312	chr16	21554791	21555191	+	1000	45.0	[]	[]	[3.3478272]	[56]	[]	[21554943]
642_7313	chr16	24541478	24541878	+	1000	45.0	[]	[]	[4.3336134, 5.863081, 10.991825]	[74, 160, 166]	[]	[24541629, 24541715, 24541721]
642_7316	chr16	46384626	46385026	+	1000	45.0	[4.3336134]	[90]	[]	[]	[46384816]	[]
642_732	chr6	27809851	27810251	+	1000	153.0	[]	[]	[13.246898]	[93]	[]	[27810036]
642_7324	chr17	8222374	8222774	+	1000	45.0	[12.521293]	[121]	[]	[]	[8222571]	[]
642_7327	chr17	32349829	32350229	+	1000	45.0	[5.7271333, 13.246898]	[70, 76]	[]	[]	[32349993, 32349999]	[]
642_733	chr7	88756826	88757226	+	1000	153.0	[]	[]	[16.66425]	[138]	[]	[88757063]
642_7334	chr17	53844523	53844923	+	1000	45.0	[7.7509656, 18.919323]	[91, 97]	[]	[]	[53844712, 53844718]	[]
642_7335	chr17	55451267	55451667	+	1000	45.0	[]	[]	[3.3478272]	[92]	[]	[55451448]
642_7338	chr17	79826269	79826669	+	1000	45.0	[]	[]	[3.4720602]	[121]	[]	[79826474]
642_734	chr12	6663126	6663526	+	1000	152.0	[5.9873137]	[72]	[4.3336134]	[82]	[6663289]	[6663299]
642_7343	chr18	3384585	3384985	+	1000	45.0	[7.6802387, 10.006039]	[102, 127]	[]	[]	[3384773, 3384798]	[]
642_7345	chr19	507200	507600	+	1000	45.0	[5.6029005]	[96]	[]	[]	[507360]	[]
642_7347	chr19	3047587	3047987	+	1000	45.0	[7.7509656]	[111]	[9.935312]	[157]	[3047759]	[3047805]
642_735	chr12	9869699	9870099	+	1000	152.0	[16.66425]	[96]	[]	[]	[9869891]	[]
642_7350	chr19	9827669	9828069	+	1000	45.0	[]	[]	[5.6029005, 5.6029005]	[137, 143]	[]	[9827888, 9827894]
642_7356	chr19	29666569	29666969	+	1000	45.0	[4.4393797]	[185]	[]	[]	[29666780]	[]
642_7357	chr19	36573105	36573505	+	1000	45.0	[4.3336134]	[109]	[]	[]	[36573300]	[]
642_736	chr17	82335056	82335456	+	1000	152.0	[18.919323, 3.7322407]	[97, 150]	[]	[]	[82335251, 82335304]	[]
642_7362	chr2	6831241	6831641	+	1000	45.0	[6.694453]	[126]	[]	[]	[6831459]	[]
642_7363	chr2	11981407	11981807	+	1000	45.0	[]	[]	[5.6029005, 18.919323]	[107, 113]	[]	[11981610, 11981616]
642_7365	chr2	25591960	25592360	+	1000	45.0	[]	[]	[14.409177, 6.5886865, 18.919323, 4.4393797]	[80, 86, 92, 110]	[]	[25592130, 25592136, 25592142, 25592160]
642_7366	chr2	26344781	26345181	+	1000	45.0	[3.3478272, 5.9873137]	[199, 247]	[]	[]	[26344982, 26345030]	[]
642_7369	chr2	36779988	36780388	+	1000	45.0	[6.1232615]	[130]	[]	[]	[36780171]	[]
642_737	chr19	17405532	17405932	+	1000	152.0	[]	[]	[6.848867, 12.521293]	[120, 126]	[]	[17405744, 17405750]
642_7370	chr2	39228029	39228429	+	1000	45.0	[5.6029005]	[114]	[]	[]	[39228198]	[]
642_7371	chr2	40789880	40790280	+	1000	45.0	[]	[]	[18.919323, 11.097591]	[101, 107]	[]	[40790070, 40790076]
642_7372	chr2	48205463	48205863	+	1000	45.0	[13.246898, 6.5886865]	[135, 141]	[]	[]	[48205670, 48205676]	[]
642_7376	chr2	61017895	61018295	+	1000	45.0	[]	[]	[3.3478272]	[215]	[]	[61018141]
642_7377	chr2	61538094	61538494	+	1000	45.0	[]	[]	[3.3478272]	[143]	[]	[61538315]
642_738	chr2	64898941	64899341	+	1000	152.0	[]	[]	[5.6029005, 18.919323, 8.736752]	[99, 105, 111]	[]	[64899132, 64899138, 64899144]
642_7384	chr2	112680617	112681017	+	1000	45.0	[18.919323, 5.6029005]	[123, 129]	[]	[]	[112680805, 112680811]	[]
